id|nct_id|group_type|title|description
59506748|NCT04214392|Experimental|Treatment (CAR T cell therapy) II|Arm 2 participants will undergo resection/biopsy of their tumor and placement of a Rickham catheter at the site of the resection/biopsy and the lateral ventricle. Patients receive chlorotoxin (EQ)-CD28-CD3zeta-CD19t-expressing CAR T-lymphocytes NCI SYs via dual delivery starting on day 0 for 3 weekly cycles over 28 days. Each treatment cycle begins with two CAR T cell infusions (intracranial intratumoral or intracavitary [ICT]) and also into the lateral ventricle (intracranial intraventricular [ICV]) and lasts for 1 week. Beginning 1 week after cycle 3, patients may continue with CAR T treatment per principal investigator and patient discretion. Treatment continues in the absence of disease progression or unacceptable toxicity.
59508572|NCT05432882|Experimental|bi-4SCAR-CD19/22 T Cell Therapy for CD19 and/or CD22 positive B cell malignancies|
59508614|NCT02958384|Experimental|Myeloid Malignancies|The trial will be conducted in a manner of simon two-stage design with Anti-LeY-CAR-transduced T cells, beginning in the first stage with the aim of over 30% reaction rate among 15 patients with myeloid malignancies. Only when the expected reaction rate is achieved the 30 patients left can be recruited.
59509375|NCT04727008|Experimental|CXCR4 modified anti-BCMA CAR T cell therapy|CAR T cell therapy
59510747|NCT02963038|Experimental|CD19 CAR T cells|Autologous CD19-targeting CAR T cells
59511034|NCT02968472|Experimental|prophylactic 4SCAR19 cells|Patients who have relapsed and refractory B cell leukemia after chemotherapy will be treated prophylactically with CD19-specific gene-engineered T cells.
59512994|NCT02958410|Experimental|Lymphocyte Malignancies|The trial will be conducted in a manner of simon two-stage design with Anti-CD30-CAR-transduced T cells, beginning in the first stage with the aim of over 30% reaction rate among 15 patients with B cell malignancies. Only when the expected reaction rate is achieved the 30 patients left can be recruited.
59513059|NCT04717999|Experimental|UWN2D CAR-T|
59513101|NCT02965092|Experimental|Second generation CAR-T cells|Patients receive CD19 CAR-T cells transduced with a lentiviral vector on days 0, 1, and 2 in the absence of disease progression or unacceptable toxicity.
60075375|NCT03651128|Experimental|Arm A - Administration of bb2121|bb2121 autologous CAR T cells will be infused at a dose ranging from 150 - 450 x 10^6 CAR+ T cells after receiving lymphodepleting chemotherapy
60075376|NCT03651128|Experimental|Arm B- standard regimens as per Investigator's discretion|"The participants will receive one of following regimens dependent on the subject's most recent anti-myeloma treatment regimen:~Daratumumab (DARA) in combination with pomalidomide (POM) and low-dose dexamethasone (dex) (DPd) OR~DARA in combination with bortezomib (BTZ) and low-dose dex (DVd) OR~Ixazomib (IXA) in combination with lenalidomide (LEN) and low-dose dex (IRd) OR~Carfilzomib (CFZ) in combination with low-dose dexamethasone (Kd) OR~Elotuzumab (ELO) in combination with POM and low-dose dexamethasone (EPd)"
59515424|NCT05518253|Experimental|Intravenous of CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x106 cells/kg
59515425|NCT05518253|Experimental|intraperitoneal injection of CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x106 cells/kg
59515492|NCT05489991|Experimental|TmPSMA-02|
59515530|NCT05468190|Experimental|Intravenous of CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x10^6 cells/kg
59515531|NCT05468190|Experimental|intraperitoneal injection of CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x10^6 cells/kg
59515570|NCT05442515|Experimental|1/Phase I Dose Escalation-with standard LD|CD19/CD22-CAR-transduced T cells at escalating dose + standard LD
59515571|NCT05442515|Experimental|2/Phase I Dose Escalation- with intensified LD|CD19/CD22-CAR-transduced T cells + standard LD
59515572|NCT05442515|Experimental|3/Phase II Dose Expansion- with standard LD|CD19/CD22-CAR-transduced T cells + standard LD
59515573|NCT05442515|Experimental|4/Phase II Dose Expansion- with intensified LD|CD19/CD22-CAR-transduced T cells + intensified LD
59515622|NCT05420545|Experimental|Intravenous of CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x106 cells/kg
59515623|NCT05420545|Experimental|intraperitoneal injection of CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x106 cells/kg
59515624|NCT05420519|Experimental|CD70-targeted CAR-T|Infusion of CD70-targeted CAR-T cells by dose of 1-10x106 cells/kg
59515659|NCT05400109|Experimental|UF-KURE19 CAR-T cell infusion|"The maximum tolerated dose (MTD) of UF-KURE19 will be determined using a dose-escalation 3+3 design and will be administered on Day 0. Lymphodepleting therapy will begin on Days -4 to -2 with each weight category of participants receiving 30mg/m2/IV of Fludarabine and 500mg/m2/IV of Cyclophosphamide regardless of the level of UF-KURE19 CAR-T cell dosing.~Dosing:~Participants greater than or equal to 50 kg:~Level -1: 17.5 x 10^6 UF-KURE19 CAR-T Cell Dose (CAR positive cells)~Level 1 (starting dose): 35 x 10^6 UF-KURE19 CAR-T Cell Dose~Level 2: 70 x 10^6 UF-KURE19 CAR-T Cell Dose~Participants less than 50 kg:~Level -1: 11.5 x 10^6 UF-KURE19 CAR-T Cell Dose~Level 1: 23 x 10^6 UF-KURE19 CAR-T Cell Dose~Level 2: 46 x 10^6 UF-KURE19 CAR-T Cell Dose"
59516140|NCT05035407|Experimental|Treatment at dose levels 1 through 7|Non-myeloablative, lymphocyte depleting preparative regimen, followed by KK-LC-1 TCR T cells plus aldesleukin at escalating doses
59516185|NCT05003895|Experimental|1/ Arm 1|Escalating doses of CAR-T cells
59516186|NCT05003895|Experimental|2/ Arm 2|MTD of CAR-T cells
59682317|NCT02617134|Experimental|CAR-T cell immunotherapy|Enrolled patients will receive CAR-T cell immunotherapy with a novel specific chimeric antigen receptor targeting MUC1 antigen by infusion.
59516752|NCT04420754|Experimental|Cohort -1|AIC100 CAR T Cell Dose Level -1 (Flat Dose): 1 x 10e6 CAR T cells
59516753|NCT04420754|Experimental|Cohort 1|AIC100 CAR T Cell Dose Level 1 (Flat Dose): 1 x 10e7 CAR T cells
59516754|NCT04420754|Experimental|Cohort 2|AIC100 CAR T Cell Dose Level 2 (Flat Dose): 1 x 10e8 CAR T cells
59516755|NCT04420754|Experimental|Cohort 3|AIC100 CAR T Cell Dose Level 3 (Flat Dose): 5 x 10e8 CAR T cells
59516756|NCT04420754|Experimental|Cohort 2.5|AIC100 CAR T Cell Dose Level 2.5 (Flat Dose): 2.5 x 10e8 CAR T cells. The interim step-down dose of Cohort 2.5 may be evaluated, if needed, based on ongoing safety and efficacy data.
59516757|NCT04420754|Experimental|Cohort 4|AIC100 CAR T Cell Dose Level 4 (Flat Dose): 7.5 x 10e8 CAR T cells. The proposed escalation dose of Cohort 4 may be evaluated, if needed, based on ongoing safety and efficacy data.
59516761|NCT04416984|Experimental|ALLO-501A, ALLO-647|
59516877|NCT04227275|Experimental|Dose Escalation|Dose escalation of intravenous CART-PSMA-TGFβRDN cells for patients with metastatic castration resistant prostate cancer
59517028|NCT04029038|Experimental|Treatment (CD19-CD22 CAR T cells)|Patients receive standard of care cyclophosphamide IV over 30 minutes and fludarabine IV over 30 minutes on days -5, -4, and -3, and then receive CD19-CD22 CAR T cells IV on day 0. Patients with relapsed or persistent disease after a protocol assessment may receive a second infusion of CD19-CD22 CAR T cells.
59517714|NCT02315612|Experimental|Arm 1|dose escalation of CD22-CAR
59517715|NCT02315612|Experimental|Arm 2|dose expansion of CD22-CAR
59518976|NCT05539430|Experimental|Experimental LB1908|Claudin 18.2-Targeted Chimeric Antigen Receptor T-cells
59519580|NCT01853631|Experimental|Dose Escalation: CD19 CAR T Cells for B-cell ALL|Each patient will receive a dose of CD19 CAR T Cells administered as an infusion. Each infusion will consist of CD19.CAR/28 T cells and CD19.CAR/28137 T cells.
59519581|NCT01853631|Experimental|Dose Expansion: CD19 CAR T Cells for B-cell ALL|Each patient will receive the maximum tolerated dose (MTD) of CD19 CAR T Cells administered as an infusion. Each infusion will consist of CD19.CAR/28 T cells and CD19.CAR/28137 T cells.
59519582|NCT01853631|Experimental|Dose Escalation: CD19 CAR T Cells for B-cell NHL/CLL|Each patient will receive a dose of CD19 CAR T Cells administered as an infusion. Each infusion will consist of CD19.CAR/28 T cells and CD19.CAR/28137 T cells.
59519583|NCT01853631|Experimental|Dose Expansion: CD19 CAR T Cells for B-cell NHL/CLL|Each patient will receive the maximum tolerated dose (MTD) of CD19 CAR T Cells administered as an infusion. Each infusion will consist of CD19.CAR/28 T cells and CD19.CAR/28137 T cells.
59520451|NCT04601831|Experimental|Radiation Therapy to all residual FDG-avid sites*|"All patients enrolled in the trial will receive focal radiation therapy (RT) to all* residual FDG-avid sites per Lugano criteria (Lugano 4-5) as noted on day 30 post-CAR-T PET/CT scan.~*If >5 distinct sites, physician discretion will be allowed as to how many sites are treated, with recommendation that at least all symptomatic and bulky (>=7.5 cm in largest dimension) sites be treated."
59520507|NCT04316624|Experimental|C-CAR066|Autologous C-CAR066 (CD20-directed CAR T-cell) administered by intravenous (IV) infusion
59520614|NCT04036019|Experimental|C-CAR066|Autologous C-CAR066 (CD20-directed CAR T-cell) administered by intravenous (IV) infusion
59523266|NCT05373147|Experimental|CAR T cells therapy|The safety and efficacy of αPD1-MSLN-CAR T cells will be assessed in a standard 3+3 dose escalation approach. Four doses of CAR T cells will be evaluated in this study: 1×10^5 CAR+ T cells/kg, 3×10^5 CAR+ T cells/kg, 1×10^6 CAR+ T cells/kg, and 3×10^6 CAR+ T cells/kg.
59524645|NCT03085173|Experimental|EGFRt/19-28z/4-1BBL CAR T cells|Following enrollment, patients will undergo leukapheresis of peripheral blood for further T cell enrichment, activation and genetic modification using a retroviral vector encoding a CD19targeted CAR, the co-stimulatory ligand 4-1BBL and the EGFRt safety system (EGFRt/19-28z/4-1BBL). These T cells will be expanded and after the appropriate number of cells is generated, the modified T cells may be infused fresh or frozen for later use according to standard operation procedures. Modified T cell infusions will be administered 2-7 days following completion of the treating investigator's choice of conditioning chemotherapy. Serial sampling of blood and bone marrow will be performed following treatment to assess toxicity, therapeutic effects, and survival of the genetically modified T cells.
59525402|NCT04514029|Experimental|Simvastatin and Dexamethasone|Simvastatin 40 mg/day will be started at least 5 days prior to apheresis and will be continued until day +30 after infusion. Intrathecal dexamethasone 8 mg will be administered on days (related to CAR-T infusion) -1, +6, +13, (+/- 2 days).
60077369|NCT04150913|Experimental|Anakinra and Axicabtagene Ciloleucel|"Patients who meet eligibility criteria for the study will subsequently be enrolled for treatment.~Screening~Enrollment/Leukapheresis period~Bridging therapy (if applicable)~Lymphodepleting chemotherapy period~Investigational Product (IP) treatment period~Anakinra~Axicabtagene Ciloleucel~Post treatment assessment period~Long term follow-up period"
59528617|NCT04691284|Experimental|Observational arm|Patients will be asked to provide a sample of blood, urine and stool. This blood will be used for plasma and serum banking for further analysis, including miR and chemokine detection. Stool will be used for microbiome studies - isolation of total DNA/RNA and 16S rRNA gene sequencing for bacterial taxonomic classification. Furthermore, metagenomic sequencing and subsequent taxonomic and functional classification of microbial genes will be used. Moreover, we might be able to characterized potentially clinically relevant features of the microbiome such as antibiotic resistance and microbial virulence factors.
59528637|NCT04691713|Experimental|Targeting CD276 autologous chimeric antigen receptor T cells|
60077885|NCT01454596|Experimental|1/Phase I Arm|Non-myeloablative lymphodepleting preparative regimen of cyclophosphamide and fludarabine + escalating doses of epidermal growth factor receptor (EGFRv)III Chimeric antigen receptor (CAR) transduced peripheral blood lymphocytes (PBL) + aldesleukin
60077886|NCT01454596|Experimental|2/Phase II Arm|Non-myeloablative lymphodepleting preparative regimen of cyclophosphamide and fludarabine + maximum tolerated dose (MTD) of anti-EGFRvIII CAR transduced PBL established in Phase I + aldesleukin
60077969|NCT02215967|Experimental|Multiple Myeloma|Dose Escalation with 5 dose levels based on the patients actual bodyweight
59529451|NCT05667506|Experimental|Single dose of CNCT19|A conditioning chemotherapy regimen of fludarabine and cyclophosphamide will be administered followed by investigational treatment, CNCT19.
59529573|NCT05266950|Experimental|CI-135 CAR-T|chimeric antigen receptor T cell treatment
59529618|NCT05098613|Experimental|CD19x22 CAR T Cell Infusion|Lymphodepleting chemotherapy following by infusion of CD19x22 CAR T Cells
59444784|NCT04205409|Experimental|Treatment (nivolumab)|Patients receive nivolumab IV over 30 minutes on day 1. Cycles repeat every 28 days in the absence of disease progression or unacceptable toxicity.
59530215|NCT04723914|Experimental|Treatment group|Dual target CAR-T cell therapy
59530492|NCT02937844|Experimental|Anti-PD-L1 CSR T cells|Patients will receive lymphodepletion chemotherapy consisting of fludarabine and cyclophosphamide, followed by intravenous infusion of autologous anti- PD-L1 CSR T cells. A standard 3+3 escalation approach will be used to obtain the safe dosage of CAR T cells. The tested CAR T cell dosage ranges from 5×10^4 /kg to 1×10^7 /kg.
59530519|NCT02937103|Experimental|Myeloid Malignancies|The trial will be conducted in a manner of simon two-stage design with Anti-CD123-CAR-transduced T cells, beginning in the first stage with the aim of over 30% reaction rate among 15 patients with myeloid malignancies. Only when the expected reaction rate is achieved the 30 patients left can be recruited.
59530589|NCT02935153|Experimental|B Cell Malignancies|Experimental: B Cell Malignancies The trial will be conducted in a manner of simon two-stage design with Anti-CD22-CAR-transduced T cells, beginning in the first stage with the aim of over 30% reaction rate among 15 patients with B cell malignancies. Only when the expected reaction rate is achieved the 30 patients left can be recruited.
59531023|NCT02919046|Experimental|single arm|Name:The Chimeric Antigen Receptor T Cell Immunotherapy (CAR-T) Dosage form：injection Dosage:100ml/time Frequency:0 days,the first day,the second day,29 days,30 days Duration:Total five times
59532323|NCT05415475|Experimental|Intravenous of CEA-targeted CAR-T|Infusion of CEA-targeted CAR-T cells by dose of 1-10x107 copy/kg
59532324|NCT05415475|Experimental|intraperitoneal injection of CEA-targeted CAR-T|Infusion of CEA-targeted CAR-T cells by dose of 1-10x107 copy/kg
59532693|NCT05075603|Experimental|NT-I7 after CAR-T (Kymriah, Yescarta, or Breyanzi) infusion|CAR-T infusion administered per standard of care at Day 0 followed by NT-I7 on Day 21.
59682838|NCT04156178|Experimental|CD20-CD19 cCAR T cells|CD20-CD19 cCAR T cells transduced with a lentiviral vector to express two distinct units of anti-CD20 and CD19 CARs
59533268|NCT03768310|Experimental|CD19.CAR-multiVST for Group A|"Group A: Patients with no evidence of disease after having a bone marrow transplant.~T cells will be given at the specified dose on or after day 30 after the bone marrow transplant. Three dose levels will be studied in both groups of patients (Group A and Group B). The lowest dose level will be 2 x 10^7cells/m2 and the highest will be 10 x10^7cells/m2."
59533269|NCT03768310|Experimental|CD19.CAR-multiVST for Group B|"Group B: Patients with evidence of disease before bone marrow transplant OR have relapsed after bone marrow transplant.~Patients in Group B will receive the T cells at the earliest feasible time point after the detection of disease, but no earlier than day 30 after the transplant. The three dose levels will be studied in both groups of patients (Group A and Group B). The lowest dose level will be 2 x 10^7cells/m2 and the highest will be 10 x10^7cells/m2."
59534481|NCT05022849|Experimental|Part 1: Dose Escalation|Participants will receive a conditioning regimen of cyclophosphamide and fludarabine intravenously (IV) followed by JNJ-75229414 IV infusion escalated sequentially with a targeted dose consistent with the dose required by the cohort being enrolled to determine recommended Phase 2 dose (RP2D) regimen(s). Additional, intermediate dose levels may be implemented based on the review of all available data including, but not limited to, safety, efficacy, pharmacokinetics (PK), and pharmacodynamics (PD) by the study evaluation team (SET). Participants may receive bridging therapy (anti-androgen receptor agents [example, abiraterone, enzalutamide] and radiotherapy, or chemotherapy [example, docetaxel]) if clinically indicated to maintain disease stability.
59534482|NCT05022849|Experimental|Part 2: Dose Expansion|Participants will receive JNJ-75229414 for each RP2D regimen determined in Part 1.
59534526|NCT04923893|Experimental|Arm A: VRd+Rd (Standard Therapy)|Participants will receive bortezomib, lenalidomide, and dexamethasone (VRd) regimen for 6 cycles before randomization. Following randomization, participants in Arm A will receive 2 more cycles of VRd. In VRd treatment, participants will receive bortezomib 1.3 milligram per meter square (mg/m^2) subcutaneously (SC) on Days 1, 4, 8 and 11 of each cycle (Cycles 1 to 8), oral lenalidomide 25 mg on Days 1 to 14 of each cycle (Cycles 1 to 8) and oral dexamethasone 20 mg on Days 1, 2, 4, 5, 8, 9, 11, and 12 of each cycle (Cycles 1 to 8). Each cycle will consist of 21 days. After 8 cycles of VRd, treatment will continue with lenalidomide and dexamethasone (Rd) maintenance therapy. In Rd treatment, participants will receive oral lenalidomide 25 mg on Days 1 to 21 of each cycle and oral dexamethasone 40 mg on Days 1, 8, 15, and 22 of each cycle. Each cycle will consist of 28 days. Participants will continue to receive Rd until confirmed progressive disease or unacceptable toxicity.
59534527|NCT04923893|Experimental|Arm B: VRd+Ciltacabtagene Autoleucel (Cilta-cel)|Participants will receive VRd regimen for 6 cycles before randomization. Following randomization, participants in Arm B will undergo apheresis and receive two more cycles of VRd as bridging therapy. In VRd treatment, participants will receive bortezomib 1.3 mg/m^2 SC on Days 1, 4, 8 and 11 of each cycle for Cycles 1 to 8; oral lenalidomide 25 mg on days 1 to 14 of each cycle for Cycles 1 to 8 and oral dexamethasone 20 mg on days 1, 2, 4, 5, 8, 9, 11 and 12 of each cycle for Cycles 1 to 8. Each cycle will consist of 21 days. After 8 cycles of VRd, participants will receive a conditioning regimen (cyclophosphamide 300 mg/m^2 intravenous [IV] and fludarabine 30 mg/m^2 IV daily for 3 days) and Cilta-cel infusion 0.75*10^6 chimeric antigen receptor (CAR)-positive viable T cells/kilogram (kg).
59824863|NCT02186860|Experimental|CAR-T cells|Targeting CD19
59534634|NCT04662099|Experimental|Conditioning chemotherapy plus CAR T cells infusion|
59534855|NCT04181827|Experimental|Arm A: PVd or DPd (Standard Therapy)|Participants will receive either PVd or DPd as a standard therapy. In PVd treatment, participants will receive oral pomalidomide 4 mg on Days 1 to 14 in each cycle; bortezomib 1.3 mg/meter square (m^2) SC on Days 1, 4, 8 and 11 (Cycles 1 to 8) and on Days 1 and 8 (Cycle 9 onwards) and oral dexamethasone 20 mg on Days 1, 2, 4, 5, 8, 9, 11 and 12 (Cycles 1 to 8) and Days 1, 2, 8 and 9 (Cycle 9 onwards). Each cycle will consist of 21 days. In DPd treatment, participants will receive daratumumab SC 1800 mg weekly on Days 1, 8, 15, and 22 (Cycles 1 and 2), every 2 weeks on Days 1 and 15 (Cycles 3 to 6) and every 4 weeks on Day 1 (Cycle 7 onwards); oral pomalidomide 4 mg on Days 1 to 21 (Cycle 1 onwards); dexamethasone 40 mg oral or IV weekly on Days 1, 8, 15, and 22 (Cycle 1 onwards). Each cycle will consist of 28 days. Participants will continue to receive PVd or DPd until confirmed PD, death, intolerable toxicity, withdrawal of consent, or end of the study, whichever occurs earlier.
59534856|NCT04181827|Experimental|Arm B: JNJ-68284528 (Ciltacabtagene Autoleucel [Cilta-cel])|Participants will receive at least one cycle of bridging therapy (PVd or DPd) and additional cycles of bridging therapy may be considered based on participant's clinical status and timing of availability of JNJ-68284528 (cilta-cel) along with conditioning regimen (cyclophosphamide 300 milligram [mg]/m^2 intravenous [IV] and fludarabine 30 mg/m^2 IV daily, for 3 days), and JNJ-68284528 (cilta-cel) infusion 0.75 * 10^6 chimeric antigen receptor (CAR)-positive viable T cells/ kilogram (kg).
59534872|NCT04133636|Experimental|JNJ-68284528|Single group assignment-After lymphodepletion, JNJ-68284528 will be administered as single infusion to participants in cohort A (Progressive disease after 1-3 prior lines of therapy), cohort B (Early relapse after front-line), cohort C (Relapsed/refractory multiple myeloma after PI, IMiD, anti-CD38, and anti- BCMA therapy), cohort D (Less than CR after ASCT front-line therapy; some participants will be administered JNJ-68284528 followed by lenalidomide), cohort F (Newly diagnosed multiple myeloma [NDMM] with standard risk [international staging system {ISS} Stage I and II] and after initiation of therapy). Participants in cohort E (NDMM, transplant not planned, high risk disease) will first be administered with quadruplet induction regimen of daratumumab, bortezomib, lenalidomide and dexamethasone (D-VRd), followed by lymphodepletion and JNJ-68284528, followed by consolidation regimen of lenalidomide.
59535313|NCT01430390|Experimental|Biological/Genetically Modified T cells|Utilizing our initial trial experience, it was amended to include three (3) expansion cohorts. Cohort 1: patients with CD19+ relapse/refractory (R/R) B cell malignancies occurring after allogeneic/autologous HSCT or solid organ transplant (SOT) infusion occurring following conditioning chemotherapy. Cohort 2:patients with CD10+ high risk B cell malignancies eligible for autologous HSCT followed by 19-28z CRA EBV-CTLs (auto-HSCT preparative regimen serves as conditioning chemotherapy. Cohort 3: patients with CD19+ high risk B cell malignancies eligible for allogeneic HSCT followed by consolidative 19-28z CAR EBV-CTLs (allo-HSCT preparative regimen serves as conditioning chemotherapy) Each expansion cohort has a target accrual of 6 patients treated with fixed CAR EBV-CTL dose (3x106 EBV-CTLs/kg) which has been demonstrated to be the ideal manufacturing dose.
59445614|NCT05568680|Experimental|SynKIR-110|Single dose gravity drip IV administration
59445960|NCT03548207|Experimental|JNJ-68284528|After lymphodepletion JNJ-68284528 will be administered as a single infusion.
60080123|NCT04684459|Experimental|CAR-T cell therapy|Dual-targeting HER2 and PD-L1 CAR-T cell therapy
59535988|NCT04723901|Experimental|Treatment group|Dual target CAR-T cell therapy
59536912|NCT04655677|Experimental|Autologous EXP039 administered by intravenous (IV) infusion|Autologous EXP039 administered by intravenous (IV) infusion
59536972|NCT04653649|Experimental|HSP-CAR30 (anti-CD30 CAR T cells)|"Phase I:~Ten patients will be treated with HSP-CAR30 (anti-CD30 CAR T-cells) with an escalation approach to define maximum tolerated dose (MTD) from 3 x 106/kg to 10 x 106/kg.~Phase IIa:~Twenty patients will be treated with HSP-CAR30 at MTD to evaluate efficacy."
59536973|NCT04653493|Experimental|CD19 CAR-T cells|Pediatric or adolescent/young adult patients with CD19+ relapsed or refractory B cell acute lymphoblastic leukemia (R/R B-ALL)
59537033|NCT04650724|Experimental|T cell infusion agent targeting BCMA chimeric antigen receptor|
59537110|NCT04637503|Experimental|effectiveness of CAR-T cells targeting GD2, PSMA and CD276|Gene-modified T cells are designed to kill tumor cells through specific recognition of GD2, PSMA and CD276. This study will evaluate the side effects and effective doses of GD2, PSMA and CD276 CAR-T cells in treating refractory and recurrent NB
59537133|NCT04637269|Experimental|BCMA CAR-T|"The study will employ dose level cohorts of three patients that will be treated at each level described below, based on the number of T cells to be infused using the 3 + 3 dose-escalation strategy to find MTD followed by a dose-expansion phase at determined optimal dosage."
60080647|NCT04684472|Experimental|Modified anti-CD19 CAR T cell therapy|CAR T cell therapy
59539490|NCT04666168|Experimental|Auto CAR-T|Patients will be treated with Auto CAR-T cells
59539514|NCT04665076|Experimental|Auto CAR-T|Patients will be treated with Auto CAR-T cells
59539612|NCT04661020|Experimental|Administration of CD19 CAR T-cells|
59539997|NCT04626739|Experimental|volunteers|The patient voluntarily signs the informed consent, and the patient meets the entry criteria to diagnose patients with Relapsed Refractory (R/R) non-Hodgkin lymphoma
59540603|NCT04610125|Experimental|Auto CAR-T|Patients will be treated with Auto CAR-T cells
59541128|NCT04594135|Experimental|anti-CD5 CAR T cells|Experimental: anti-CD5 CAR T cells Dose escalation phase: anti-CD5 CAR T cells transduced with a lentiviral vector to express CD5 chimeric receptor domain on T cells with an escalation approach, 1e6 to 5e6 CAR-T cells/kg
59541296|NCT04213469|Experimental|PD1-CD19-CART|Patients undergo leukapheresis. Patients will receive a lymphodepletion chemotherapy with cyclophosphamide and fludarabine before CART infusion. A dose of PD1-CD19-CART will be infused on day 0.
60080940|NCT04689659|Experimental|chimeric antigen receptor T cell treatment|
59543166|NCT04546906|Experimental|CD22 CAR-T|Patients will be treated with CD22 CAR-T cells
59543229|NCT04541368|Experimental|Administration of CS1 Targeted CAR T-cells|Dose escalation follows the standard 3+3 dose escalation design. A total of 3 dose levels are set for subjects.
59544430|NCT04532281|Experimental|Administration of Murine CD19 CAR T-cells|
59544431|NCT04532203|Experimental|Administration of CAR T-cells|Dose escalation follows the standard 3+3 doseescalation design. A total of 3 dose levels are set for subjects.
59545101|NCT04718883|Experimental|JWCAR029 treatment|JWCAR029 be administrated at dose level: 1 x 10^8 CAR+T cells
60081742|NCT04034446|Experimental|A|Single dose of CD19-CD22 CAR-T cells
59548432|NCT04715217|Experimental|Low Dose Group|CD19-CD22 CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 0.5×10^6 CAR+T cells/kg.
59548433|NCT04715217|Experimental|Middle Dose Group|CD19-CD22 CAR-T cells injection, infused only once,3-6 subjects of middle dose group will be intravenously infuse with 2.0×10^6 CAR+Tcells/kg.
59548434|NCT04715217|Experimental|High Dose Group|CD19-CD22 CAR-T cells injection, infused only once,3-6 subjects of high dose group will be intravenously infuse with 5.0×10^6 CAR+Tcells/kg.
59548435|NCT04715217|Experimental|Amplification Dose Group|CD19-CD22 CAR-T cells injection, infused only once.After determined maximum tolerated dose,15 subjects of amplification dose group will be intravenously infuse with 0.5-5.0×10^6 CAR+Tcells/kg.
59548642|NCT04714827|Experimental|Low Dose Group|CD19-BCMA CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 1.0×10^6 CAR+T cells/kg.
59548643|NCT04714827|Experimental|Middle Dose Group|CD19-BCMA CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 2.5×10^6 CAR+T cells/kg.
59548644|NCT04714827|Experimental|High Dose Group|CD19-BCMA CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 5.0×10^6 CAR+T cells/kg.
59548645|NCT04714827|Experimental|Amplification Dose Group|CD19-BCMA CAR-T cells injection, infused only once.After determined maximum tolerated dose,15 subjects of amplification dose group will be intravenously infuse with 1.0-5.0×10^6 CAR+Tcells/kg.
59548876|NCT04714593|Experimental|Low Dose Group|CD19-CD22 CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 0.5×10^6 CAR+T cells/kg.
59548877|NCT04714593|Experimental|Middle Dose Group|CD19-CD22 CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 2×10^6 CAR+T cells/kg.
59548878|NCT04714593|Experimental|High Dose Group|CD19-CD22 CAR-T cells injection, infused only once,3-6 subjects of low dose group will be intravenously infuse with 5×10^6 CAR+T cells/kg.
59548879|NCT04714593|Experimental|Amplification Dose Group|CD19-CD22 CAR-T cells injection, infused only once.After determined maximum tolerated dose,15 subjects of amplification dose group will be intravenously infuse with 0.5-5.0×10^6 CAR+Tcells/kg.
59550452|NCT03271515|No Intervention|conventional therapy|patients accept conventional radioactive and chemical therapy.
59550453|NCT03271515|Experimental|anti-CD19 anti-CD20 Bispecific CAR-T|patients accept transfusion of anti-CD19 anti-CD20 Bispecific CAR-T cells.
59550538|NCT03271632|Experimental|Single arm|CAR T cells to treat MM
59550802|NCT04702841|Experimental|CAR-γδT|Infusion,iv,0.2-5 ×10^6/ kg,once.
59551677|NCT04700319|Experimental|CD19/CD20 CAR-T cell infusion|CD19/CD20 CAR-T cell infusion on relapsed or refractory hematological malignancies of CD19 / CD20+ B cell line
59552167|NCT02893189|Experimental|4G7-CARD T-cells|All patient will receive modified CAR19 T-cells.
59553681|NCT04516551|Experimental|anti-CD19 allo-CAR-T|"The study will employ dose level cohorts of three patients that will be treated at each level described below, based on the number of T cells to be infused using the 3 + 3 dose-escalation strategy to find MTD followed by a dose-expansion phase at determining optimal dosage.~dosage: the number of anti CD19+CD22 CAR T cells~-1(if needed) 1×10^6/KG~3×10^6 /KG 6×10^6 /KG 1×10^7/KG Treatment follows a lymphodepletion, chemotherapy regimen that consists of Fludarabine (30 mg/m2 per day) and Cyclophosphamide (300mg/m2 per day) for 3 days or bendamustione (90mg/m2 per day) for two days prior to cell infusion."
59553729|NCT04324996|Experimental|NK cells|The NK cells are going to be give by intravenous infusion (10E8 cells per kilogram of body weight, once a week) .
59553730|NCT04324996|Experimental|IL15-NK cells|The NK cells secreting super IL15 superagonist are going to be give by intravenous infusion (10E8 cells per kilogram of body weight, once a week) .
59553731|NCT04324996|Experimental|NKG2D CAR-NK cells|The NKG2D CAR-NK cells are going to be give by intravenous infusion (10E8 cells per kilogram of body weight, once a week).
