id|nct_id|responsible_party_type|name|title|organization|affiliation|old_name_title
31253706|NCT04684459|Principal Investigator|Yongsheng Wang|Director of Institute of Drug Clinical Trial of West China Hospital||Sichuan University|
31253941|NCT04684472|Sponsor-Investigator|Liqun Zou|Professor of Department of Medical Oncology||Sichuan University|
31021972|NCT04295018|Sponsor|||||
31021973|NCT04295096|Sponsor-Investigator|Jun Zhu|Chief Physician||Zhaxin Hospital of Integrated Traditional Chinese and Western Medicine, Shanghai|
31022049|NCT02575261|Sponsor|||||
30831493|NCT05108805|Principal Investigator|Olalekan Oluwole|Sponsor Investigator||Vanderbilt-Ingram Cancer Center|
31254077|NCT04689659|Sponsor|||||
31186793|NCT04684563|Sponsor|||||
31254457|NCT04034446|Principal Investigator|wang, jianxiang|Professor||Institute of Hematology & Blood Diseases Hospital|
31022458|NCT03483103|Sponsor|||||
31022631|NCT04093648|Principal Investigator|Andras Heczey|Assistant Professor||Baylor College of Medicine|
31101428|NCT05239702|Principal Investigator|He Huang|The President of The First Affiliated Hospital, College of Medicine, Zhejiang University||Zhejiang University|
31255660|NCT04026100|Sponsor|||||
31187407|NCT03664661|Sponsor|||||
30832199|NCT03110640|Principal Investigator|Kang YU|Principal Investigator||First Affiliated Hospital of Wenzhou Medical University|
30832293|NCT03393936|Sponsor|||||
31187615|NCT03658655|Sponsor|||||
30832334|NCT05085444|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31101904|NCT05620706|Principal Investigator|YuLi|Professor||Shenzhen University General Hospital|
31256806|NCT03240328|Principal Investigator|Linghua LI|Vice Chief physician||Guangzhou 8th People's Hospital|
31257048|NCT05240950|Principal Investigator|Wei Zhang|Director of Colorectal Surgery Department||Changhai Hospital|
30832507|NCT04287660|Sponsor|||||
31023890|NCT05451212|Sponsor|||||
30832541|NCT04270461|Sponsor|||||
31257342|NCT04690192|Sponsor-Investigator|Zou Dehui|Principal Investigator||Institute of Hematology & Blood Diseases Hospital|
31257393|NCT04049513|Sponsor|||||
31257470|NCT03103971|Sponsor|||||
31023975|NCT05077527|Sponsor|||||
31102188|NCT03778346|Sponsor|||||
31187960|NCT03648697|Sponsor|||||
31024086|NCT04340154|Sponsor|||||
30832695|NCT04088864|Sponsor|||||
31024156|NCT03635632|Principal Investigator|Bilal Omer|Assistant Professor||Baylor College of Medicine|
30832757|NCT04007029|Sponsor|||||
30832976|NCT04194931|Principal Investigator|LiFei,M.D., Ph.D.|M.D.,Ph.D.||The First Affiliated Hospital of Nanchang University|
31024480|NCT04283006|Sponsor-Investigator|He Huang|Clinical Professor||Zhejiang University|
31188361|NCT03468153|Principal Investigator|Zhao Weili|Professor||Ruijin Hospital|
31188409|NCT02529813|Sponsor|||||
31259189|NCT05483491|Sponsor-Investigator|Christian Hinrichs|Chief, Section of Cancer Immunotherapy||Rutgers, The State University of New Jersey|
31188832|NCT03649529|Sponsor|||||
31188994|NCT03615313|Sponsor|||||
30834284|NCT05066022|Principal Investigator|Fu chengcheng PhD|Principal Investigator||The First Affiliated Hospital of Soochow University|
31026365|NCT03744676|Sponsor|||||
30834323|NCT04662294|Principal Investigator|He Huang|Clinical Professor||Zhejiang University|
31026453|NCT04162353|Sponsor|||||
31026477|NCT04162119|Principal Investigator|Quanshun Wang|Chief of Hematology Department of Hainan Hospital of PLA General Hospital; Vice Chief of Hematology Department of PLA General Hospital||Chinese PLA General Hospital|
31026638|NCT04156269|Sponsor|||||
30834693|NCT04014894|Principal Investigator|MEI HENG|Principal Investigator||Wuhan Union Hospital, China|
30834909|NCT03155191|Sponsor|||||
31189484|NCT03612739|Sponsor|||||
31189678|NCT03146234|Sponsor|||||
31027693|NCT03741127|Sponsor|||||
31027703|NCT03601078|Sponsor|||||
30835715|NCT05066646|Sponsor|||||
31028052|NCT05286164|Sponsor|||||
31190000|NCT03398967|Principal Investigator|Han weidong|Director of Molecular & Immunological Department, Biotherapeutic Department||Chinese PLA General Hospital|
31190004|NCT03125577|Principal Investigator|Lung-Ji Chang|President||Shenzhen Geno-Immune Medical Institute|
31104811|NCT05359211|Sponsor|||||
31105005|NCT04889716|Sponsor|||||
31105170|NCT04422912|Sponsor|||||
31105423|NCT03277729|Sponsor|||||
31190435|NCT03939026|Sponsor|||||
30836447|NCT04488354|Sponsor|||||
31105777|NCT05352828|Sponsor|||||
31105845|NCT04817774|Sponsor|||||
31105862|NCT04690595|Sponsor|||||
31190544|NCT03142646|Sponsor|||||
30836649|NCT05310591|Sponsor|||||
31106071|NCT05632380|Principal Investigator|Zou Dehui|principal investigator||Institute of Hematology & Blood Diseases Hospital|
31106342|NCT03912480|Sponsor|||||
31106399|NCT03910842|Sponsor|||||
31106433|NCT05571540|Sponsor|||||
30837076|NCT05063682|Sponsor|||||
30837149|NCT05060796|Sponsor|||||
31107066|NCT04155749|Sponsor|||||
30837269|NCT03097770|Principal Investigator|Han weidong|PI||Chinese PLA General Hospital|
30837458|NCT03599375|Sponsor-Investigator|jiuwei cui|chief||The First Hospital of Jilin University|
30837541|NCT03407859|Sponsor|||||
30837772|NCT04191941|Sponsor|||||
31108071|NCT03690011|Principal Investigator|LaQuisa Hill|Assistant Professor||Baylor College of Medicine|
31108117|NCT02431988|Sponsor|||||
31191146|NCT05396300|Sponsor-Investigator|Weijia Fang, MD|MD||Zhejiang University|
31191182|NCT05089266|Sponsor|||||
31191213|NCT04768608|Principal Investigator|Weijia Fang, MD|Professor||Zhejiang University|
31108448|NCT05666700|Sponsor|||||
31191231|NCT04652219|Sponsor-Investigator|Weijia Fang, MD|director||Zhejiang University|
31108604|NCT03854994|Sponsor|||||
31191300|NCT03618381|Principal Investigator|Colleen Annesley|Medical Director, Seattle Children's Therapeutics||Seattle Children's Hospital|
30838571|NCT04249947|Sponsor|||||
31108897|NCT03631576|Principal Investigator|Jianda Hu|Director of the department of Hematology||Fujian Medical University|
30838591|NCT05619861|Sponsor|||||
30839032|NCT03154775|Sponsor|||||
31109612|NCT05404048|Sponsor|||||
30839311|NCT03018093|Sponsor|||||
31191710|NCT04545762|Sponsor-Investigator|C. Babis Andreadis|Principal Investigator||University of California, San Francisco|
31191729|NCT04419909|Sponsor|||||
31110431|NCT03754764|Principal Investigator|Han weidong|Director of Molecular & Immunological Department,Biotherapeutic Department||Chinese PLA General Hospital|
30840020|NCT05105867|Sponsor|||||
30840306|NCT03915184|Sponsor|||||
31192115|NCT02850536|Sponsor|||||
31111919|NCT04288726|Principal Investigator|Carlos Ramos|Associate Professor||Baylor College of Medicine|
31112087|NCT03685786|Sponsor|||||
31112871|NCT05318963|Sponsor-Investigator|Qiu Lugui|Leading site Principal Investigator||Institute of Hematology & Blood Diseases Hospital|
30841266|NCT03818165|Sponsor|||||
30841554|NCT04129099|Sponsor|||||
31113929|NCT03932565|Sponsor|||||
30842236|NCT04916860|Sponsor|||||
31114242|NCT03642496|Sponsor|||||
30842697|NCT04943016|Sponsor|||||
30842993|NCT02744287|Sponsor|||||
30843020|NCT04037241|Sponsor|||||
31193674|NCT05117138|Sponsor|||||
31114999|NCT03574168|Sponsor|||||
31193738|NCT03327285|Principal Investigator|Xiaojun Huang,MD|Chair||Peking University People's Hospital|
30844016|NCT05634785|Sponsor|||||
30844098|NCT05366179|Sponsor|||||
31115346|NCT03907527|Sponsor|||||
30844206|NCT04995003|Principal Investigator|Meenakshi Hegde, M.D.|Associate Professor||Baylor College of Medicine|
30844212|NCT04977024|Sponsor|||||
30844438|NCT03721068|Sponsor|||||
30844445|NCT03672318|Sponsor|||||
30844505|NCT03016377|Sponsor|||||
31194034|NCT03321123|Sponsor|||||
30844768|NCT03050190|Principal Investigator|Lung-Ji Chang|President||Shenzhen Geno-Immune Medical Institute|
31115529|NCT03893019|Sponsor|||||
31115651|NCT03338972|Principal Investigator|Damian Green|Associate Professor||Fred Hutchinson Cancer Center|
31115751|NCT03884751|Sponsor|||||
31116120|NCT03563326|Sponsor-Investigator|Jian-Kun Hu|Vice director of Gastrointestinal Surgery department, West China Hospital; Director of Institute of Gastric Cancer, State Key Laboratory of Biotherapy, West China Hospital||West China Hospital|
31194757|NCT02981628|Sponsor|||||
31194817|NCT05334823|Sponsor|||||
30845112|NCT04121273|Principal Investigator|Beicheng Sun|Director of Hepatobiliary Surgery||The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School|
31195557|NCT03302403|Sponsor-Investigator|Kang YU|Head of Department of Hematology||First Affiliated Hospital of Wenzhou Medical University|
31196581|NCT04935580|Principal Investigator|Juan Du|Director of Hematology Department||Shanghai Changzheng Hospital|
31197773|NCT03252171|Sponsor|||||
31198307|NCT05354375|Sponsor|||||
31198686|NCT04855253|Sponsor|||||
31198711|NCT04715191|Principal Investigator|Andras Heczey|Assistant Professor||Baylor College of Medicine|
30845213|NCT04884984|Sponsor|||||
31198753|NCT04377932|Principal Investigator|Andras Heczey|Associate Professor||Baylor College of Medicine|
31198769|NCT04240808|Sponsor|||||
31198786|NCT04049383|Principal Investigator|Julie-An M. Talano|Professor||Medical College of Wisconsin|
31198960|NCT03564977|Sponsor|||||
31199185|NCT03545815|Principal Investigator|Han weidong|Director||Chinese PLA General Hospital|
30845237|NCT03825731|Sponsor|||||
31116995|NCT05103631|Principal Investigator|Tannaz Armaghnay|Assistant Professor||Baylor College of Medicine|
31116996|NCT05094206|Principal Investigator|Nirav Shah|Associate Professor||Medical College of Wisconsin|
31200066|NCT03060356|Sponsor|||||
31117069|NCT04633148|Sponsor|||||
31117093|NCT04464200|Sponsor|||||
31117095|NCT04442022|Sponsor|||||
31200349|NCT03559439|Principal Investigator|Liu Ligen|Principal Investigator||Shanghai Tong Ren Hospital|
31200493|NCT04934774|Sponsor|||||
31117120|NCT04196491|Sponsor|||||
31117172|NCT03448393|Sponsor|||||
31201240|NCT04888442|Sponsor|||||
30845412|NCT04863066|Sponsor|||||
31202644|NCT04412174|Sponsor|||||
31203419|NCT02706405|Principal Investigator|Alexandre Hirayama|Research Associate||Fred Hutchinson Cancer Center|
31203512|NCT03179007|Sponsor|||||
31203523|NCT02761915|Sponsor|||||
30846372|NCT04822974|Sponsor|||||
30846617|NCT04780529|Sponsor|||||
30846900|NCT04796688|Principal Investigator|MEI HENG|Proferssor, Cheif Doctor||Wuhan Union Hospital, China|
30847092|NCT02247609|Principal Investigator|Jun Zhu|Director||Peking University|
30847255|NCT05613348|Sponsor|||||
30847691|NCT01897415|Sponsor|||||
31204693|NCT05626322|Sponsor|||||
31204743|NCT05396885|Sponsor|||||
31205056|NCT02107963|Sponsor|||||
31206386|NCT02203825|Sponsor|||||
30848192|NCT05123001|Sponsor|||||
30848287|NCT05577000|Sponsor-Investigator|Thomas Martin, MD|Principal Investigator||University of California, San Francisco|
30848412|NCT04767308|Principal Investigator|Jianfeng Zhou|Principal Investigator||Huazhong University of Science and Technology|
