id|nct_id|mesh_term|downcase_mesh_term|mesh_type
208551895|NCT01218867|Urogenital Diseases|urogenital diseases|mesh-ancestor
208551896|NCT01218867|Kidney Diseases|kidney diseases|mesh-ancestor
208551897|NCT01218867|Urologic Diseases|urologic diseases|mesh-ancestor
208551898|NCT01218867|Male Urogenital Diseases|male urogenital diseases|mesh-ancestor
208553372|NCT04317885|Lymphoma, B-Cell|lymphoma, b-cell|mesh-list
208553377|NCT04317885|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208553378|NCT04317885|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208553379|NCT04317885|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208553380|NCT04317885|Immune System Diseases|immune system diseases|mesh-ancestor
209438548|NCT03711864|Multiple Myeloma|multiple myeloma|mesh-list
209438549|NCT03711864|Neoplasms, Plasma Cell|neoplasms, plasma cell|mesh-list
209438550|NCT03711864|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209438551|NCT03711864|Neoplasms|neoplasms|mesh-ancestor
209438552|NCT03711864|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
209438553|NCT03711864|Vascular Diseases|vascular diseases|mesh-ancestor
209438554|NCT03711864|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
209438555|NCT03711864|Paraproteinemias|paraproteinemias|mesh-ancestor
209438556|NCT03711864|Blood Protein Disorders|blood protein disorders|mesh-ancestor
209438557|NCT03711864|Hematologic Diseases|hematologic diseases|mesh-ancestor
209438558|NCT03711864|Hemorrhagic Disorders|hemorrhagic disorders|mesh-ancestor
209438559|NCT03711864|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209438560|NCT03711864|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209438561|NCT03711864|Immune System Diseases|immune system diseases|mesh-ancestor
209445459|NCT05470777|Leukemia|leukemia|mesh-list
209445460|NCT05470777|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209445461|NCT05470777|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209445462|NCT05470777|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209445463|NCT05470777|Neoplasms|neoplasms|mesh-ancestor
209445464|NCT05470777|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209445465|NCT05470777|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209445466|NCT05470777|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209445467|NCT05470777|Immune System Diseases|immune system diseases|mesh-ancestor
209447183|NCT04257175|Leukemia|leukemia|mesh-list
209447184|NCT04257175|Leukemia, Myeloid|leukemia, myeloid|mesh-list
209447185|NCT04257175|Leukemia, Myeloid, Acute|leukemia, myeloid, acute|mesh-list
209447186|NCT04257175|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209447187|NCT04257175|Neoplasms|neoplasms|mesh-ancestor
209447756|NCT03931421|Multiple Myeloma|multiple myeloma|mesh-list
209447757|NCT03931421|Neoplasms, Plasma Cell|neoplasms, plasma cell|mesh-list
209447758|NCT03931421|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209447759|NCT03931421|Neoplasms|neoplasms|mesh-ancestor
209447760|NCT03931421|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
209447761|NCT03931421|Vascular Diseases|vascular diseases|mesh-ancestor
209447762|NCT03931421|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
209447763|NCT03931421|Paraproteinemias|paraproteinemias|mesh-ancestor
209447764|NCT03931421|Blood Protein Disorders|blood protein disorders|mesh-ancestor
209447765|NCT03931421|Hematologic Diseases|hematologic diseases|mesh-ancestor
209447766|NCT03931421|Hemorrhagic Disorders|hemorrhagic disorders|mesh-ancestor
209447767|NCT03931421|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209447768|NCT03931421|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209447769|NCT03931421|Immune System Diseases|immune system diseases|mesh-ancestor
209447968|NCT04823091|Leukemia|leukemia|mesh-list
209447969|NCT04823091|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209447970|NCT04823091|Leukemia, Lymphocytic, Chronic, B-Cell|leukemia, lymphocytic, chronic, b-cell|mesh-list
209447971|NCT04823091|Lymphoma, T-Cell|lymphoma, t-cell|mesh-list
209447972|NCT04823091|Leukemia, T-Cell|leukemia, t-cell|mesh-list
209447973|NCT04823091|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209447974|NCT04823091|Neoplasms|neoplasms|mesh-ancestor
209447975|NCT04823091|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-ancestor
209447976|NCT04823091|Lymphoma|lymphoma|mesh-ancestor
209447977|NCT04823091|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209447978|NCT04823091|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209447979|NCT04823091|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209447980|NCT04823091|Immune System Diseases|immune system diseases|mesh-ancestor
209447981|NCT04823091|Leukemia, B-Cell|leukemia, b-cell|mesh-ancestor
209447982|NCT04823091|Chronic Disease|chronic disease|mesh-ancestor
209447983|NCT04823091|Disease Attributes|disease attributes|mesh-ancestor
209447984|NCT04823091|Pathologic Processes|pathologic processes|mesh-ancestor
209450551|NCT03814447|Ovarian Neoplasms|ovarian neoplasms|mesh-list
209450552|NCT03814447|Carcinoma, Ovarian Epithelial|carcinoma, ovarian epithelial|mesh-list
209450553|NCT03814447|Endocrine Gland Neoplasms|endocrine gland neoplasms|mesh-ancestor
209450554|NCT03814447|Neoplasms by Site|neoplasms by site|mesh-ancestor
209450555|NCT03814447|Neoplasms|neoplasms|mesh-ancestor
209450556|NCT03814447|Ovarian Diseases|ovarian diseases|mesh-ancestor
209450557|NCT03814447|Adnexal Diseases|adnexal diseases|mesh-ancestor
209450558|NCT03814447|Genital Diseases, Female|genital diseases, female|mesh-ancestor
209450559|NCT03814447|Female Urogenital Diseases|female urogenital diseases|mesh-ancestor
209450560|NCT03814447|Female Urogenital Diseases and Pregnancy Complications|female urogenital diseases and pregnancy complications|mesh-ancestor
209450561|NCT03814447|Urogenital Diseases|urogenital diseases|mesh-ancestor
209450562|NCT03814447|Genital Neoplasms, Female|genital neoplasms, female|mesh-ancestor
209450563|NCT03814447|Urogenital Neoplasms|urogenital neoplasms|mesh-ancestor
209450564|NCT03814447|Genital Diseases|genital diseases|mesh-ancestor
209450565|NCT03814447|Endocrine System Diseases|endocrine system diseases|mesh-ancestor
209450566|NCT03814447|Gonadal Disorders|gonadal disorders|mesh-ancestor
209450567|NCT03814447|Carcinoma|carcinoma|mesh-ancestor
209450568|NCT03814447|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
209450569|NCT03814447|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209450694|NCT05164042|Leukemia|leukemia|mesh-list
209450695|NCT05164042|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209450696|NCT05164042|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209450697|NCT05164042|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209450698|NCT05164042|Neoplasms|neoplasms|mesh-ancestor
209450699|NCT05164042|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209450701|NCT05164042|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209450702|NCT05164042|Immune System Diseases|immune system diseases|mesh-ancestor
209451679|NCT03815383|Multiple Myeloma|multiple myeloma|mesh-list
209451680|NCT03815383|Neoplasms, Plasma Cell|neoplasms, plasma cell|mesh-list
209451681|NCT03815383|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209451682|NCT03815383|Neoplasms|neoplasms|mesh-ancestor
209451683|NCT03815383|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
209451684|NCT03815383|Vascular Diseases|vascular diseases|mesh-ancestor
209451685|NCT03815383|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
209451686|NCT03815383|Paraproteinemias|paraproteinemias|mesh-ancestor
209451687|NCT03815383|Blood Protein Disorders|blood protein disorders|mesh-ancestor
209451688|NCT03815383|Hematologic Diseases|hematologic diseases|mesh-ancestor
209451689|NCT03815383|Hemorrhagic Disorders|hemorrhagic disorders|mesh-ancestor
209451690|NCT03815383|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209451691|NCT03815383|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209451692|NCT03815383|Immune System Diseases|immune system diseases|mesh-ancestor
209456211|NCT05176275|Lymphoma|lymphoma|mesh-list
209456212|NCT05176275|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209456213|NCT05176275|Neoplasms|neoplasms|mesh-ancestor
209456214|NCT05176275|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209456215|NCT05176275|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209456216|NCT05176275|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209456217|NCT05176275|Immune System Diseases|immune system diseases|mesh-ancestor
209456922|NCT03790891|Lymphoma|lymphoma|mesh-list
209456923|NCT03790891|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-list
209456924|NCT03790891|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209456925|NCT03790891|Neoplasms|neoplasms|mesh-ancestor
209456926|NCT03790891|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209456927|NCT03790891|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209456928|NCT03790891|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209456929|NCT03790891|Immune System Diseases|immune system diseases|mesh-ancestor
209458378|NCT05234190|Liver Diseases|liver diseases|mesh-list
209458379|NCT05234190|Liver Failure|liver failure|mesh-list
209458380|NCT05234190|Digestive System Diseases|digestive system diseases|mesh-ancestor
209458381|NCT05234190|Hepatic Insufficiency|hepatic insufficiency|mesh-ancestor
209460160|NCT03706326|Esophageal Neoplasms|esophageal neoplasms|mesh-list
209460161|NCT03706326|Gastrointestinal Neoplasms|gastrointestinal neoplasms|mesh-ancestor
209460162|NCT03706326|Digestive System Neoplasms|digestive system neoplasms|mesh-ancestor
209460163|NCT03706326|Neoplasms by Site|neoplasms by site|mesh-ancestor
209460164|NCT03706326|Neoplasms|neoplasms|mesh-ancestor
209460165|NCT03706326|Head and Neck Neoplasms|head and neck neoplasms|mesh-ancestor
209460166|NCT03706326|Digestive System Diseases|digestive system diseases|mesh-ancestor
209460167|NCT03706326|Esophageal Diseases|esophageal diseases|mesh-ancestor
209460168|NCT03706326|Gastrointestinal Diseases|gastrointestinal diseases|mesh-ancestor
209461618|NCT03064269|Leukemia|leukemia|mesh-list
209461619|NCT03064269|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
209461620|NCT03064269|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
209461621|NCT03064269|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
209461622|NCT03064269|Neoplasms|neoplasms|mesh-ancestor
209461623|NCT03064269|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
209461624|NCT03064269|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
209461625|NCT03064269|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
209461626|NCT03064269|Immune System Diseases|immune system diseases|mesh-ancestor
208563950|NCT04264039|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
208563951|NCT04264039|Hematologic Neoplasms|hematologic neoplasms|mesh-list
208563952|NCT04264039|Neoplasms|neoplasms|mesh-ancestor
208563953|NCT04264039|Leukemia, Lymphoid|leukemia, lymphoid|mesh-ancestor
208563954|NCT04264039|Leukemia|leukemia|mesh-ancestor
208563955|NCT04264039|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208563956|NCT04264039|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208563957|NCT04264039|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208563958|NCT04264039|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208563959|NCT04264039|Immune System Diseases|immune system diseases|mesh-ancestor
208563960|NCT04264039|Neoplasms by Site|neoplasms by site|mesh-ancestor
208563961|NCT04264039|Hematologic Diseases|hematologic diseases|mesh-ancestor
208566326|NCT04844866|Lymphoma|lymphoma|mesh-list
208566327|NCT04844866|Lymphoma, B-Cell|lymphoma, b-cell|mesh-list
208566328|NCT04844866|Lymphoma, Large B-Cell, Diffuse|lymphoma, large b-cell, diffuse|mesh-list
208566329|NCT04844866|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208566330|NCT04844866|Neoplasms|neoplasms|mesh-ancestor
208566331|NCT04844866|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208566332|NCT04844866|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208566333|NCT04844866|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208566334|NCT04844866|Immune System Diseases|immune system diseases|mesh-ancestor
208566335|NCT04844866|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-ancestor
208566357|NCT04815356|Leukemia|leukemia|mesh-list
208566358|NCT04815356|Leukemia, Hairy Cell|leukemia, hairy cell|mesh-list
208566359|NCT04815356|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208566360|NCT04815356|Neoplasms|neoplasms|mesh-ancestor
208566361|NCT04815356|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208566362|NCT04815356|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208566363|NCT04815356|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208566364|NCT04815356|Immune System Diseases|immune system diseases|mesh-ancestor
208566674|NCT04483778|Neoplasms|neoplasms|mesh-list
208566675|NCT04483778|Sarcoma|sarcoma|mesh-list
208566676|NCT04483778|Neuroblastoma|neuroblastoma|mesh-list
208566677|NCT04483778|Osteosarcoma|osteosarcoma|mesh-list
208566678|NCT04483778|Rhabdomyosarcoma|rhabdomyosarcoma|mesh-list
208566679|NCT04483778|Sarcoma, Ewing|sarcoma, ewing|mesh-list
208566680|NCT04483778|Wilms Tumor|wilms tumor|mesh-list
208566681|NCT04483778|Retinoblastoma|retinoblastoma|mesh-list
208566682|NCT04483778|Rhabdoid Tumor|rhabdoid tumor|mesh-list
208566683|NCT04483778|Sarcoma, Synovial|sarcoma, synovial|mesh-list
208566684|NCT04483778|Hepatoblastoma|hepatoblastoma|mesh-list
208566685|NCT04483778|Nerve Sheath Neoplasms|nerve sheath neoplasms|mesh-list
208566686|NCT04483778|Neurofibrosarcoma|neurofibrosarcoma|mesh-list
208566687|NCT04483778|Desmoplastic Small Round Cell Tumor|desmoplastic small round cell tumor|mesh-list
208566688|NCT04483778|Sarcoma, Clear Cell|sarcoma, clear cell|mesh-list
208566689|NCT04483778|Neuroectodermal Tumors|neuroectodermal tumors|mesh-ancestor
208566690|NCT04483778|Neoplasms, Germ Cell and Embryonal|neoplasms, germ cell and embryonal|mesh-ancestor
208566691|NCT04483778|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208566692|NCT04483778|Neoplasms, Nerve Tissue|neoplasms, nerve tissue|mesh-ancestor
208566693|NCT04483778|Neoplasms, Connective and Soft Tissue|neoplasms, connective and soft tissue|mesh-ancestor
208566694|NCT04483778|Neuroectodermal Tumors, Primitive, Peripheral|neuroectodermal tumors, primitive, peripheral|mesh-ancestor
208566695|NCT04483778|Neuroectodermal Tumors, Primitive|neuroectodermal tumors, primitive|mesh-ancestor
208566696|NCT04483778|Neoplasms, Neuroepithelial|neoplasms, neuroepithelial|mesh-ancestor
208566697|NCT04483778|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
208566698|NCT04483778|Neoplasms, Bone Tissue|neoplasms, bone tissue|mesh-ancestor
208566699|NCT04483778|Neoplasms, Connective Tissue|neoplasms, connective tissue|mesh-ancestor
208566701|NCT04483778|Neoplasms, Muscle Tissue|neoplasms, muscle tissue|mesh-ancestor
208566702|NCT04483778|Neoplasms, Complex and Mixed|neoplasms, complex and mixed|mesh-ancestor
208566703|NCT04483778|Kidney Neoplasms|kidney neoplasms|mesh-ancestor
208566704|NCT04483778|Urologic Neoplasms|urologic neoplasms|mesh-ancestor
208566705|NCT04483778|Urogenital Neoplasms|urogenital neoplasms|mesh-ancestor
208566706|NCT04483778|Neoplasms by Site|neoplasms by site|mesh-ancestor
208566707|NCT04483778|Neoplastic Syndromes, Hereditary|neoplastic syndromes, hereditary|mesh-ancestor
208566708|NCT04483778|Female Urogenital Diseases|female urogenital diseases|mesh-ancestor
208566709|NCT04483778|Female Urogenital Diseases and Pregnancy Complications|female urogenital diseases and pregnancy complications|mesh-ancestor
208566710|NCT04483778|Urogenital Diseases|urogenital diseases|mesh-ancestor
208566711|NCT04483778|Kidney Diseases|kidney diseases|mesh-ancestor
208566712|NCT04483778|Urologic Diseases|urologic diseases|mesh-ancestor
208566713|NCT04483778|Male Urogenital Diseases|male urogenital diseases|mesh-ancestor
208566714|NCT04483778|Genetic Diseases, Inborn|genetic diseases, inborn|mesh-ancestor
208566715|NCT04483778|Retinal Neoplasms|retinal neoplasms|mesh-ancestor
208566716|NCT04483778|Eye Neoplasms|eye neoplasms|mesh-ancestor
208566717|NCT04483778|Eye Diseases, Hereditary|eye diseases, hereditary|mesh-ancestor
208566718|NCT04483778|Eye Diseases|eye diseases|mesh-ancestor
208566719|NCT04483778|Retinal Diseases|retinal diseases|mesh-ancestor
208566720|NCT04483778|Peripheral Nervous System Neoplasms|peripheral nervous system neoplasms|mesh-ancestor
208566721|NCT04483778|Nervous System Neoplasms|nervous system neoplasms|mesh-ancestor
208566722|NCT04483778|Nervous System Diseases|nervous system diseases|mesh-ancestor
208566723|NCT04483778|Peripheral Nervous System Diseases|peripheral nervous system diseases|mesh-ancestor
208566724|NCT04483778|Neuromuscular Diseases|neuromuscular diseases|mesh-ancestor
208566725|NCT04483778|Fibrosarcoma|fibrosarcoma|mesh-ancestor
208566726|NCT04483778|Neoplasms, Fibrous Tissue|neoplasms, fibrous tissue|mesh-ancestor
208566727|NCT04483778|Neurofibroma|neurofibroma|mesh-ancestor
208900613|NCT05096234|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208900614|NCT05096234|Neoplasms|neoplasms|mesh-ancestor
208900615|NCT05096234|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208900616|NCT05096234|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208900617|NCT05096234|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208900618|NCT05096234|Immune System Diseases|immune system diseases|mesh-ancestor
208903917|NCT04153799|Lung Neoplasms|lung neoplasms|mesh-list
208903918|NCT04153799|Carcinoma, Non-Small-Cell Lung|carcinoma, non-small-cell lung|mesh-list
208903919|NCT04153799|Respiratory Tract Neoplasms|respiratory tract neoplasms|mesh-ancestor
208903920|NCT04153799|Thoracic Neoplasms|thoracic neoplasms|mesh-ancestor
208903921|NCT04153799|Neoplasms by Site|neoplasms by site|mesh-ancestor
208903922|NCT04153799|Neoplasms|neoplasms|mesh-ancestor
208903923|NCT04153799|Lung Diseases|lung diseases|mesh-ancestor
208903924|NCT04153799|Respiratory Tract Diseases|respiratory tract diseases|mesh-ancestor
208903925|NCT04153799|Carcinoma, Bronchogenic|carcinoma, bronchogenic|mesh-ancestor
208903926|NCT04153799|Bronchial Neoplasms|bronchial neoplasms|mesh-ancestor
208906670|NCT05574114|Lymphoma|lymphoma|mesh-list
208906671|NCT05574114|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin|mesh-list
208906672|NCT05574114|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208906673|NCT05574114|Neoplasms|neoplasms|mesh-ancestor
208906674|NCT05574114|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208906675|NCT05574114|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208906676|NCT05574114|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208906677|NCT05574114|Immune System Diseases|immune system diseases|mesh-ancestor
208906723|NCT05535855|Leukemia|leukemia|mesh-list
208906724|NCT05535855|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
208906725|NCT05535855|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
208906726|NCT05535855|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208906727|NCT05535855|Neoplasms|neoplasms|mesh-ancestor
208906728|NCT05535855|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208906729|NCT05535855|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208906730|NCT05535855|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208906731|NCT05535855|Immune System Diseases|immune system diseases|mesh-ancestor
208907374|NCT05010564|Leukemia|leukemia|mesh-list
208907375|NCT05010564|Leukemia, B-Cell|leukemia, b-cell|mesh-list
208907376|NCT05010564|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208907377|NCT05010564|Neoplasms|neoplasms|mesh-ancestor
208907378|NCT05010564|Leukemia, Lymphoid|leukemia, lymphoid|mesh-ancestor
208907379|NCT05010564|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208907380|NCT05010564|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208907381|NCT05010564|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208907382|NCT05010564|Immune System Diseases|immune system diseases|mesh-ancestor
208907800|NCT04555551|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
208907801|NCT04555551|Vascular Diseases|vascular diseases|mesh-ancestor
208907802|NCT04555551|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
208907804|NCT04555551|Blood Protein Disorders|blood protein disorders|mesh-ancestor
208907805|NCT04555551|Hematologic Diseases|hematologic diseases|mesh-ancestor
208907806|NCT04555551|Hemorrhagic Disorders|hemorrhagic disorders|mesh-ancestor
208907807|NCT04555551|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208907808|NCT04555551|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208907809|NCT04555551|Immune System Diseases|immune system diseases|mesh-ancestor
208913093|NCT05298995|Neoplasms|neoplasms|mesh-list
208913094|NCT05298995|Glioma|glioma|mesh-list
208913095|NCT05298995|Brain Neoplasms|brain neoplasms|mesh-list
208913096|NCT05298995|Medulloblastoma|medulloblastoma|mesh-list
208913097|NCT05298995|Central Nervous System Neoplasms|central nervous system neoplasms|mesh-list
208913098|NCT05298995|Diffuse Intrinsic Pontine Glioma|diffuse intrinsic pontine glioma|mesh-list
208913099|NCT05298995|Neoplasms, Neuroepithelial|neoplasms, neuroepithelial|mesh-ancestor
208913100|NCT05298995|Neuroectodermal Tumors|neuroectodermal tumors|mesh-ancestor
208913101|NCT05298995|Neoplasms, Germ Cell and Embryonal|neoplasms, germ cell and embryonal|mesh-ancestor
208913102|NCT05298995|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208913103|NCT05298995|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
208913104|NCT05298995|Neoplasms, Nerve Tissue|neoplasms, nerve tissue|mesh-ancestor
208913105|NCT05298995|Nervous System Neoplasms|nervous system neoplasms|mesh-ancestor
208913106|NCT05298995|Neoplasms by Site|neoplasms by site|mesh-ancestor
208913107|NCT05298995|Brain Diseases|brain diseases|mesh-ancestor
208913108|NCT05298995|Central Nervous System Diseases|central nervous system diseases|mesh-ancestor
208913109|NCT05298995|Nervous System Diseases|nervous system diseases|mesh-ancestor
208913110|NCT05298995|Neuroectodermal Tumors, Primitive|neuroectodermal tumors, primitive|mesh-ancestor
208913111|NCT05298995|Brain Stem Neoplasms|brain stem neoplasms|mesh-ancestor
208913112|NCT05298995|Infratentorial Neoplasms|infratentorial neoplasms|mesh-ancestor
208929372|NCT04094766|Precursor Cell Lymphoblastic Leukemia-Lymphoma|precursor cell lymphoblastic leukemia-lymphoma|mesh-list
208929373|NCT04094766|Leukemia, Lymphoid|leukemia, lymphoid|mesh-list
208929374|NCT04094766|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208929375|NCT04094766|Neoplasms|neoplasms|mesh-ancestor
208929376|NCT04094766|Lymphoproliferative Disorders|lymphoproliferative disorders|mesh-ancestor
208929377|NCT04094766|Lymphatic Diseases|lymphatic diseases|mesh-ancestor
208929378|NCT04094766|Immunoproliferative Disorders|immunoproliferative disorders|mesh-ancestor
208929379|NCT04094766|Immune System Diseases|immune system diseases|mesh-ancestor
208935805|NCT05325801|Multiple Myeloma|multiple myeloma|mesh-list
208935806|NCT05325801|Neoplasms, Plasma Cell|neoplasms, plasma cell|mesh-list
208935807|NCT05325801|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208935808|NCT05325801|Neoplasms|neoplasms|mesh-ancestor
208935809|NCT05325801|Hemostatic Disorders|hemostatic disorders|mesh-ancestor
208935810|NCT05325801|Vascular Diseases|vascular diseases|mesh-ancestor
208935811|NCT05325801|Cardiovascular Diseases|cardiovascular diseases|mesh-ancestor
208935812|NCT05325801|Paraproteinemias|paraproteinemias|mesh-ancestor
208935818|NCT05325801|Immune System Diseases|immune system diseases|mesh-ancestor
207417960|NCT03084380|Neoplasms|neoplasms|mesh-ancestor
208937154|NCT02587689|Breast Neoplasms|breast neoplasms|mesh-list
208937155|NCT02587689|Pancreatic Neoplasms|pancreatic neoplasms|mesh-list
208937156|NCT02587689|Neoplasms, Glandular and Epithelial|neoplasms, glandular and epithelial|mesh-ancestor
208937157|NCT02587689|Neoplasms by Histologic Type|neoplasms by histologic type|mesh-ancestor
208937158|NCT02587689|Neoplasms|neoplasms|mesh-ancestor
208937159|NCT02587689|Neoplasms by Site|neoplasms by site|mesh-ancestor
208937160|NCT02587689|Digestive System Neoplasms|digestive system neoplasms|mesh-ancestor
208937161|NCT02587689|Digestive System Diseases|digestive system diseases|mesh-ancestor
208937162|NCT02587689|Breast Diseases|breast diseases|mesh-ancestor
208937163|NCT02587689|Skin Diseases|skin diseases|mesh-ancestor
208937164|NCT02587689|Endocrine Gland Neoplasms|endocrine gland neoplasms|mesh-ancestor
208937165|NCT02587689|Pancreatic Diseases|pancreatic diseases|mesh-ancestor
208939708|NCT02580747|Endometrial Neoplasms|endometrial neoplasms|mesh-list
208939709|NCT02580747|Triple Negative Breast Neoplasms|triple negative breast neoplasms|mesh-list
208939710|NCT02580747|Mesothelioma|mesothelioma|mesh-list
208939711|NCT02580747|Mesothelioma, Malignant|mesothelioma, malignant|mesh-list
208939714|NCT02580747|Neoplasms by Site|neoplasms by site|mesh-ancestor
208939715|NCT02580747|Endocrine Gland Neoplasms|endocrine gland neoplasms|mesh-ancestor
208939716|NCT02580747|Endocrine System Diseases|endocrine system diseases|mesh-ancestor
208939717|NCT02580747|Uterine Neoplasms|uterine neoplasms|mesh-ancestor
208939718|NCT02580747|Genital Neoplasms, Female|genital neoplasms, female|mesh-ancestor
208939719|NCT02580747|Urogenital Neoplasms|urogenital neoplasms|mesh-ancestor
