id|nct_id|description
32987391|NCT02713984|Chimeric antigen receptor T cells (CAR-T) therapy has not yet been fully explored in solid tumors. Human epidermal growth factor receptor-2(HER2) is widely expressed in cancers. Investigators have developed anti-HER2 CAR-modified T cells and validated the efficiency targeting HER2-positive cancer in preclinical studies. This study is aimed to confirm its adverse effects including cytokine storm response and any other adverse effects. In addition, CAR-T cells persistence, tumor elimination and disease status after treatment will be evaluated.
33089635|NCT03685786|The clinical study of CART19 Cells treatment for MRD of B Cell Malignancies and then auto-HSCT
32987833|NCT05333302|The purpose of this study is to estimate the safety and the efficacy of CAR- T cells immunotherapy for children/young adults with relapsed or refractory acute lymphoblastic leukemia/lymphoma.
32807602|NCT01897415|This is a Phase I safety and feasibility study. Subjects will be enrolled serially. For subject safety, the preceding subject must have completed one cycle of therapy (28 days) before the next subject can be treated. Subjects will be treated with i.v. administration of 1 to 3e8 per meter squared RNA CAR T cells three times weekly (M-W-F) for three weeks.
32899375|NCT04693676|This is a single-arm, open label, dose escalation, phase I study of C-CAR039 in adults with relapsed/refractory B-cell Non-Hodgkin's Lymphoma.
32988907|NCT02685670|This is a single-arm open-label phase I/II study to determine the relative superiority of αCD19-TCRζ-CD28 and αCD19-TCRζ-CD137 CAR-T Cells in safety, efficacy and engraftment potential in patients with CD19+ B-lineage leukemia and lymphoma. Recently, cancer immunotherapy, treatments aiming to arm patients with immunity specifically against cancer cells, has emerged as a promising therapeutic strategy. Clinical trials utilizing CARs against B cell malignancies have demonstrated remarkable potential. In this trial, all subjects will be competitively infused with αCD19-TCRz-CD28 and αCD19-TCRz-CD137 CAR-T cells in equal number to test a hypothesis that CD137-costimulation can promote the persistence and engraftment of CAR-T cells and this superiority can lead to improved progression-free survival.
32899478|NCT03117751|"The overarching objective of this study is to use novel precision medicine strategies based on inherited and acquired leukemia-specific genomic features and targeted treatment approaches to improve the cure rate and quality of life of children with acute lymphoblastic leukemia (ALL) and acute lymphoblastic lymphoma (LLy).~Primary Therapeutic Objectives:~To improve the event-free survival of provisional standard- or high-risk patients with genetically or immunologically targetable lesions or minimal residual disease (MRD) ≥ 5% at Day 15 or Day 22 or ≥1% at the end of Remission Induction, by the addition of molecular and immunotherapeutic approaches including tyrosine kinase inhibitors or chimeric antigen receptor (CAR) T cell / blinatumomab for refractory B-acute lymphoblastic leukemia (B-ALL) or B-lymphoblastic lymphoma (B-LLy), and the proteasome inhibitor bortezomib for those lacking targetable lesions.~To improve overall treatment outcome of T acute lymphoblastic leukemia (T-ALL) and T-lymphoblastic lymphoma (T-LLy) by optimizing pegaspargase and cyclophosphamide treatment and by the addition of new agents in patients with targetable genomic abnormalities (e.g., activated tyrosine kinases or JAK/STAT mutations) or by the addition of bortezomib for those who have a poor early response to treatment but no targetable lesions, and by administering nelarabine to T-ALL and T-LLy patients with leukemia/lymphoma cells in cerebrospinal fluid at diagnosis or MRD ≥0.01% at the end of induction.~To determine in a randomized study design whether the incidence and/or severity of acute vincristine-induced peripheral neuropathy can be reduced by decreasing the dosage of vincristine in patients with the high-risk CEP72 TT genotype or by shortening the duration of vincristine therapy in standard/high-risk patients with the CEP72 CC or CT genotype.~Secondary Therapeutic Objectives:~To estimate the event-free survival and overall survival of children with ALL and to assess the non-inferiority of TOTXVII compared to the historical control given by TOTXVI.~To estimate the event-free survival and overall survival of children with LLy when ALL diagnostic and treatment approaches are used.~To evaluate the efficacy of blinatumomab in B-ALL patients with end of induction MRD ≥0.01% to <1% and those (regardless of MRD level or TOTXVII risk category) with the genetic subtypes of BCR-ABL1, ABL-class fusion, JAK-STAT activating mutation, hypodiploid, iAMP21, ETV6-RUNX1-like, MEF2D, TCF3-HLF, or BCL2/MYC or with Down syndrome, by comparing event-free survival to historical control from TOTXVI.~To determine the tolerability of combination therapy with ruxolitinib and Early Intensification therapy in patients with activation of JAK-STAT signaling that can be inhibited by ruxolitinib and Day 15 or Day 22 MRD ≥5%, Day 42 MRD ≥1%, or LLy patients without complete response at the End of Induction and all patients with early T cell precursor leukemia.~Biological Objectives:~To use data from clinical genomic sequencing of diagnosis, germline/remission and MRD samples to guide therapy, including incorporation of targeted agents and institution of genetic counseling and cancer surveillance.~To evaluate and implement deoxyribonucleic acid (DNA) and ribonucleic acid (RNA) sequencing-based methods to monitor levels of MRD in bone marrow, blood, and cerebrospinal fluid.~To assess clonal diversity and evolution of pre-leukemic and leukemic populations using DNA variant detection and single-cell genomic analyses in a non-clinical, research setting.~To identify germline or somatic genomic variants associated with drug resistance of ALL cells to conventional and newer targeted anti-leukemic agents in a non-clinical, research setting.~To compare drug sensitivity of ALL cells from diagnosis to relapse in vitro and in vivo and determine if acquired resistance to specific agents is related to specific somatic genome variants that are not detected or found in only a minor clone at initial diagnosis.~Supportive Care Objectives~To conduct serial neurocognitive monitoring of patients to investigate the neurocognitive trajectory, mechanisms, and risk factors.~To evaluate the impact of low-magnitude high frequency mechanical stimulation on bone mineral density and markers of bone turnover.~There are several Exploratory Objectives."
32899506|NCT01840566|The purpose of this study is to test the safety of delivering the patients' own immune cells, called T cells, after the high-dose chemotherapy (HDT) and autologous stem cell transplantation (ASCT).
32989500|NCT04169932|This is a single arm, open-label study to evaluate the safety, tolerance and efficacy of CD20 CAR-T Cells in patients with relapsed and refractory B cell non-Hodgkin Lymphoma. Subjects receive a single intravenous infusion of CD20-CART cells per treatment course.
33090417|NCT05318963|A phase I, open-label clinical study to evaluate the safety, tolerability, and efficacy of LCAR-AIO, a triple-targeted cell preparation targeting CD19/CD20/CD22, in patients with relapsed/refractory B-cell lymphoma.
32989727|NCT02652910|The goal of this clinical trial is to study how approaches for manufacturing chimeric antigen receptor (CAR)-modified T (CAR-T) cells affect their in vivo persistence and therapeutic efficacy against B lymphoma. Recently, cancer immunotherapy, treatments aiming to arm patients with immunity specifically against cancer cells, has emerged as a promising therapeutic strategy. Among the many emerging immunotherapeutic approaches, clinical trials utilizing CARs against B cell malignancies have demonstrated remarkable potential. CARs combine the variable region of an antibody with T-cell signaling moieties to confer T-cell activation with the targeting specificity of an antibody. Thus, CARs are not MHC-restricted so they are not vulnerable to MHC down regulation by tumors. However, defined by the activation and contraction program of their mother cells, the persistency and function of CAR-T cells are also restricted by the protocol of manufacturing. Previous clinical studies largely utilized interleukin-2 (IL-2) for the ex vivo expansion of CAR-T cells, which preferentially generate CAR-T cells with characteristics of terminally differentiated effector cells. Our preliminary data indicated that two common gamma chain cytokines, IL-7 and IL-15, can help to selectively expand CAR-T cells with various memory phenotypes. CAR-T Cells prepared under this condition resulted in improved therapeutic efficacy in preclinical animal models. This clinical investigation is to test a hypothesis whether IL-7/IL-15-programmed anti-CD19 CAR-T cells persist longer in lymphoma patients after infusion and whether the persistency of CAR-T cells can lead to improved anti-lymphoma efficacy.
32817877|NCT05241392|This is an open, single-arm, dose-escalation and multiple-dose study to evaluate the safety, tolerability and preliminary effectiveness of B7-H3-targeting Chimeric Antigen Receptor-T (CAR-T) cell therapy on patients with recurrent glioblastomas. The study also plan to explore the Maximum Tolerated Dose (MTD) and determine the Recommended Phase II Dose (RP2D) of the CAR-T cell therapy.
32808101|NCT05123001|"The purpose of this study is to monitor physiological and molecular changes during and following CAR-T cancer cell therapy, towards improved management of adverse events including Cytokine Release Syndrome and neurotoxicity.~Our study aims are to improved early detection and precise management of adverse events for patients receiving Chimeric antigen receptor T- cell (CAR-T):~To assess the feasibility, including accuracy, usability, and usefulness of wearable sensors in CAR-T patients.~To generate comprehensive multiomic profile analysis following CAR-T therapy.~To perform integrated analysis of wearables sensor data, omics data, and symptom/clinical data."
33178895|NCT04888442|This is a phase I clinical study to evaluate the safety and tolerability of pCAR-19B in adults with relapsed or refractory B-ALL, and to obtain the maximum tolerated dose of pCAR-19B and phase II Recommended dose.
32808196|NCT05577000|This is an open-label study to determine the safety of anti-B-cell maturation antigen (BCMA) Chimeric antigen receptor T-cell (CAR T) therapy in participants with Relapsed or Refractory Multiple Myeloma (RRMM).
32990188|NCT04163302|This is a single center, non-randomized, open-label, phase 2 study to evaluate the efficacy and safety of CD19-PD1-CART cells therapy for patients with relapsed/refractory B Cell Lymphoma.
32808320|NCT04767308|Current treatments for relapsed/refractory hematopoietic malignancies such as B-cell lymphomas (BCLs) and peripheral T-cell lymphomas (PTCLs) are far from satisfactory. CD5 is widely expressed in multiple subtypes of BCLs and PTCLs but rarely found in normal tissues except certain types of lymphocytes. Chimeric antigen receptor (CAR) T cells against CD5 offer another potential therapeutic option for patients with relapsed/refractory CD5 positive hematopoietic malignancies. In the current study, the safety and efficacy of a novel CAR T cell therapy, termed CT125A cells, are evaluated in patients with relapsed/refractory CD5+ hematopoietic malignancies. The endogenous CD5 in CT125A cells is knocked out via CRISPR/Cas9 genome editing technology to prevent fratricide during CAR T cells manufacturing.
32990252|NCT04289220|Our previous study demonstrated that anti-CD19 chimeric antigen receptor in piggyBac transposon-engineered T cells have strong tumor-killing activity in vitro and therapeutic effects in cell line-derived xenograft models, and no obvious side effects such as neurotoxicity and cytokine storm occurred. Therefore, we want to evaluate the safety and clinical effect of anti-CD19 CAR-T cells in clinical trials.
32991055|NCT03624036|"The primary objective of this study is to evaluate the safety and tolerability of brexucabtagene autoleucel (KTE-X19) in adults with relapsed/refractory chronic lymphocytic leukemia (r/r CLL) and small lymphocytic lymphoma (r/r SLL) who have received at least 2 prior lines of treatment, one of which must include a Bruton's tyrosine kinase (BTK) inhibitor.~After the end of KTE-C19-108, participants who received an infusion of brexucabtagene autoleucel will complete the remainder of the 15-year follow-up assessments in a separate Long-term Follow-up study, KT-US-982-5968."
32991069|NCT05210907|Chimeric antigen receptor T cells (CAR-T cells) have been developed to treat relapsed and refractory hematological malignancies with promising outcome in patients with very poor prognosis. The purpose of this clinical study is to produce the CD19[cluster of differentiation antigen 19] CAR-T (SNUH-CD19-CAR-T) at the investigational site and to evaluate safety and efficacy of SNUH-CD19-CAR-T in children and adolescent with relapsed/refractory B-cell acute lymphoblastic leukemia.
32991812|NCT03275493|This is a single center,randomized ,two-cohorts, open-label ,phase 1/2 study to evaluate the efficacy and safety of T cells expressing humanized CD19 chimeric antigen receptors treatment for relapsed/refractory CD19+ acute lymphoblastic leukemia patients.
33091798|NCT03642496|This study is to determine the safety, including potential dose limiting toxicities, and efficiency of ET019002-T cells and the duration of in vivo survival of ET019002-T cells in patients with relapsed/refractory B-Cell Malignancies.
33092559|NCT03574168|"This is a single center, single arm, open-lable phase 1 study to determine the safety and efficacy of autologous or donor-derived allogeneic T cells expressing CD19 chimeric antigen receptors (referred to as CD19-CAR-T cells) in patients with relapsed or refractory acute B-cell lymphoblastic leukemia (R/R B-ALL)."
32994304|NCT02876978|The purpose of this study is to observe and confirm the safety, tolerance and cell pharmacokinetics of lentivirus-transduced CAR-GPC3 T cells (CAR-GPC3 T cells targeting GPC3)
32994331|NCT04303520|The goal of this clinical trial is to study the feasibility and efficacy of anti-CD19/CD22 bispecific chimeric antigen receptors (CARs) T cell therapy for CD19-positive Acute Lymphoblastic Leukemia.
33180297|NCT04412174|The study is an early, open, single-centered trial. The aim of this study is to evaluate the safety and tolerance of GC022F CAR-T cell immunotherapy in relapsed or refractory B-NHL. The investigators plan to include 18 subjects to receive GC022F therapy.
32995926|NCT02873390|"To evaluate the safety and effectiveness of cell therapy using herinCAR-PD1 cells to treat advanced cancer.~Individuals greater than or equal to 18 years of age and less than or equal to 70 years of age who have been diagnosed with relapsed or refractory cancer that has not responded to or has relapsed after standard treatment."
33092907|NCT03907527|This is a Phase I/Ib dose escalation, dose expansion, study to evaluate the safety and identify the recommended dose of modified immune cells PRGN-3005 (autologous chimeric antigen receptor (CAR) T cells developed by Precigen, Inc.) in treating patients with ovarian, fallopian tube, or primary peritoneal cancer that has spread to other places in the body, that has come back and is resistant to platinum chemotherapy. Autologous CAR T cells are modified immune cells that have been engineered in the laboratory to specifically target a protein found on tumor cells and kill them.
32996626|NCT02729493|This single-arm,multicenter Phase 2 trial will treat the patients who have relapsed or refractory liver cancer with an infusion of the patient's own T cells that have been genetically modified to express a chimeric antigen receptor(CAR)that will bind to tumour cells that express the EPCAM protein on the cell surface.The study will determine if these modified T cells help the body's immune system eliminate tumour cells.The trial will also study the safety of treatment with CAR-T,how long CAR-T cells stay in the patient's body and the impact of this treatment on survival.
32996787|NCT02725125|This single-arm, multicenter Phase 2 trial will treat the patients who have relapsed or refractory stomach cancer with an infusion of the patient's own T cells that have been genetically modified to express a chimeric antigen receptor(CAR) that will bind to tumor cells that express the EPCAM protein on the cell surface.The study will determine if these modified T cells help the body's immune system eliminate tumor cells.The trial will also study the safety of treatment with CAR-T, how long CAR-T cells stay in the patient's body and the impact of this treatment on survival.
32997097|NCT02710149|The main purpose of this study is to explore the therapeutic effect of CD20-targeted chimeric antigen receptor T(CAR-T) cells in the treatment of B cell malignancies.
32997287|NCT03500991|"This is a Phase 1 study of central nervous system (CNS) locoregional adoptive therapy with autologous CD4 and CD8 T cells lentivirally transduced to express a HER2-specific chimeric antigen receptor (CAR) and EGFRt, delivered by an indwelling catheter in the tumor resection cavity or ventricular system in children and young adults with recurrent or refractory HER2-positive CNS tumors. A child or young adult with a refractory or recurrent CNS tumor will have their tumor tested for HER2 expression by immunohistochemistry (IHC) at their home institution or at Seattle Children's Hospital. If the tumor is HER2 positive and the patient meets all other eligibility criteria, including having a CNS catheter placed into the tumor resection cavity or into their ventricular system, and meets none of the exclusion criteria, then they can be apheresed, meaning T cells will be collected. The T cells will then be bioengineered into a second-generation CAR T cell that targets HER2-expressing tumor cells. The patient's newly engineered T cells will then be administered via the indwelling CNS catheter for two courses. In the first course they will receive a weekly dose of CAR T cells for three weeks, followed by a week off, an examination period, and then another course of weekly doses for three weeks. Following the two courses, patient's will undergo a series of studies including MRI to evaluate the effect of the CAR T cells and may have the opportunity to continue receiving additional courses of CAR T cells if the patient has not had adverse effects and if more of their T cells are available.~The hypothesis is that an adequate amount of HER2-specific CAR T cells can be manufactured to complete two courses of treatment with three doses given on a weekly schedule followed by one week off in each course. The other hypothesis is that HER-specific CAR T cells safely can be administered through an indwelling CNS catheter to allow the T cells to directly interact with the tumor cells for each patient enrolled on the study safely can be delivered directly into the brain via indwelling catheter. Secondary aims of the study will include to evaluate CAR T cell distribution with the cerebrospinal fluid (CSF), the extent to which CAR T cells egress or traffic into the peripheral circulation or blood stream, and, if tissues samples from multiple time points are available, also evaluate the degree of HER2 expression at diagnosis versus at recurrence."
33181070|NCT02706405|This phase Ib trial studies whether anti-CD19-chimeric antigen receptor (CAR) lentiviral vector-transduced autologous T cells (JCAR014) and durvalumab are safe in combination and can work together in treating patients with non-Hodgkin lymphoma that has returned after a period of improvement (relapsed) or has not responded to previous treatment (refractory). JCAR014 is made of each patient's immune cells (T cells) that have a new gene added to them in a laboratory, which programs them to kill lymphoma cells. Durvalumab is a type of drug called a monoclonal antibody, targeted to PD-L1 that may help immune cells attack cancer cells more effectively and thus help JCAR014 work better.
33181162|NCT03179007|This is a single-arm, open-label, one center clinical study, to determine the safety and efficacy of infusion of autologous T cells engineered to express immune checkpoint antibodies (CTLA-4 and PD-1) and chimeric antigen receptor targeting MUC1 in adult patients with MUC1 positive, advanced recurrent or refractory malignant solid tumors.
33181173|NCT02761915|The purpose of this first in human study is to determine the safety and feasibility of 1RG-CART therapy in patients with relapsed or refractory neuroblastoma. 1RG-CART therapy is a novel immunotherapy under investigation in which patients have their T-cells (a type of white blood cell) collected and modified in the laboratory, before they are given back to the patient. The T-cells are modified to express a chimeric antigen receptor (CAR) which targets disialoganglioside (GD2), a marker expressed on the surface of neuroblastoma cells.
32997648|NCT04107142|This clinical trial is an open-label, single-centre, dose escalation, phase I study designed to investigate the safety and tolerability of Haploidentical / Allogeneic NKG2DL-targeting Chimeric Antigen Receptor-grafted Gamma Delta (γδ) T Cells (CTM-N2D) in Subjects with Relapsed or Refractory Solid Tumour. The study objectives of this phase I study are to determine the safety, activity and the safe dose of haploidentical or allogeneic NKG2DL-targeting chimeric antigen receptor-grafted γδ T cells given four times weekly in patients with relapsed or refractory solid tumors of different types.
32997968|NCT02917083|"The subject has a type of lymph gland cancer called Lymphoma.~The body has different ways of fighting infection and disease. No single way seems perfect for fighting cancer. This research study combines two different ways of fighting disease: antibodies and T cells. T cells, also called T lymphocytes, are special infection-fighting blood cells that can kill other cells, including tumor cells or cells that are infected with germs. Both antibodies and T cells have been used to treat patients with cancers; they both have shown promise, but have not been strong enough to cure most patients. Investigators hope that both will work better together.~Investigators have found from previous research that they can put a new gene into T cells that will make them recognize cancer cells and kill them. They now want to test whether these genetically modified T cells given after chemotherapy will be more effective at killing cancer cells.~The gene that will be put into the T cells makes an antibody called anti-CD30. This antibody sticks to lymphoma cells because of a substance on the outside of the cells called CD30. Anti-CD30 antibodies have been used to treat people with lymphoma, but have not been strong enough to cure most patients.~For this study, the anti-CD30 antibody has been changed so that instead of floating free in the blood it is now joined to the T cells. When an antibody is joined to a T cell in this way it is called a chimeric receptor. These CD30 chimeric receptor-activated T cells (CD30.CAR T cells) seem to kill some of the tumor, but they don't last very long and so their chances of fighting the cancer are unknown.~Several studies suggest that the infused T cells need room to be able to multiply and grow to accomplish their functions, and that this may not happen if there are too many other T cells in circulation. Because of that, doctors may use chemotherapy drugs to decrease the level of circulating T cells prior to the CD30.CAR T cells infusion. This is called lymphodepletion~CD30.CAR T cells have previously been studied in lymphoma patients."
32998134|NCT04303247|Although the anti-CD19 CAR-T cell therapies have gained significant results in patients with relapsed and refractory B-cell hematologic malignancies. There are patients who resisted anti-CD19 CAR-T cells or with CD19 negative relapse. To make further improvement, combining CD19 and CD22 as dual-targets for CAR-T cells, which adapt the FasT CAR-T cells manufacture technology to shorten the manufacture time and maintain the stemness of CAR-T cells. We launch such a clinical trial using CD19 and CD22 targeted CAR-T cells for patients with relapsed and refractory B-cell NHL to evaluate the efficacy and safety of CD19 and CD22 targeted CAR-T cell therapy.
33182341|NCT05626322|"The purpose of this study is to learn about the effects of three study medicines [maplirpacept (PF-07901801), tafasitamab, and lenalidomide] when given together for the treatment of diffuse large B-cell lymphoma (DLBCL) that:~is relapsed (has returned after last treatment) or~is refractory (has not responded to last treatment)~DLBCL is a type of non-Hodgkin lymphoma (NHL). NHL is a cancer of the lymphatic system. It develops when the body makes abnormal lymphocytes. These lymphocytes are a type of white blood cell that normally help to fight infections.~This study is seeking participants who are unable or unwilling to undergo an autologous stem cell transplantation (when doctors put healthy blood cells back into your body) or CAR-T immune cell therapy.~Everyone in this study will receive three medicines: maplirpacept (PF-07901801), tafasitamab and lenalidomide. Participants will receive maplirpacept (PF-07901801) and tafasitamab at the study clinic by intravenous (IV) infusion (given directly into a vein) and lenalidomide will be taken by mouth at home. Study interventions will be administered in 28-day cycles. Maplirpacept (PF-07901801) will be given weekly for the first three cycles and then every two weeks. Tafasitamab will administered on Days 1, 4, 8, 15 and 22 in cycle 1, weekly in cycles 2 and 3 and then every 2 weeks in cycle 4 and beyond. Lenalidomide will be taken every day for Days 1 to 21 of each 28-day cycle for the first 12 cycles.~Participants can continue to take maplirpacept (PF-07901801) and tafasitamab until their lymphoma is no longer responding. Lenalidomide is discontinued after 12 cycles.~Maplirpacept (PF-07901801) will be given at different doses to different participants. Everyone taking part will receive approved doses of tafasitamab and lenalidomide. We will compare the experiences of people receiving different doses of PF-07901801. This will help us to determine what dose is safe and effective when combined with the other 2 study medicines."
33182391|NCT05396885|A Phase II study of CART-ddBCMA for patients with relapsed or refractory multiple myeloma. CART-ddBCMA is a BCMA-directed CAR-T cell therapy
32809735|NCT05287165|This is a open-label, single center to determine the efficacy and safety of IM96 CAR-T cells in Patients With Advanced Digestive System Neoplasms
33093093|NCT03893019|This is a phase l multi-centric, single arm, prospective, open, dose-escalation study in patients with unresectable stage III oder IV melanoma. The trial will include 15 adult patients. The trial is a classic 3+3 design with 1 Log dose increments and maximum 3 dose levels of the intravenously administered MB-CART20.1.
32998694|NCT04295018|This is a single-center, non-randomized study to evaluate the safety and efficacy of C-CAR088 in relapsed or refractory multiple myeloma patients.
32998695|NCT04295096|"Title: Collection of Peripheral Blood Mononuclear Cells (PBMCs) From Healthy Subjects for the Development of Cellular Immunotherapy Product~Background:~CAR-T therapies are being developed that utilize modified immune cells to fight tumors. 'Off-the-shelf' allogeneic CAR-T technology has better efficacy and more promising clinical applications. Investigators want to use the cells of healthy subjects to perform the studies. To accomplish this, they are collecting PBMCs through apheresis.~Objectives:~To collect PBMCs from healthy subjects for product development for cell Immunotherapies."
32998771|NCT02575261|The purpose of this study is to evaluate the safety and effectiveness of CAR-T cell immunotherapy in treating with EphA2 positive malignant glioma patients.
32999181|NCT03483103|This is a Phase 2, open-label, multicenter study to determine the efficacy and safety of lisocabtagene maraleucel (JCAR017) in adult subjects who have relapsed from, or are refractory to, a single line of immunochemotherapy for aggressive B-cell non-Hodgkin lymphoma (NHL) and are ineligible for hematopoietic stem cell transplant (based on age, performance status, and/or comorbidities). Subjects will receive treatment with lisocabtagene maraleucel and will be followed for 2 years for safety, pharmacokinetics and biomarkers, disease status, quality of life, and survival.
33093217|NCT03338972|This phase I trial studies the side effects and best dose of BCMA CAR-T cells in treating patients with BCMA positive multiple myeloma that has come back or does not respond to treatment. T cells are a type of white blood cell and a major component of the immune system. T-cells that have been genetically modified in the laboratory express BCMA and may kill cancer cells with the protein BCMA on their surface. Giving chemotherapy before BCMA CAR-T cells may reduce the amount of disease and to cause a low lymphocyte (white blood cell) count in the blood, which may help the infused BCMA CAR-T cells survive and expand.
32999354|NCT04093648|"This study is for patients that have a type of cancer that arises from the liver, either called hepatocellular carcinoma or hepatoblastoma. The cancer has come back, has not gone away after standard treatment or the patient cannot receive standard treatment. This research study will use special immune system cells called TEGAR T cells, a new experimental treatment.~The body has different ways of fighting infection and disease. No single way seems perfect for fighting cancers. This research study combines two different ways of fighting cancer: antibodies and T cells. Antibodies are types of proteins that protect the body from infectious diseases and possibly cancer. T cells, also called T lymphocytes, are special infection-fighting blood cells that can kill other cells, including cells infected with viruses and tumor cells. Both antibodies and T cells have been used to treat patients with cancers. They have shown promise but have not been strong enough to cure most patients. The investigator found from preclinical research that they can put a new gene into T cells that will help them recognize cancer cells and kill them. In our preclinical studies, several genes were made called a chimeric antigen receptor (CAR), from an antibody called GC33 that recognizes glypican-3, a protein found on almost all hepatocellular carcinoma cells and hepatoblastoma cells (GPC3-CAR). In the laboratory the investigators have been doing research into GPC3-CAR cells. They have selected the GPC3-CAR with the strongest ability to recognize hepatocellular carcinoma or hepatoblastoma cells for this study. This is a safety study where the investigator will be testing the ability of GPC3-CAR cells to identify and kill tumor cells in patients. The investigators also tested the effects of adding the molecule interleukin-15 (IL-15) alone or with another molecule called interleukin-21. The investigators found that IL-15 alone or together with IL-21 can help GPC3-CAR T cells last longer which helps them to kill more tumor cells. In this study the investigator will be testing the ability of GPC3-CAR cells to identify and kill tumor cells in patients. This is a study looking at safety and the investigators will therefore be starting with GPC3-CAR T cells alone in a set of patients. The first set of patients will receive GPC3-CAR T cells that also express IL-15. In the second group, the investigators will evaluate GPC3-CAR T cells that express both IL-15 and IL-21. If the investigators are able to safely give GPC3- CAR T cells, they will increase the dose of the combination cells in other patients. The product or dose level of cells that the participant will receive is based on when they are enrolled on the study.~The GPC3-CAR T cells are an investigational product not approved by the Food and Drug Administration.~The purpose of this study is to find the biggest dose of GPC3-CAR T cells that is safe, to see how long they last in the body, to learn what the side effects are and to see if the GPC3-CAR T cells will help people with GPC3-positive hepatocellular carcinoma or hepatoblastoma."
33093318|NCT03884751|A Phase I Clinical Study of Chimeric Antigen Receptor T Cells Targeting Glypican-3 (CAR-GPC3 T Cells) in Patients with Advanced Hepatocellular Carcinoma
33000621|NCT05451212|Muscle-specific tyrosine kinase (MuSK) myasthenia gravis (MG) is a rare but potentially severe disease, in which patients develop pathogenic autoantibodies that specifically target the MuSK protein in the neuromuscular junction. This phase 1 study is being conducted to evaluate the safety of various dosing regimens of an investigational cell therapy, MuSK-CAART, that can be given to patients with anti-MuSK antibody positive Myasthenia Gravis (MuSK MG), who have active disease. Various dosing regimens of MuSK-CAART alone, in combination with cyclophosphamide (CY), and in combination with CY and fludarabine (FLU) will be evaluated. Treatment with MuSK-CAART may potentially lead to complete and durable remission of disease.
32810306|NCT04318327|This is a first-in-human study to evaluate the feasibility, safety and preliminary antitumor efficacy of autologous T cells genetically engineered with a novel B-cell Maturation Antigen (BCMA)-specific chimeric antigen receptor (CAR) and manufactured with a new process. CAR-T cells will be investigated as a single agent in multiple myeloma
32810380|NCT03241940|This phase I trial studies the best dose and side effects of CD19/CD22 chimeric antigen receptor (CAR) T cells when given together with chemotherapy, and to see how well they work in treating children or young adults with CD19 positive B acute lymphoblastic leukemia that has come back or does not respond to treatment. A CAR is a genetically-engineered receptor made so that immune cells (T cells) can attack cancer cells by recognizing and responding to the CD19/CD22 proteins. These proteins are commonly found on B acute lymphoblastic leukemia. Drugs used in chemotherapy, such as fludarabine phosphate and cyclophosphamide, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. Giving CD19/CD22-CAR T cells and chemotherapy may work better in treating children or young adults with B acute lymphoblastic leukemia.
32810381|NCT03233854|This phase I trial studies the side effects of CD19/CD22 chimeric antigen receptor (CAR) T cells when given together with chemotherapy and NKTR-255, and to see how well they work in treating patients with CD19 positive B acute lymphoblastic leukemia that has come back or does not respond to treatment. A CAR is a genetically-engineered receptor made so that immune cells (T cells) can attack cancer cells by recognizing and responding to the CD19/CD22 proteins. These proteins are commonly found on diffuse large B-cell lymphoma and B acute lymphoblastic leukemia. Drugs used in chemotherapy, such as cyclophosphamide and fludarabine phosphate, work in different ways to stop the growth of cancer cells, either by killing the cells, by stopping them from dividing, or by stopping them from spreading. NKTR-255 is an investigational IL-15 receptor agonist designed to boost the immune system's natural ability to fight cancer. Giving CD19/CD22-CAR T cells and chemotherapy in combination with NKTR-255 may work better in treating patients with diffuse large B-cell lymphoma or B acute lymphoblastic leukemia.
32810443|NCT00085930|Patients have high-risk neuroblastoma, a form of cancer typically found in children. The patients previously participated in a gene transfer research study using special immune cells. This research study combines two different ways of fighting disease, antibodies and T cells. Antibodies are types of proteins that protect the body from bacterial and other infections. T cells, also called cytotoxic T lymphocytes or CTLs, are special infection-fighting blood cells that can kill some tumor cells. Both antibodies and T cells have been used to treat patients with cancers and while they have shown promise, they have not been strong enough to cure most patients. The antibody used in this study is called 14g2a. This antibody sticks to neuroblastoma cells because of a substance on the outside of these cells called GD2. 14g2a and other antibodies that bind to GD2 have been used to treat people with neuroblastoma. For this study 14g2a has been changed so that instead of floating free in the blood, it is now joined to T cells. When an antibody is joined to a T cell in this way it is called a chimeric receptor. T lymphocytes or CTLs can kill tumor cells but there normally are not enough of them to kill all tumor cells. Some researchers have taken T cells from a person's blood, grown more of them in the laboratory and then given them back to the patient. Sometimes an antibody or chimeric receptor is attached to these T cells to help them bind to tumor cells. These chimeric receptor-T cells seem to kill some of the tumor, but they don't last very long in the body and so the tumor eventually comes back. We have found that T cells that are also trained to recognize the virus that causes infectious mononucleosis, Epstein Barr Virus (EBV), can stay in the blood stream for many years. By joining the 14g2a antibody to the CTLs that recognize EBV, we believe we will make a cell that can last a long time in the body (because they are EBV-specific) and recognize and kill neuroblastoma cells (because an antibody that can recognize these cells has been placed on their surface). Patients received treatment with the immune cells described above. They may want to receive an additional dose of these cells. This is being offered as an option because their neuroblastoma has returned and they have enough cells remaining to provide the patients with an additional dose. These 14g2a antibody CTLs are an investigational product not approved by the Food and Drug Administration.
