id|nct_id|agency_class|lead_or_collaborator|name
52239750|NCT03232619|INDUSTRY|lead|Bioray Laboratories
52003023|NCT04557436|OTHER|lead|Great Ormond Street Hospital for Children NHS Foundation Trust
52003024|NCT04557436|OTHER|collaborator|University College, London
52239751|NCT03232619|OTHER|collaborator|Second Xiangya Hospital of Central South University
52003037|NCT04510051|OTHER|lead|City of Hope Medical Center
52003038|NCT04510051|NIH|collaborator|National Cancer Institute (NCI)
52239827|NCT04792593|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52239930|NCT05473221|OTHER|lead|Zhejiang University
52240212|NCT04745559|OTHER|lead|H. Lee Moffitt Cancer Center and Research Institute
52240270|NCT05554575|INDUSTRY|lead|Bioceltech Therapeutics, Ltd.
52240272|NCT01318317|OTHER|lead|City of Hope Medical Center
52240273|NCT01318317|NIH|collaborator|National Cancer Institute (NCI)
52240287|NCT04325841|OTHER|lead|Beijing Boren Hospital
52240489|NCT05538195|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52101376|NCT03207178|OTHER|lead|Shanghai Longyao Biotechnology Inc., Ltd.
52101377|NCT03207178|OTHER|collaborator|Xuzhou Medical University
52101378|NCT03207178|OTHER|collaborator|Shanghai Jiao Tong University School of Medicine
52004386|NCT03502577|OTHER|lead|Fred Hutchinson Cancer Center
52004387|NCT03502577|INDUSTRY|collaborator|Juno Therapeutics, Inc.
52004388|NCT03502577|OTHER|collaborator|The Leukemia and Lymphoma Society
52101967|NCT03118180|OTHER|lead|Zhejiang University
52101968|NCT03118180|OTHER|collaborator|Innovative Cellular Therapeutics Co., Ltd.
52241862|NCT05515185|OTHER|lead|The First People's Hospital of Lianyungang
52241911|NCT05514327|OTHER|lead|Peking Union Medical College Hospital
52005016|NCT04014881|OTHER|lead|Wuhan Union Hospital, China
52005017|NCT04014881|UNKNOWN|collaborator|Wuhan Bio-Raid Biotechnology Co., Ltd.
52242049|NCT03173417|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
52102407|NCT03185494|OTHER|lead|Chinese PLA General Hospital
52242628|NCT04280133|OTHER|lead|Massachusetts General Hospital
52103263|NCT05008575|OTHER|lead|Xinqiao Hospital of Chongqing
52103264|NCT05008575|INDUSTRY|collaborator|Sichuan Kelun-Biotech Biopharmaceutical Co., Ltd.
51834746|NCT02893189|OTHER|lead|University College, London
52103705|NCT03361748|INDUSTRY|lead|Celgene
52243390|NCT05422521|OTHER|lead|Centre Hospitalier Universitaire de Nice
52006644|NCT05350787|OTHER|lead|Zhejiang University
52007106|NCT04008251|INDUSTRY|lead|Wuhan Sian Medical Technology Co., Ltd
52007107|NCT04008251|OTHER|collaborator|Wuhan Union Hospital, China
52007108|NCT04008251|OTHER|collaborator|Jingzhou Central Hospital
52007109|NCT04008251|OTHER|collaborator|Xiangyang Central Hospital
52007110|NCT04008251|UNKNOWN|collaborator|People Hospital Of Yichang
52007177|NCT04011293|OTHER|lead|Shandong University
52007178|NCT04011293|INDUSTRY|collaborator|Juventas Cell Therapy Ltd.
52105547|NCT03114670|OTHER|lead|Affiliated Hospital to Academy of Military Medical Sciences
52105584|NCT04440436|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
52105585|NCT04440436|INDUSTRY|collaborator|Jiangsu Simcere Pharmaceutical Co., Ltd.
52108141|NCT03726515|OTHER|lead|University of Pennsylvania
52245128|NCT03191773|OTHER|lead|Second Affiliated Hospital of Guangzhou Medical University
52245129|NCT03191773|OTHER|collaborator|Shenzhen Institute for Innovation and Translational Medicine
52245130|NCT03191773|OTHER|collaborator|Guangzhou First People's Hospital
52245131|NCT03191773|OTHER|collaborator|First People's Hospital of Foshan
52245132|NCT03191773|OTHER_GOV|collaborator|Dongguan People's Hospital
52245133|NCT03191773|OTHER|collaborator|The First Affiliated Hospital of Guangdong Pharmaceutical University
52010102|NCT03980691|OTHER|lead|Guangzhou 8th People's Hospital
52010103|NCT03980691|OTHER|collaborator|Sun Yat-sen University
52109476|NCT04097301|INDUSTRY|lead|AGC Biologics S.p.A.
52109477|NCT04097301|OTHER|collaborator|Horizon 2020 - European Commission
52245420|NCT03182803|OTHER|lead|Shanghai Cell Therapy Research Institute
52110426|NCT04385173|OTHER|lead|Second Affiliated Hospital, School of Medicine, Zhejiang University
52110427|NCT04385173|UNKNOWN|collaborator|BoYuan RunSheng Pharma (Hangzhou) Co., Ltd.
52110698|NCT03706547|OTHER|lead|Peng Liu
52110699|NCT03706547|UNKNOWN|collaborator|Hrain Biotechnology
52110700|NCT03706547|OTHER|collaborator|Shanghai East Hospital
52245931|NCT05385263|OTHER_GOV|lead|Tel-Aviv Sourasky Medical Center
52246057|NCT05085431|OTHER|lead|Zhejiang University
52246058|NCT05085431|INDUSTRY|collaborator|Yake Biotechnology Ltd.
52111096|NCT05309213|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
52111155|NCT04640909|OTHER|lead|Gruppo Italiano Malattie EMatologiche dell'Adulto
52111348|NCT01192464|OTHER|lead|Baylor College of Medicine
52111349|NCT01192464|OTHER|collaborator|Center for Cell and Gene Therapy, Baylor College of Medicine
52111350|NCT01192464|OTHER|collaborator|The Methodist Hospital Research Institute
52112768|NCT03671460|INDUSTRY|lead|Tianjin Mycure Medical Technology Co., Ltd
52246689|NCT04846439|OTHER|lead|The First Affiliated Hospital of Soochow University
52246690|NCT04846439|OTHER|collaborator|The Second People's Hospital of Huai'an
52246691|NCT04846439|OTHER|collaborator|The First Affiliated Hospital with Nanjing Medical University
52246692|NCT04846439|OTHER|collaborator|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School
52246693|NCT04846439|INDUSTRY|collaborator|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd
52113216|NCT03464916|INDUSTRY|lead|Sorrento Therapeutics, Inc.
52246775|NCT02659943|NIH|lead|National Cancer Institute (NCI)
52113388|NCT03661554|INDUSTRY|lead|The Pregene (ShenZhen) Biotechnology Company, Ltd.
52113389|NCT03661554|OTHER_GOV|collaborator|Henan Cancer Hospital
52247034|NCT05017883|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
52247035|NCT05017883|OTHER_GOV|collaborator|Anhui Provincial Hospital
52113796|NCT03758417|INDUSTRY|lead|Nanjing Legend Biotech Co.
52113797|NCT03758417|INDUSTRY|collaborator|Janssen Research & Development, LLC
52113965|NCT03318861|INDUSTRY|lead|Kite, A Gilead Company
52114073|NCT05420493|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52114406|NCT03984968|OTHER|lead|The First Affiliated Hospital of Soochow University
52013727|NCT03980288|OTHER|lead|Zhejiang University
52013728|NCT03980288|INDUSTRY|collaborator|CARsgen Therapeutics Co., Ltd.
52115763|NCT04384393|INDUSTRY|lead|Fundamenta Therapeutics, Ltd.
52115764|NCT04384393|OTHER_GOV|collaborator|Anhui Provincial Hospital
52116040|NCT04176913|OTHER|lead|The First Affiliated Hospital with Nanjing Medical University
52116041|NCT04176913|UNKNOWN|collaborator|Nanjing Legend Biotechnology Co.,Ltd.; The First Affiliated Hospital of USTC west district; Beijing Boren Hospital
51715950|NCT05239143|INDUSTRY|lead|Poseida Therapeutics, Inc.
51716202|NCT04205409|OTHER|lead|University of Washington
51716203|NCT04205409|INDUSTRY|collaborator|Bristol-Myers Squibb
52117571|NCT01355965|OTHER|lead|University of Pennsylvania
52248362|NCT05131763|OTHER|lead|Fudan University
52248363|NCT05131763|OTHER|collaborator|KAEDI
52248407|NCT05097443|OTHER_GOV|lead|Shandong Provincial Hospital
52015719|NCT05371132|OTHER|lead|City of Hope Medical Center
52015720|NCT05371132|NIH|collaborator|National Cancer Institute (NCI)
52118623|NCT03952923|OTHER|lead|Hebei Yanda Ludaopei Hospital
52118624|NCT03952923|INDUSTRY|collaborator|China Immunotech (Beijing) Biotechnology Co., Ltd.
52118625|NCT03952923|UNKNOWN|collaborator|Avalon GloboCare Corp.
52119007|NCT05665725|OTHER|lead|Timothy Voorhees
52016397|NCT03931720|INDUSTRY|lead|Asclepius Technology Company Group (Suzhou) Co., Ltd.
52119168|NCT05648019|OTHER_GOV|lead|KK Women's and Children's Hospital
52119169|NCT05648019|OTHER|collaborator|Singapore General Hospital
52016787|NCT03919240|OTHER|lead|The First Affiliated Hospital of Soochow University
52016788|NCT03919240|INDUSTRY|collaborator|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd
52249225|NCT03090659|INDUSTRY|lead|Nanjing Legend Biotech Co.
52249226|NCT03090659|OTHER|collaborator|Second Affiliated Hospital of Xi'an Jiaotong University
52249227|NCT03090659|OTHER|collaborator|Ruijin Hospital
52249228|NCT03090659|OTHER|collaborator|Jiangsu Provincial People's Hospital
52249229|NCT03090659|OTHER|collaborator|Shanghai Changzheng Hospital
52119625|NCT04657861|OTHER|lead|Zhejiang University
52119626|NCT04657861|INDUSTRY|collaborator|Yake Biotechnology Ltd.
52119924|NCT03605238|OTHER|lead|Chinese PLA General Hospital
52249436|NCT05302037|INDUSTRY|lead|CytoMed Therapeutics Pte Ltd
52249437|NCT05302037|OTHER|collaborator|National University Hospital, Singapore
51716939|NCT05568680|INDUSTRY|lead|Verismo Therapeutics
51836573|NCT04516551|OTHER|lead|Xinqiao Hospital of Chongqing
51836574|NCT04516551|INDUSTRY|collaborator|Gracell Biotechnology Shanghai Co., Ltd.
52120802|NCT04083495|OTHER|lead|UNC Lineberger Comprehensive Cancer Center
51836575|NCT04516551|OTHER|collaborator|First Affiliated Hospital of Zhejiang University
51836576|NCT04516551|OTHER|collaborator|The Second Affiliated Hospital of Chongqing Medical University
51836577|NCT04516551|OTHER|collaborator|The Affiliated Hospital Of Guizhou Medical University
51836578|NCT04516551|OTHER|collaborator|The General Hospital of Western Theater Command
51836579|NCT04516551|OTHER|collaborator|Chongqing University Cancer Hospital
51836580|NCT04516551|OTHER|collaborator|The First Affiliated Hospital of Anhui Medical University
51836581|NCT04516551|OTHER|collaborator|Tang-Du Hospital
51836582|NCT04516551|OTHER|collaborator|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
52120874|NCT03873805|OTHER|lead|City of Hope Medical Center
52120875|NCT03873805|NIH|collaborator|National Cancer Institute (NCI)
52120907|NCT03648372|INDUSTRY|lead|Takeda
52121173|NCT02132624|OTHER|lead|Uppsala University
52121174|NCT02132624|OTHER|collaborator|Uppsala University Hospital
52121175|NCT02132624|OTHER|collaborator|Karolinska University Hospital
52121176|NCT02132624|INDUSTRY|collaborator|AFA Insurance
52121177|NCT02132624|OTHER|collaborator|Swedish Cancer Society
52121230|NCT05370547|OTHER|lead|Chinese PLA General Hospital
52121363|NCT02134262|OTHER|lead|Jichi Medical University
52121364|NCT02134262|INDUSTRY|collaborator|Takara Bio Inc.
51836637|NCT04324996|OTHER|lead|Chongqing Public Health Medical Center
51836638|NCT04324996|UNKNOWN|collaborator|Chongqing Sidemu Biotech
51836639|NCT04324996|UNKNOWN|collaborator|Zhejiang Qixin Biotech
52121702|NCT03579888|OTHER|lead|M.D. Anderson Cancer Center
52121703|NCT03579888|UNKNOWN|collaborator|Ziopharm Oncology
52122329|NCT05190185|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
52122330|NCT05190185|UNKNOWN|collaborator|Department of Immunology, The Fourth Hospital of Hebei Medical University
51717221|NCT03548207|INDUSTRY|lead|Janssen Research & Development, LLC
52018658|NCT03879382|INDUSTRY|lead|Hrain Biotechnology Co., Ltd.
52018659|NCT03879382|OTHER|collaborator|Shanghai Changzheng Hospital
52122863|NCT03181126|INDUSTRY|lead|AbbVie
52123066|NCT05391490|OTHER|lead|University College, London
52123169|NCT05085418|OTHER|lead|Zhejiang University
52123170|NCT05085418|INDUSTRY|collaborator|Yake Biotechnology Ltd.
52123218|NCT03068416|OTHER|lead|Uppsala University
52123219|NCT03068416|OTHER|collaborator|Uppsala University Hospital
52123220|NCT03068416|INDUSTRY|collaborator|AFA Insurance
51836905|NCT04513431|OTHER|lead|Ruijin Hospital
52123714|NCT04443829|OTHER|lead|University College, London
51836906|NCT04513431|OTHER|collaborator|HuaDao (Shanghai) Biomedical Co., Ltd.
52125008|NCT05020392|OTHER|lead|Wuhan Union Hospital, China
52125009|NCT05020392|UNKNOWN|collaborator|Wuhan Si'an Medical Technology Co., Ltd
52125036|NCT04881240|OTHER|lead|St. Jude Children's Research Hospital
52125125|NCT04512716|OTHER|lead|Memorial Sloan Kettering Cancer Center
52125126|NCT04512716|INDUSTRY|collaborator|Actinium Pharmaceuticals
52125194|NCT04146051|INDUSTRY|lead|Cartesian Therapeutics
52125239|NCT03938987|OTHER|lead|University of Alberta
52125240|NCT03938987|OTHER|collaborator|Alberta Cancer Foundation
52125241|NCT03938987|NETWORK|collaborator|Canadian Cancer Trials Group
51837189|NCT05639179|OTHER|lead|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
52020727|NCT03796390|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52020728|NCT03796390|OTHER|collaborator|Hebei Yanda Ludaopei Hospital
52127863|NCT03674463|OTHER|lead|Second Affiliated Hospital of Xi'an Jiaotong University
52127864|NCT03674463|INDUSTRY|collaborator|Nanjing Legend Biotech Co.
52020881|NCT05620732|OTHER|lead|Shenzhen University General Hospital
52251755|NCT05633615|NETWORK|lead|SWOG Cancer Research Network
52251756|NCT05633615|NIH|collaborator|National Cancer Institute (NCI)
52251757|NCT05633615|INDUSTRY|collaborator|Genentech, Inc.
52251769|NCT05587543|OTHER|lead|Fudan University
52021023|NCT05495464|OTHER|lead|M.D. Anderson Cancer Center
52021024|NCT05495464|INDUSTRY|collaborator|Kite, A Gilead Company
52021025|NCT05495464|OTHER|collaborator|Acerta Pharma, LLC
52128885|NCT03559764|INDUSTRY|lead|Allife Medical Science and Technology Co., Ltd.
52129322|NCT00881920|OTHER|lead|Baylor College of Medicine
52129323|NCT00881920|OTHER|collaborator|The Methodist Hospital Research Institute
52129324|NCT00881920|OTHER|collaborator|Center for Cell and Gene Therapy, Baylor College of Medicine
52130149|NCT05626400|INDUSTRY|lead|Hebei Senlang Biotechnology Inc., Ltd.
52021533|NCT03993743|OTHER|lead|Xijing Hospital
52130626|NCT05208853|OTHER|lead|Zhejiang University
52130627|NCT05208853|UNKNOWN|collaborator|Shanghai First Song Therapeutics Co., Ltd
52252196|NCT02442297|OTHER|lead|Baylor College of Medicine
52252197|NCT02442297|OTHER|collaborator|Center for Cell and Gene Therapy, Baylor College of Medicine
52252198|NCT02442297|OTHER|collaborator|The Methodist Hospital Research Institute
52131849|NCT05106946|INDUSTRY|lead|Fundamenta Therapeutics, Ltd.
52131850|NCT05106946|OTHER|collaborator|The Affiliated Hospital of Xuzhou Medical University
51837887|NCT02954445|OTHER|lead|Southwest Hospital, China
52134623|NCT03525782|OTHER|lead|The First Affiliated Hospital of Guangdong Pharmaceutical University
52134624|NCT03525782|INDUSTRY|collaborator|Guangzhou Anjie Biomedical Technology Co., Ltd.
52134625|NCT03525782|OTHER|collaborator|University of Technology, Sydney
52134937|NCT05429905|OTHER_GOV|lead|KK Women's and Children's Hospital
52134938|NCT05429905|OTHER|collaborator|Singapore General Hospital
52134939|NCT05429905|OTHER|collaborator|National University Hospital, Singapore
52134991|NCT04173988|OTHER|lead|Children's Hospital of Fudan University
51837996|NCT02274584|OTHER|lead|Peking University
51837997|NCT02274584|OTHER|collaborator|University of Florida
52253330|NCT05623488|OTHER|lead|University of Pennsylvania
52253453|NCT05457010|INDUSTRY|lead|Arcellx, Inc.
52253466|NCT05454241|OTHER|lead|Ying Wang
52253473|NCT05442580|OTHER|lead|University of Pennsylvania
52253481|NCT05432635|OTHER|lead|City of Hope Medical Center
52253482|NCT05432635|NIH|collaborator|National Cancer Institute (NCI)
52137002|NCT02932956|OTHER|lead|Baylor College of Medicine
52137003|NCT02932956|OTHER|collaborator|Center for Cell and Gene Therapy, Baylor College of Medicine
52137004|NCT02932956|OTHER|collaborator|Cancer Prevention Research Institute of Texas
52137005|NCT02932956|OTHER|collaborator|The V Foundation
52137006|NCT02932956|OTHER|collaborator|Cookies for Kids' Cancer
52137007|NCT02932956|OTHER|collaborator|Curing Kids' Cancer Foundation
52137072|NCT02290951|INDUSTRY|lead|Regeneron Pharmaceuticals
52137729|NCT05059912|OTHER|lead|The First Affiliated Hospital of Soochow University
52137730|NCT05059912|INDUSTRY|collaborator|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
52137731|NCT05059912|OTHER|collaborator|The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School
52137732|NCT05059912|OTHER|collaborator|Affiliated Hospital of Jiangnan University
52137733|NCT05059912|OTHER|collaborator|The Affiliated Zhongshan Hospital of Dalian University
52137734|NCT05059912|OTHER|collaborator|The First Affiliated Hospital of Dalian Medical University
51719745|NCT03585517|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
52253866|NCT04877613|OTHER|lead|University of Pennsylvania
52139024|NCT04976218|OTHER|lead|Chinese PLA General Hospital
52139182|NCT05038696|OTHER|lead|National University Hospital, Singapore
52254031|NCT04499339|OTHER|lead|Wuerzburg University Hospital
52254032|NCT04499339|OTHER|collaborator|European Union
52254039|NCT04484012|OTHER|lead|City of Hope Medical Center
52254040|NCT04484012|NIH|collaborator|National Cancer Institute (NCI)
51720035|NCT05028933|OTHER|lead|Zhejiang University
52140016|NCT05150522|OTHER|lead|Shenzhen University General Hospital
51720117|NCT03975907|INDUSTRY|lead|CARsgen Therapeutics Co., Ltd.
51720118|NCT03975907|OTHER|collaborator|Beijing Chao Yang Hospital
51720119|NCT03975907|OTHER|collaborator|The First Affiliated Hospital of Soochow University
51720120|NCT03975907|OTHER|collaborator|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine
51720121|NCT03975907|OTHER|collaborator|Tianjin Medical University General Hospital
51720122|NCT03975907|OTHER|collaborator|First Affiliated Hospital of Zhejiang University
51720123|NCT03975907|OTHER_GOV|collaborator|Beijing Hospital
51720124|NCT03975907|OTHER|collaborator|Shanghai Tongji Hospital, Tongji University School of Medicine
51720125|NCT03975907|OTHER|collaborator|First Affiliated Hospital of Wenzhou Medical University
51720126|NCT03975907|OTHER|collaborator|Xiangya Hospital of Central South University
51720127|NCT03975907|OTHER|collaborator|Peking University People's Hospital
52140504|NCT03638167|OTHER|lead|Seattle Children's Hospital
52140527|NCT03598179|OTHER|lead|The First Affiliated Hospital with Nanjing Medical University
51720128|NCT03975907|OTHER|collaborator|Qilu Hospital of Shandong University
51720129|NCT03975907|OTHER|collaborator|Sun Yat-sen University
51720130|NCT03975907|OTHER|collaborator|First Affiliated Hospital, Sun Yat-Sen University
52254501|NCT03585764|OTHER|lead|University of Pennsylvania
52254528|NCT03549442|OTHER|lead|University of Pennsylvania
52254529|NCT03549442|INDUSTRY|collaborator|Novartis
52025504|NCT05631912|OTHER|lead|Chinese PLA General Hospital
52254592|NCT03288493|INDUSTRY|lead|Poseida Therapeutics, Inc.
52254593|NCT03288493|OTHER|collaborator|California Institute for Regenerative Medicine (CIRM)
52141344|NCT03576807|OTHER|lead|Xin Wang
52254683|NCT03054298|OTHER|lead|University of Pennsylvania
52254684|NCT03054298|NIH|collaborator|National Institutes of Health (NIH)
52254685|NCT03054298|INDUSTRY|collaborator|Tmunity Therapeutics
52254700|NCT02935543|OTHER|lead|University of Pennsylvania
52025729|NCT05397184|OTHER|lead|Great Ormond Street Hospital for Children NHS Foundation Trust
52025730|NCT05397184|OTHER|collaborator|UCL Great Ormond Street Institute of Child Health
52025731|NCT05397184|OTHER_GOV|collaborator|Medical Research Council
52025853|NCT05169489|INDUSTRY|lead|2seventy bio
52254824|NCT02277522|OTHER|lead|University of Pennsylvania
52142132|NCT02194374|OTHER|lead|M.D. Anderson Cancer Center
52142133|NCT02194374|UNKNOWN|collaborator|CLL Global Research Foundation Alliance
52254847|NCT02030847|OTHER|lead|University of Pennsylvania
52254866|NCT01837602|OTHER|lead|University of Pennsylvania
52026184|NCT04539366|NIH|lead|National Cancer Institute (NCI)
52026229|NCT04404595|INDUSTRY|lead|CARsgen Therapeutics Co., Ltd.
52026317|NCT04231747|INDUSTRY|lead|Juno Therapeutics, a Subsidiary of Celgene
52143040|NCT03672253|OTHER|lead|Second Affiliated Hospital of Xi'an Jiaotong University
52143041|NCT03672253|INDUSTRY|collaborator|Nanjing Legend Biotech Co.
52143051|NCT02905188|OTHER|lead|Baylor College of Medicine
52143052|NCT02905188|OTHER|collaborator|Center for Cell and Gene Therapy, Baylor College of Medicine
52143053|NCT02905188|OTHER|collaborator|The Methodist Hospital Research Institute
52143054|NCT02905188|OTHER|collaborator|Cancer Prevention Research Institute of Texas
52143210|NCT04952272|OTHER|lead|Second Affiliated Hospital of Guangzhou Medical University
52143211|NCT04952272|OTHER|collaborator|Guangdong Zhaotai InVivo Biomedicine Co. Ltd.
52026672|NCT02414269|OTHER|lead|Memorial Sloan Kettering Cancer Center
52026673|NCT02414269|INDUSTRY|collaborator|Bellicum Pharmaceuticals
52026674|NCT02414269|FED|collaborator|United States Department of Defense
52026700|NCT02208362|OTHER|lead|City of Hope Medical Center
52026701|NCT02208362|NIH|collaborator|National Cancer Institute (NCI)
52026702|NCT02208362|FED|collaborator|Food and Drug Administration (FDA)
51839190|NCT05143151|OTHER|lead|Shenzhen University General Hospital
51839196|NCT05143112|OTHER|lead|Shenzhen University General Hospital
52026918|NCT03870945|INDUSTRY|lead|Miltenyi Biomedicine GmbH
52026919|NCT03870945|INDUSTRY|collaborator|ICON plc
51839426|NCT05149391|OTHER|lead|Peking University
51839427|NCT05149391|OTHER|collaborator|Peking University Cancer Hospital & Institute
52027303|NCT03720496|INDUSTRY|lead|Timmune Biotech Inc.
51839546|NCT04692948|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
51839547|NCT04692948|OTHER_GOV|collaborator|Anhui Provincial Hospital
51839935|NCT04691349|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
52028310|NCT05099237|OTHER_GOV|lead|Manchester University NHS Foundation Trust
52028311|NCT05099237|UNKNOWN|collaborator|Zenzium AI Ltd.
52028312|NCT05099237|UNKNOWN|collaborator|Aptus Clinical Ltd.
52028313|NCT05099237|OTHER|collaborator|The Christie NHS Foundation Trust
52028314|NCT05099237|OTHER|collaborator|University of Manchester
52028315|NCT05099237|UNKNOWN|collaborator|GM Cancer
52145060|NCT04969354|OTHER|lead|The Affiliated Hospital of Xuzhou Medical University
52145061|NCT04969354|OTHER|collaborator|Xuzhou Medical University
52145960|NCT04732845|OTHER|lead|Benjamin Tomlinson
52029378|NCT03943472|INDUSTRY|lead|Hrain Biotechnology Co., Ltd.
52029379|NCT03943472|OTHER|collaborator|Shanghai Changzheng Hospital
52146187|NCT03434769|OTHER|lead|Benjamin Tomlinson
52029804|NCT03937544|OTHER|lead|National University of Malaysia
52029805|NCT03937544|OTHER|collaborator|Gaia Science
52147780|NCT04430530|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52147781|NCT04430530|UNKNOWN|collaborator|ShiJiaZhuang Zhongxi Children Hospital
52147782|NCT04430530|OTHER_GOV|collaborator|Shenzhen Children's Hospital
52147783|NCT04430530|OTHER|collaborator|The Seventh Affiliated Hospital of Sun Yat-sen University
52148057|NCT04861480|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52256615|NCT05091541|INDUSTRY|lead|Nanjing IASO Biotherapeutics Co.,Ltd
52148211|NCT04429438|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52148212|NCT04429438|OTHER|collaborator|The Seventh Affiliated Hospital of Sun Yat-sen University
52148213|NCT04429438|OTHER_GOV|collaborator|Shenzhen Children's Hospital
52148561|NCT04850560|OTHER|lead|Second Affiliated Hospital, School of Medicine, Zhejiang University
52257000|NCT04981691|OTHER|lead|Ruijin Hospital
52257001|NCT04981691|INDUSTRY|collaborator|UTC Therapeutics Inc.
52149023|NCT01475058|OTHER|lead|Fred Hutchinson Cancer Center
52149024|NCT01475058|NIH|collaborator|National Cancer Institute (NCI)
52149375|NCT03463928|OTHER|lead|Chinese PLA General Hospital
52257302|NCT05106907|INDUSTRY|lead|Fundamenta Therapeutics, Ltd.
52257303|NCT05106907|OTHER|collaborator|The Affiliated Hospital of Xuzhou Medical University
52149601|NCT04697940|OTHER|lead|Han weidong
52150284|NCT04828174|OTHER|lead|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine
52151087|NCT02081937|OTHER|lead|Chinese PLA General Hospital
52032078|NCT03890198|OTHER|lead|First Affiliated Hospital Xi'an Jiaotong University
52032079|NCT03890198|INDUSTRY|collaborator|Nanjing Legend Biotech Co.
52032104|NCT03881774|OTHER_GOV|lead|Henan Cancer Hospital
52032105|NCT03881774|UNKNOWN|collaborator|Henan Hualong Biotechnology Company
52151605|NCT05472610|OTHER|lead|Shanghai Mengchao Cancer Hospital
52151606|NCT05472610|INDUSTRY|collaborator|Shanghai Cell Therapy Group Co.,Ltd
52258506|NCT04436029|INDUSTRY|lead|Cartesian Therapeutics
52152138|NCT05243212|OTHER_GOV|lead|Sheba Medical Center
52152174|NCT05128786|INDUSTRY|lead|Shanghai PerHum Therapeutics Co., Ltd.
52152175|NCT05128786|OTHER|collaborator|Shanghai Zhongshan Hospital
52258617|NCT05123209|INDUSTRY|lead|Beijing Immunochina Medical Science & Technology Co., Ltd.
52152281|NCT04782193|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152282|NCT04781634|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152283|NCT04776330|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152327|NCT04649983|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152328|NCT04648475|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152376|NCT04511871|INDUSTRY|lead|Shanghai PerHum Therapeutics Co., Ltd.
52152377|NCT04511871|OTHER|collaborator|Shanghai Zhongshan Hospital
52152404|NCT04348643|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152417|NCT04272151|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152418|NCT04272125|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152419|NCT04271800|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152420|NCT04271644|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152421|NCT04271410|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152422|NCT04265963|INDUSTRY|lead|Chongqing Precision Biotech Co., Ltd
52152803|NCT04788472|OTHER|lead|Zhejiang University
52152804|NCT04788472|INDUSTRY|collaborator|Yake Biotechnology Ltd.
52033302|NCT03448978|INDUSTRY|lead|Cartesian Therapeutics
52034106|NCT05170568|INDUSTRY|lead|PersonGen BioTherapeutics (Suzhou) Co., Ltd.
52034107|NCT05170568|OTHER|collaborator|The First Affiliated Hospital of Zhengzhou University
52034108|NCT05170568|OTHER|collaborator|Peking University People's Hospital
52034109|NCT05170568|UNKNOWN|collaborator|Union Hospital, affiliated with TongJi Medical College, HuaZhong University of Science and Technology
52034110|NCT05170568|UNKNOWN|collaborator|Hematology Hospital of Chinese Academy of Medical Sciences (Hematology Research Center of Chinese Academy of Medical Sciences)
52034111|NCT05170568|OTHER|collaborator|Zhejiang University
52155761|NCT02915445|OTHER|lead|Sichuan University
52156266|NCT04703686|OTHER|lead|The Lymphoma Academic Research Organisation
52260755|NCT04429451|OTHER|lead|Shenzhen Geno-Immune Medical Institute
52260756|NCT04429451|OTHER_GOV|collaborator|Shenzhen Children's Hospital
52260757|NCT04429451|OTHER|collaborator|The Seventh Affiliated Hospital of Sun Yat-sen University
