id|nct_id|ctgov_group_code|event_type|classification|subjects_affected|subjects_at_risk|created_at|updated_at
29932489|NCT02028455|EG004|serious|Total, serious adverse events|2|6|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932490|NCT02028455|EG004|other|Total, other adverse events|6|6|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932491|NCT02028455|EG004|deaths|Total, all-cause mortality|3|6|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932492|NCT02028455|EG005|serious|Total, serious adverse events|4|6|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932493|NCT02028455|EG005|other|Total, other adverse events|6|6|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932494|NCT02028455|EG005|deaths|Total, all-cause mortality|2|6|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932495|NCT02028455|EG006|serious|Total, serious adverse events|48|103|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932496|NCT02028455|EG006|other|Total, other adverse events|103|103|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29932497|NCT02028455|EG006|deaths|Total, all-cause mortality|40|103|2023-08-31 23:11:53.019873|2023-08-31 23:11:53.019873
29937517|NCT02650999|EG000|serious|Total, serious adverse events|8|12|2023-08-31 23:53:35.62418|2023-08-31 23:53:35.62418
29937518|NCT02650999|EG000|other|Total, other adverse events|12|12|2023-08-31 23:53:35.62418|2023-08-31 23:53:35.62418
29937519|NCT02650999|EG000|deaths|Total, all-cause mortality|0|12|2023-08-31 23:53:35.62418|2023-08-31 23:53:35.62418
29823607|NCT03049449|EG000|serious|Total, serious adverse events|0|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823608|NCT03049449|EG000|other|Total, other adverse events|3|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823609|NCT03049449|EG000|deaths|Total, all-cause mortality|0|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823610|NCT03049449|EG001|serious|Total, serious adverse events|1|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823611|NCT03049449|EG001|other|Total, other adverse events|3|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823612|NCT03049449|EG001|deaths|Total, all-cause mortality|0|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823613|NCT03049449|EG002|serious|Total, serious adverse events|5|7|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823614|NCT03049449|EG002|other|Total, other adverse events|7|7|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823615|NCT03049449|EG002|deaths|Total, all-cause mortality|0|7|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823616|NCT03049449|EG003|serious|Total, serious adverse events|3|5|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823617|NCT03049449|EG003|other|Total, other adverse events|5|5|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823618|NCT03049449|EG003|deaths|Total, all-cause mortality|0|5|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823619|NCT03049449|EG004|serious|Total, serious adverse events|0|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823620|NCT03049449|EG004|other|Total, other adverse events|3|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823621|NCT03049449|EG004|deaths|Total, all-cause mortality|0|3|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823622|NCT03049449|EG005|serious|Total, serious adverse events|1|1|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823623|NCT03049449|EG005|other|Total, other adverse events|1|1|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29823624|NCT03049449|EG005|deaths|Total, all-cause mortality|0|1|2023-08-31 06:54:53.476364|2023-08-31 06:54:53.476364
29828416|NCT01583686|EG000|serious|Total, serious adverse events|1|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828417|NCT01583686|EG000|other|Total, other adverse events|3|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828418|NCT01583686|EG000|deaths|Total, all-cause mortality|0|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828419|NCT01583686|EG001|serious|Total, serious adverse events|2|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828420|NCT01583686|EG001|other|Total, other adverse events|3|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828421|NCT01583686|EG001|deaths|Total, all-cause mortality|0|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828422|NCT01583686|EG002|serious|Total, serious adverse events|0|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828423|NCT01583686|EG002|other|Total, other adverse events|3|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828424|NCT01583686|EG002|deaths|Total, all-cause mortality|0|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828425|NCT01583686|EG003|serious|Total, serious adverse events|1|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828426|NCT01583686|EG003|other|Total, other adverse events|3|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828427|NCT01583686|EG003|deaths|Total, all-cause mortality|0|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828428|NCT01583686|EG004|serious|Total, serious adverse events|2|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828429|NCT01583686|EG004|other|Total, other adverse events|3|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
29828430|NCT01583686|EG004|deaths|Total, all-cause mortality|1|3|2023-08-31 07:30:01.640535|2023-08-31 07:30:01.640535
30199795|NCT03288493|EG000|serious|Total, serious adverse events|39|69|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199796|NCT03288493|EG000|other|Total, other adverse events|63|69|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199797|NCT03288493|EG000|deaths|Total, all-cause mortality|23|69|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199798|NCT03288493|EG001|serious|Total, serious adverse events|1|3|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199799|NCT03288493|EG001|other|Total, other adverse events|3|3|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199800|NCT03288493|EG001|deaths|Total, all-cause mortality|0|3|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199801|NCT03288493|EG002|serious|Total, serious adverse events|1|1|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199802|NCT03288493|EG002|other|Total, other adverse events|1|1|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199803|NCT03288493|EG002|deaths|Total, all-cause mortality|0|1|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199804|NCT03288493|EG003|serious|Total, serious adverse events|7|8|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199805|NCT03288493|EG003|other|Total, other adverse events|7|8|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199806|NCT03288493|EG003|deaths|Total, all-cause mortality|3|8|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199807|NCT03288493|EG004|serious|Total, serious adverse events|2|5|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199808|NCT03288493|EG004|other|Total, other adverse events|5|5|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199809|NCT03288493|EG004|deaths|Total, all-cause mortality|1|5|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199810|NCT03288493|EG005|serious|Total, serious adverse events|6|16|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199811|NCT03288493|EG005|other|Total, other adverse events|16|16|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199812|NCT03288493|EG005|deaths|Total, all-cause mortality|0|16|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199813|NCT03288493|EG006|serious|Total, serious adverse events|2|3|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199814|NCT03288493|EG006|other|Total, other adverse events|3|3|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199815|NCT03288493|EG006|deaths|Total, all-cause mortality|1|3|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199816|NCT03288493|EG007|serious|Total, serious adverse events|2|5|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199817|NCT03288493|EG007|other|Total, other adverse events|4|5|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199818|NCT03288493|EG007|deaths|Total, all-cause mortality|2|5|2023-09-04 21:47:31.97281|2023-09-04 21:47:31.97281
30199873|NCT02935543|EG000|serious|Total, serious adverse events|1|1|2023-09-04 21:48:31.771458|2023-09-04 21:48:31.771458
30199874|NCT02935543|EG000|other|Total, other adverse events|0|1|2023-09-04 21:48:31.771458|2023-09-04 21:48:31.771458
30199875|NCT02935543|EG000|deaths|Total, all-cause mortality|1|1|2023-09-04 21:48:31.771458|2023-09-04 21:48:31.771458
30199981|NCT02030847|EG000|serious|Total, serious adverse events|30|30|2023-09-04 21:50:01.03238|2023-09-04 21:50:01.03238
30199982|NCT02030847|EG000|other|Total, other adverse events|30|30|2023-09-04 21:50:01.03238|2023-09-04 21:50:01.03238
30199983|NCT02030847|EG000|deaths|Total, all-cause mortality|30|42|2023-09-04 21:50:01.03238|2023-09-04 21:50:01.03238
