id|nct_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|number_analyzed|number_analyzed_units|population_description|calculate_percentage
134144567|NCT03049449|59002667|BG001||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144568|NCT03049449|59002668|BG002||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134144569|NCT03049449|59002669|BG003||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134144570|NCT03049449|59002670|BG004||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144571|NCT03049449|59002671|BG005||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144572|NCT03049449|59002672|BG006||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144573|NCT03049449|59002673|BG007||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144574|NCT03049449|59002674|BG008||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||24|||
134144575|NCT03049449|59002666|BG000||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144576|NCT03049449|59002667|BG001||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144577|NCT03049449|59002668|BG002||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134144578|NCT03049449|59002669|BG003||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134144579|NCT03049449|59002670|BG004||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||3|||
134144580|NCT03049449|59002671|BG005||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144581|NCT03049449|59002672|BG006||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144582|NCT03049449|59002673|BG007||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144583|NCT03049449|59002674|BG008||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||24|||
134144584|NCT03049449|59002666|BG000||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144585|NCT03049449|59002667|BG001||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144586|NCT03049449|59002668|BG002||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134144587|NCT03049449|59002669|BG003||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134144588|NCT03049449|59002670|BG004||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144589|NCT03049449|59002671|BG005||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144590|NCT03049449|59002672|BG006||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144591|NCT03049449|59002673|BG007||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144592|NCT03049449|59002674|BG008||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||24|||
134144593|NCT03049449|59002666|BG000||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144594|NCT03049449|59002667|BG001||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144595|NCT03049449|59002668|BG002||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134144596|NCT03049449|59002669|BG003||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134144597|NCT03049449|59002670|BG004||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144598|NCT03049449|59002671|BG005||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144599|NCT03049449|59002672|BG006||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144600|NCT03049449|59002673|BG007||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144601|NCT03049449|59002674|BG008||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||24|||
134144602|NCT03049449|59002666|BG000||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144603|NCT03049449|59002667|BG001||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144604|NCT03049449|59002668|BG002||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||7|||
134144605|NCT03049449|59002669|BG003||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134144606|NCT03049449|59002670|BG004||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144607|NCT03049449|59002671|BG005||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144608|NCT03049449|59002672|BG006||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144609|NCT03049449|59002673|BG007||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144610|NCT03049449|59002674|BG008||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||24|||
134144611|NCT03049449|59002666|BG000||White|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||3|||
134144612|NCT03049449|59002667|BG001||White|Race (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
134144613|NCT03049449|59002668|BG002||White|Race (NIH/OMB)||Participants|Count of Participants|6|6.0|||||||7|||
134144614|NCT03049449|59002669|BG003||White|Race (NIH/OMB)||Participants|Count of Participants|4|4.0|||||||5|||
134144615|NCT03049449|59002670|BG004||White|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||3|||
134144616|NCT03049449|59002671|BG005||White|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||1|||
134144617|NCT03049449|59002672|BG006||White|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||1|||
134144618|NCT03049449|59002673|BG007||White|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||1|||
134144619|NCT03049449|59002674|BG008||White|Race (NIH/OMB)||Participants|Count of Participants|20|20.0|||||||24|||
134144620|NCT03049449|59002666|BG000||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144621|NCT03049449|59002667|BG001||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144622|NCT03049449|59002668|BG002||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134144623|NCT03049449|59002669|BG003||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134144624|NCT03049449|59002670|BG004||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144625|NCT03049449|59002671|BG005||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144626|NCT03049449|59002672|BG006||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144627|NCT03049449|59002673|BG007||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144628|NCT03049449|59002674|BG008||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||24|||
134144629|NCT03049449|59002666|BG000||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||3|||
134144630|NCT03049449|59002667|BG001||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144631|NCT03049449|59002668|BG002||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134144632|NCT03049449|59002669|BG003||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||5|||
134144633|NCT03049449|59002670|BG004||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134144634|NCT03049449|59002671|BG005||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144635|NCT03049449|59002672|BG006||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144636|NCT03049449|59002673|BG007||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||1|||
134144637|NCT03049449|59002674|BG008||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||24|||
134144638|NCT03049449|59002666|BG000|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
134144639|NCT03049449|59002667|BG001|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
134144640|NCT03049449|59002668|BG002|United States||Region of Enrollment||participants|Number|7|7.0|||||||7|||
134144641|NCT03049449|59002669|BG003|United States||Region of Enrollment||participants|Number|5|5.0|||||||5|||
134144642|NCT03049449|59002670|BG004|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
134144643|NCT03049449|59002671|BG005|United States||Region of Enrollment||participants|Number|1|1.0|||||||1|||
134144644|NCT03049449|59002672|BG006|United States||Region of Enrollment||participants|Number|1|1.0|||||||1|||
134144645|NCT03049449|59002673|BG007|United States||Region of Enrollment||participants|Number|1|1.0|||||||1|||
134144646|NCT03049449|59002674|BG008|United States||Region of Enrollment||participants|Number|24|24.0|||||||24|||
134577391|NCT03019055|59165642|BG001|||Age, Continuous||years|Mean|52.33|52.33|Standard Deviation|2.31|2.31||||3|||
134577392|NCT03019055|59165643|BG002|||Age, Continuous||years|Mean|55.00|55.0|Standard Deviation|8.19|8.19||||3|||
134577393|NCT03019055|59165644|BG003|||Age, Continuous||years|Mean|55.85|55.85|Standard Deviation|14.44|14.44||||20|||
134577394|NCT03019055|59165645|BG004|||Age, Continuous||years|Mean|55.35|55.35|Standard Deviation|12.87|12.87||||26|||
134577395|NCT03019055|59165642|BG001||Female|Sex: Female, Male||Participants|Count of Participants|1|1.0|||||||3|||
134577396|NCT03019055|59165643|BG002||Female|Sex: Female, Male||Participants|Count of Participants|0|0.0|||||||3|||
134577397|NCT03019055|59165644|BG003||Female|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||20|||
134577398|NCT03019055|59165645|BG004||Female|Sex: Female, Male||Participants|Count of Participants|4|4.0|||||||26|||
134577399|NCT03019055|59165642|BG001||Male|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||3|||
134577400|NCT03019055|59165643|BG002||Male|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||3|||
134577401|NCT03019055|59165644|BG003||Male|Sex: Female, Male||Participants|Count of Participants|17|17.0|||||||20|||
134577402|NCT03019055|59165645|BG004||Male|Sex: Female, Male||Participants|Count of Participants|22|22.0|||||||26|||
134577403|NCT03019055|59165642|BG001||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577404|NCT03019055|59165643|BG002||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577405|NCT03019055|59165644|BG003||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||20|||
134577406|NCT03019055|59165645|BG004||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||26|||
134577407|NCT03019055|59165642|BG001||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
134577408|NCT03019055|59165643|BG002||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
134577409|NCT03019055|59165644|BG003||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|20|20.0|||||||20|||
134577410|NCT03019055|59165645|BG004||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|26|26.0|||||||26|||
134577411|NCT03019055|59165642|BG001||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577412|NCT03019055|59165643|BG002||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577413|NCT03019055|59165644|BG003||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||20|||
134577414|NCT03019055|59165645|BG004||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||26|||
134577415|NCT03019055|59165642|BG001||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577416|NCT03019055|59165643|BG002||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577417|NCT03019055|59165644|BG003||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||20|||
134577418|NCT03019055|59165645|BG004||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||26|||
134577419|NCT03019055|59165642|BG001||Asian|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||3|||
134577420|NCT03019055|59165643|BG002||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577421|NCT03019055|59165644|BG003||Asian|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||20|||
134577422|NCT03019055|59165645|BG004||Asian|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||26|||
134577423|NCT03019055|59165642|BG001||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577424|NCT03019055|59165643|BG002||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577425|NCT03019055|59165644|BG003||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||20|||
134577426|NCT03019055|59165645|BG004||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||26|||
134577427|NCT03019055|59165642|BG001||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577428|NCT03019055|59165643|BG002||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577429|NCT03019055|59165644|BG003||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||20|||
134577430|NCT03019055|59165645|BG004||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||26|||
134577431|NCT03019055|59165642|BG001||White|Race (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||3|||
134577432|NCT03019055|59165643|BG002||White|Race (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||3|||
134577433|NCT03019055|59165644|BG003||White|Race (NIH/OMB)||Participants|Count of Participants|16|16.0|||||||20|||
134577434|NCT03019055|59165645|BG004||White|Race (NIH/OMB)||Participants|Count of Participants|21|21.0|||||||26|||
134577435|NCT03019055|59165642|BG001||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577436|NCT03019055|59165643|BG002||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577437|NCT03019055|59165644|BG003||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||20|||
134577438|NCT03019055|59165645|BG004||More than one race|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||26|||
134577439|NCT03019055|59165642|BG001||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577440|NCT03019055|59165643|BG002||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||3|||
134577441|NCT03019055|59165644|BG003||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||20|||
134577442|NCT03019055|59165645|BG004||Unknown or Not Reported|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||26|||
134577443|NCT03019055|59165642|BG001|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
134577444|NCT03019055|59165643|BG002|United States||Region of Enrollment||participants|Number|3|3.0|||||||3|||
134577445|NCT03019055|59165644|BG003|United States||Region of Enrollment||participants|Number|20|20.0|||||||20|||
134577446|NCT03019055|59165645|BG004|United States||Region of Enrollment||participants|Number|26|26.0|||||||26|||
134599908|NCT02028455|59172421|BG000|||Age, Continuous||years|Median|19|19.0|Full Range|||5.0|22.0||7|||
134599909|NCT02028455|59172422|BG001|||Age, Continuous||years|Median|9|9.0|Full Range|||1.0|23.0||12|||
134599910|NCT02028455|59172423|BG002|||Age, Continuous||years|Median|15|15.0|Full Range|||2.0|20.0||7|||
134599911|NCT02028455|59172424|BG003|||Age, Continuous||years|Median|6|6.0|Full Range|||1.0|22.0||5|||
134599912|NCT02028455|59172425|BG004|||Age, Continuous||years|Median|10|10.0|Full Range|||1.0|25.0||6|||
134599913|NCT02028455|59172426|BG005|||Age, Continuous||years|Median|13.5|13.5|Full Range|||4.0|21.0||6|||
134599914|NCT02028455|59172427|BG006|||Age, Continuous||years|Median|11|11.0|Full Range|||8.0|14.0||4|||
134599915|NCT02028455|59172428|BG007|||Age, Continuous||years|Median|13|13.0|Full Range|||1.0|26.0||120|||
134599916|NCT02028455|59172429|BG008|||Age, Continuous||years|Median|13|13.0|Full Range|||1.0|26.0||167|||
134599917|NCT02028455|59172421|BG000||Female|Sex: Female, Male||Participants|Count of Participants|4|4.0|||||||7|||
134599918|NCT02028455|59172422|BG001||Female|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||12|||
134599919|NCT02028455|59172423|BG002||Female|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||7|||
134599920|NCT02028455|59172424|BG003||Female|Sex: Female, Male||Participants|Count of Participants|5|5.0|||||||5|||
134599921|NCT02028455|59172425|BG004||Female|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||6|||
134599922|NCT02028455|59172426|BG005||Female|Sex: Female, Male||Participants|Count of Participants|4|4.0|||||||6|||
134599923|NCT02028455|59172427|BG006||Female|Sex: Female, Male||Participants|Count of Participants|1|1.0|||||||4|||
134599924|NCT02028455|59172428|BG007||Female|Sex: Female, Male||Participants|Count of Participants|40|40.0|||||||120|||
134599925|NCT02028455|59172429|BG008||Female|Sex: Female, Male||Participants|Count of Participants|63|63.0|||||||167|||
134599926|NCT02028455|59172421|BG000||Male|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||7|||
134599927|NCT02028455|59172422|BG001||Male|Sex: Female, Male||Participants|Count of Participants|9|9.0|||||||12|||
134599928|NCT02028455|59172423|BG002||Male|Sex: Female, Male||Participants|Count of Participants|4|4.0|||||||7|||
134599929|NCT02028455|59172424|BG003||Male|Sex: Female, Male||Participants|Count of Participants|0|0.0|||||||5|||
134599930|NCT02028455|59172425|BG004||Male|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||6|||
134599931|NCT02028455|59172426|BG005||Male|Sex: Female, Male||Participants|Count of Participants|2|2.0|||||||6|||
134599932|NCT02028455|59172427|BG006||Male|Sex: Female, Male||Participants|Count of Participants|3|3.0|||||||4|||
134599933|NCT02028455|59172428|BG007||Male|Sex: Female, Male||Participants|Count of Participants|80|80.0|||||||120|||
134599934|NCT02028455|59172429|BG008||Male|Sex: Female, Male||Participants|Count of Participants|104|104.0|||||||167|||
134599935|NCT02028455|59172421|BG000||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||7|||
134599936|NCT02028455|59172422|BG001||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|4|4.0|||||||12|||
134599937|NCT02028455|59172423|BG002||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||7|||
134599938|NCT02028455|59172424|BG003||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||5|||
134599939|NCT02028455|59172425|BG004||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||6|||
134599940|NCT02028455|59172426|BG005||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||6|||
134599941|NCT02028455|59172427|BG006||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||4|||
134599942|NCT02028455|59172428|BG007||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|38|38.0|||||||120|||
134599943|NCT02028455|59172429|BG008||Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|49|49.0|||||||167|||
134599944|NCT02028455|59172421|BG000||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|6|6.0|||||||7|||
134599945|NCT02028455|59172422|BG001||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|8|8.0|||||||12|||
134599946|NCT02028455|59172423|BG002||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|5|5.0|||||||7|||
134599947|NCT02028455|59172424|BG003||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|3|3.0|||||||5|||
134599948|NCT02028455|59172425|BG004||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|5|5.0|||||||6|||
134599949|NCT02028455|59172426|BG005||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|4|4.0|||||||6|||
134599950|NCT02028455|59172427|BG006||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|2|2.0|||||||4|||
134599951|NCT02028455|59172428|BG007||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|72|72.0|||||||120|||
134599952|NCT02028455|59172429|BG008||Not Hispanic or Latino|Ethnicity (NIH/OMB)||Participants|Count of Participants|105|105.0|||||||167|||
134599953|NCT02028455|59172421|BG000||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599954|NCT02028455|59172422|BG001||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||12|||
134599955|NCT02028455|59172423|BG002||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599956|NCT02028455|59172424|BG003||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134599957|NCT02028455|59172425|BG004||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||6|||
134599958|NCT02028455|59172426|BG005||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||6|||
134599959|NCT02028455|59172427|BG006||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||4|||
134599960|NCT02028455|59172428|BG007||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|10|10.0|||||||120|||
134599961|NCT02028455|59172429|BG008||Unknown or Not Reported|Ethnicity (NIH/OMB)||Participants|Count of Participants|13|13.0|||||||167|||
134599962|NCT02028455|59172421|BG000||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599963|NCT02028455|59172422|BG001||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||12|||
134599964|NCT02028455|59172423|BG002||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599965|NCT02028455|59172424|BG003||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134599966|NCT02028455|59172425|BG004||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||6|||
134599967|NCT02028455|59172426|BG005||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||6|||
134599968|NCT02028455|59172427|BG006||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||4|||
134599969|NCT02028455|59172428|BG007||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||120|||
134599970|NCT02028455|59172429|BG008||American Indian or Alaska Native|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||167|||
134599971|NCT02028455|59172421|BG000||Asian|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||7|||
134599972|NCT02028455|59172422|BG001||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||12|||
134599973|NCT02028455|59172423|BG002||Asian|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||7|||
134599974|NCT02028455|59172424|BG003||Asian|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||5|||
134599975|NCT02028455|59172425|BG004||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||6|||
134599976|NCT02028455|59172426|BG005||Asian|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||6|||
134599977|NCT02028455|59172427|BG006||Asian|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||4|||
134599978|NCT02028455|59172428|BG007||Asian|Race (NIH/OMB)||Participants|Count of Participants|6|6.0|||||||120|||
134599979|NCT02028455|59172429|BG008||Asian|Race (NIH/OMB)||Participants|Count of Participants|10|10.0|||||||167|||
134599980|NCT02028455|59172421|BG000||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599981|NCT02028455|59172422|BG001||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||12|||
134599982|NCT02028455|59172423|BG002||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599983|NCT02028455|59172424|BG003||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||5|||
134599984|NCT02028455|59172425|BG004||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||6|||
134599985|NCT02028455|59172426|BG005||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||6|||
134599986|NCT02028455|59172427|BG006||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||4|||
134599987|NCT02028455|59172428|BG007||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||120|||
134599988|NCT02028455|59172429|BG008||Native Hawaiian or Other Pacific Islander|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||167|||
134599989|NCT02028455|59172421|BG000||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|0|0.0|||||||7|||
134599990|NCT02028455|59172422|BG001||Black or African American|Race (NIH/OMB)||Participants|Count of Participants|1|1.0|||||||12|||
