nct_id|nlm_download_date_description|study_first_submitted_date|results_first_submitted_date|disposition_first_submitted_date|last_update_submitted_date|study_first_submitted_qc_date|study_first_posted_date|study_first_posted_date_type|results_first_submitted_qc_date|results_first_posted_date|results_first_posted_date_type|disposition_first_submitted_qc_date|disposition_first_posted_date|disposition_first_posted_date_type|last_update_submitted_qc_date|last_update_posted_date|last_update_posted_date_type|start_month_year|start_date_type|start_date|verification_month_year|verification_date|completion_month_year|completion_date_type|completion_date|primary_completion_month_year|primary_completion_date_type|primary_completion_date|target_duration|study_type|acronym|baseline_population|brief_title|official_title|overall_status|last_known_status|phase|enrollment|enrollment_type|source|limitations_and_caveats|number_of_arms|number_of_groups|why_stopped|has_expanded_access|expanded_access_type_individual|expanded_access_type_intermediate|expanded_access_type_treatment|has_dmc|is_fda_regulated_drug|is_fda_regulated_device|is_unapproved_device|is_ppsd|is_us_export|biospec_retention|biospec_description|ipd_time_frame|ipd_access_criteria|ipd_url|plan_to_share_ipd|plan_to_share_ipd_description|created_at|updated_at|source_class|delayed_posting|expanded_access_nctid|expanded_access_status_for_nctid|fdaaa801_violation|baseline_type_units_analyzed
NCT03904069||2019-03-21|||2023-06-09|2019-04-03|2019-04-04|Actual|||||||2023-06-09|2023-06-12|Actual|March 13, 2023|Anticipated|2023-03-13|June 2023|2023-06-30|August 7, 2030|Anticipated|2030-08-07|August 7, 2030|Anticipated|2030-08-07||Interventional|||Study Evaluating the Safety, Tolerability, and Efficacy of FLT3 CAR-T AMG 553 in FLT3-positive Relapsed/Refractory AML|A Phase 1 Study Evaluating the Safety, Tolerability, and Efficacy of FLT3 Chimeric Antigen Receptor T-cell (CAR-T) AMG 553 in Subjects With FLT3-positive Relapsed/Refractory Acute Myeloid Leukemia.|Withdrawn||Phase 1|0|Actual|Amgen||1||Following a recent cellular therapy strategy assessment, Amgen has decided to cancel study 20180091.|f||||f|t|f||||||Data sharing requests relating to this study will be considered beginning 18 months after the study has ended and either 1) the product and indication have been granted marketing authorization in both the US and Europe or 2) clinical development for the product and/or indication discontinues and the data will not be submitted to regulatory authorities. There is no end date for eligibility to submit a data sharing request for this study.|Qualified researchers may submit a request containing the research objectives, the Amgen product(s) and Amgen study/studies in scope, endpoints/outcomes of interest, statistical analysis plan, data requirements, publication plan, and qualifications of the researcher(s). In general, Amgen does not grant external requests for individual patient data for the purpose of re-evaluating safety and efficacy issues already addressed in the product labelling. Requests are reviewed by a committee of internal advisors. If not approved, a Data Sharing Independent Review Panel will arbitrate and make the final decision. Upon approval, information necessary to address the research question will be provided under the terms of a data sharing agreement. This may include anonymized individual patient data and/or available supporting documents, containing fragments of analysis code where provided in analysis specifications. Further details are available at the link below.|https://www.amgen.com/datasharing|Yes|De-identified individual patient data for variables necessary to address the specific research question in an approved data sharing request.|2023-09-04 17:53:51.147191|2023-09-04 17:53:51.147191|INDUSTRY|||||
NCT04447573||2020-06-22|||2020-09-25|2020-06-22|2020-06-25|Actual|||||||2020-09-25|2020-09-29|Actual|June 30, 2020|Actual|2020-06-30|August 2020|2020-08-31|December 30, 2022|Anticipated|2022-12-30|August 30, 2022|Anticipated|2022-08-30||Interventional|||Immunotherapy With BCMA CAR-T Cells in Treating Patients With Relapsed or Refractory Multiple Myeloma|Immunotherapy With BCMA CAR-T Cells in Treating Patients With Relapsed or Refractory Multiple Myeloma|Unknown status|Recruiting|Not Applicable|20|Anticipated|Hebei Senlang Biotechnology Inc., Ltd.||1|||f|||||f|f|||||||||||2023-09-04 17:49:49.745412|2023-09-04 17:49:49.745412|INDUSTRY|||||
NCT05190653||2021-12-07|||2023-02-28|2021-12-29|2022-01-13|Actual|||||||2023-02-28|2023-03-02|Actual|April 8, 2022|Actual|2022-04-08|February 2023|2023-02-28|December 2024|Anticipated|2024-12-31|April 8, 2024|Anticipated|2024-04-08||Interventional|PALS_CT||Early Integration of Palliative and Supportive Care in Cellular Therapy|Early Integration of Palliative and Supportive Care for Patients and Family Caregivers Undergoing Hematopoietic Stem Cell Transplantation or Chimeric Antigen Receptor T-Cell Therapy: A Prospective Pragmatic Randomized Clinical Trial|Recruiting||Not Applicable|152|Anticipated|Alberta Health Services, Calgary||2|||f||||t|f|f|||||||||No||2023-09-01 01:41:45.359995|2023-09-01 01:41:45.359995|OTHER|||||
NCT04003168||2019-06-24|||2021-02-25|2019-06-28|2019-07-01|Actual|||||||2021-02-25|2021-03-01|Actual|July 1, 2019|Actual|2019-07-01|February 2021|2021-02-28|July 2024|Anticipated|2024-07-31|July 2022|Anticipated|2022-07-31||Interventional|||Human BCMA Targeted T Cells Injection Therapy for BCMA-positive Relapsed/Refractory Multiple Myeloma|A Phase I Clinical Trial to Evaluate the Safety and Efficacy of Human BCMA Targeted T Cells Injection for Subjects With BCMA-positive Relapsed/Refractory Multiple Myeloma|Recruiting||Phase 1|18|Anticipated|Hrain Biotechnology Co., Ltd.||1|||f||||t|f|f|||||||||||2023-09-03 01:09:04.44306|2023-09-03 01:09:04.44306|INDUSTRY|||||
NCT05470777||2022-07-20|||2022-10-30|2022-07-20|2022-07-22|Actual|||||||2022-10-30|2022-11-01|Actual|January 19, 2020|Actual|2020-01-19|October 2022|2022-10-31|December 31, 2024|Anticipated|2024-12-31|May 1, 2024|Anticipated|2024-05-01||Interventional|||CD22/CD19 CAR-T and Auto-HSCT Sandwich Strategy as Consolidation Therapy for B-ALL|Safety and Efficacy of CD22/CD19 CAR T-cells and Autologous HSCT Sandwich Strategy as Consolidation Therapy for B-cell Acute Lymphoblastic Leukemia|Recruiting||Phase 1/Phase 2|35|Anticipated|The First Affiliated Hospital of Soochow University||1|||f|||||f|f|||||||||||2023-09-03 18:44:32.167469|2023-09-03 18:44:32.167469|OTHER|||||
NCT03931421||2019-04-25|||2019-06-01|2019-04-25|2019-04-30|Actual|||||||2019-06-01|2019-06-04|Actual|July 31, 2019|Anticipated|2019-07-31|June 2019|2019-06-30|December 31, 2022|Anticipated|2022-12-31|November 30, 2022|Anticipated|2022-11-30||Interventional|||B Cell Maturation Antigen（BMCA）-Targeted CAR-T for Refractory/Relapsed Multiple Myeloma|B Cell Maturation Antigen（BMCA）-Targeted CAR-T for Refractory/Relapsed Multiple Myeloma|Unknown status|Recruiting|Phase 2|30|Anticipated|First Affiliated Hospital of Zhejiang University||1|||f||||f|f|f|||||||||Yes|All the data would be available on the website of the affiliated hospital after the trial is completed|2023-09-03 18:49:50.79453|2023-09-03 18:49:50.79453|OTHER|||||
NCT04823091||2021-03-29|||2022-03-01|2021-03-29|2021-03-30|Actual|||||||2022-03-01|2022-03-16|Actual|April 15, 2021|Actual|2021-04-15|March 2022|2022-03-31|April 7, 2024|Anticipated|2024-04-07|April 7, 2023|Anticipated|2023-04-07||Interventional|||Anti-CD7 CAR-Engineered T Cells for T Lymphoid Malignancies Malignancies|Safety and Efficacy of Anti-CD7 CAR-Engineered T Cells for Relapsed/Refractory T Lymphoid Malignancies: a Single-center, Open-label, Non-randomized, Single-arm Clinical Study|Recruiting||Phase 1|24|Anticipated|Wuhan Union Hospital, China||1|||f|||||f|f|||||||||No||2023-09-03 18:50:17.630359|2023-09-03 18:50:17.630359|OTHER|||||
NCT03573700||2018-06-20|||2023-08-22|2018-06-20|2018-06-29|Actual|||||||2023-08-22|2023-08-23|Actual|July 24, 2018|Actual|2018-07-24|August 2023|2023-08-31|July 1, 2024|Anticipated|2024-07-01|July 1, 2023|Actual|2023-07-01||Interventional|||Evaluation of CD19-Specific CAR Engineered Autologous T-Cells for Treatment of Relapsed/Refractory CD19+ Acute Lymphoblastic Leukemia|SJCAR19: A Phase I/II Study Evaluating SJCAR19 (CD19-Specific CAR Engineered Autologous T-Cells) in Pediatric and Young Adult Patients ≤ 21 Years of Age With Relapsed or Refractory CD19+ Acute Lymphoblastic Leukemia|Active, not recruiting||Phase 1/Phase 2|26|Actual|St. Jude Children's Research Hospital||1|||||||f|t|t|t||||||||||2023-09-03 01:22:41.206326|2023-09-03 01:22:41.206326|OTHER|||||
NCT04506983||2020-08-06|||2022-01-29|2020-08-07|2020-08-10|Actual|||||||2022-01-29|2022-02-14|Actual|June 10, 2022|Anticipated|2022-06-10|January 2022|2022-01-31|October 10, 2023|Anticipated|2023-10-10|June 10, 2023|Anticipated|2023-06-10||Interventional|||GPC3-CAR-T Cells for the Hepatocellular Carcinoma|The Phase I Efficacy and Safety Clinical Study of GPC3-CAR-T Cells in Hepatocellular Carcinoma Patients|Suspended||Phase 1|12|Anticipated|Beijing Tsinghua Chang Gung Hospital||1||Adjust the plan|f|||||f|f|||||||||||2023-09-04 17:54:35.460964|2023-09-04 17:54:35.460964|OTHER|||||
NCT03814447||2019-01-18|||2021-08-09|2019-01-18|2019-01-24|Actual|||||||2021-08-09|2021-08-10|Actual|August 16, 2019|Actual|2019-08-16|August 2021|2021-08-31|January 2023|Anticipated|2023-01-31|January 2023|Anticipated|2023-01-31||Interventional|||The Fourth Generation CART-cell Therapy for Refractory-Relapsed Ovarian Cancer|The Clinical Research of Fourth Generation CART-cell Therapy in Refractory-Relapsed Ovarian Cancer|Unknown status|Recruiting|Early Phase 1|10|Anticipated|Shanghai 6th People's Hospital||1|||f||||t|f|f|||||||||No||2023-09-03 18:55:41.45312|2023-09-03 18:55:41.45312|OTHER|||||
NCT05164042||2021-11-22|||2021-12-07|2021-12-07|2021-12-20|Actual|||||||2021-12-07|2021-12-20|Actual|February 5, 2021|Actual|2021-02-05|February 2021|2021-02-28|February 2024|Anticipated|2024-02-29|February 2024|Anticipated|2024-02-29||Interventional|CAR-T||Allogeneic CD19 CAR-T Cells for the Treatment of Relapsed/Refractory B-cell Acute Lymphoblastic Leukemia|Allogeneic CD19 CAR-T Cells for the Treatment of Relapsed/Refractory B-cell Acute Lymphoblastic Leukemia|Recruiting||Phase 1/Phase 2|20|Anticipated|Shenzhen University General Hospital||1|||f||||f|f|f|||||||||No||2023-09-03 18:56:00.085165|2023-09-03 18:56:00.085165|OTHER|||||
NCT03815383||2019-01-22|||2019-07-01|2019-01-22|2019-01-24|Actual|||||||2019-07-01|2019-07-05|Actual|April 11, 2019|Actual|2019-04-11|December 2018|2018-12-31|April 2021|Anticipated|2021-04-30|January 2021|Anticipated|2021-01-31||Interventional|||A Study of BCMA-directed CAR-T Cells Treatment in Subjects With r/r Multiple Myeloma|A Phase Ⅰ Study Evaluating Safety and Efficacy of C-CAR088 Treatment in Subjects With Relapsed or Refractory Multiple Myeloma|Unknown status|Recruiting|Phase 1|12|Anticipated|The First Affiliated Hospital with Nanjing Medical University||1|||f|||||f|f|||||||||||2023-09-03 18:58:05.920066|2023-09-03 18:58:05.920066|OTHER|||||
NCT02782351||2016-05-17|||2017-08-03|2016-05-22|2016-05-25|Estimate|||||||2017-08-03|2017-08-04|Actual|May 2016||2016-05-31|August 2017|2017-08-31|December 2018|Anticipated|2018-12-31|June 2018|Anticipated|2018-06-30||Interventional|||Humanized CAR-T Therapy for Treatment of B Cell Malignancy|Humanized CAR-T Therapy for Treatment of Recurrent or Refractory B Cell Malignancy by Targeting CD19|Unknown status|Recruiting|Phase 1/Phase 2|50|Anticipated|Xuzhou Medical University||1|||f||||f|||||||||||Yes||2023-09-02 09:50:45.751673|2023-09-02 09:50:45.751673|OTHER|||||
NCT02547948||2015-09-04|||2020-07-14|2015-09-10|2015-09-14|Estimate|||||||2020-07-14|2020-07-16|Actual|September 2015|Actual|2015-09-30|July 2020|2020-07-31|August 15, 2016|Actual|2016-08-15|August 15, 2016|Actual|2016-08-15||Interventional|||CD19-targeting CAR T Cells for B Cell Lymphoma|CD19-targeting CAR T Cells for Refractory B Cell Lymphoma|Withdrawn||Phase 1/Phase 2|0|Actual|Fuda Cancer Hospital, Guangzhou||2|||f||||t|||||||||||||2023-09-03 01:33:08.263775|2023-09-03 01:33:08.263775|OTHER|||||
NCT04010877||2019-07-04|||2019-09-18|2019-07-04|2019-07-08|Actual|||||||2019-09-18|2019-09-19|Actual|August 1, 2019|Actual|2019-08-01|September 2019|2019-09-30|December 31, 2023|Anticipated|2023-12-31|July 31, 2021|Anticipated|2021-07-31||Interventional|||Multiple CAR-T Cell Therapy Targeting AML|Multi-center Phase I/II Clinical Trial of Multiple CAR T Cells for Treating Acute Myeloid Leukemia|Recruiting||Phase 1/Phase 2|10|Anticipated|Shenzhen Geno-Immune Medical Institute||1|||f||||f|f|f|||||||||||2023-09-03 01:33:18.932772|2023-09-03 01:33:18.932772|OTHER|||||
NCT05340829||2022-04-09|||2022-04-17|2022-04-17|2022-04-22|Actual|||||||2022-04-17|2022-04-22|Actual|March 18, 2022|Actual|2022-03-18|April 2022|2022-04-30|April 30, 2024|Anticipated|2024-04-30|March 30, 2024|Anticipated|2024-03-30||Interventional|||Evaluate the Safety and Effect of ThisCART19A in Patients With AIDS Related B Cell Lymphoma/Lympholeukemia|To Evaluate the Safety, Efficacy, Pharmacokinetics of ThisCART19A in Patients With AIDS Related B Cell Lymphoma/Lympholeukemia|Recruiting||Phase 1|18|Anticipated|Zhejiang University||3|||f||||f|f|f|||||||||||2023-09-02 09:51:25.28308|2023-09-02 09:51:25.28308|OTHER|||||
NCT04975555||2021-07-05|||2022-12-16|2021-07-14|2021-07-23|Actual|||||||2022-12-16|2022-12-20|Actual|November 15, 2021|Actual|2021-11-15|December 2022|2022-12-31|December 31, 2025|Anticipated|2025-12-31|December 31, 2024|Anticipated|2024-12-31||Interventional|||Study to Evaluate the Role of Siltuximab in Treatment of Cytokine Release Syndrome (CRS) and Immune Effector Cell Associated Neurotoxicity (ICANS) Related to CAR-T Cell Therapy|A Phase II Pilot Study to Evaluate the Role of Siltuximab in Treatment of Cytokine Release Syndrome (CRS) and Immune Effector Cell Associated Neurotoxicity (ICANS) Related to Chimeric Antigen Receptor T-Cell Therapy (CAR-T) in Hematological Malignancies|Recruiting||Phase 2|30|Anticipated|University of Alabama at Birmingham||1|||f||||t|t|f|||||||||No|To Be determined|2023-09-02 09:52:15.648866|2023-09-02 09:52:15.648866|OTHER|||||
NCT04119024||2019-09-25|||2023-01-05|2019-10-04|2019-10-08|Actual|||||||2023-01-05|2023-01-06|Actual|November 27, 2019|Actual|2019-11-27|January 2023|2023-01-31|October 1, 2025|Anticipated|2025-10-01|October 1, 2024|Anticipated|2024-10-01||Interventional|||Gene Modified Immune Cells (IL13Ralpha2 CAR T Cells) After Conditioning Regimen for the Treatment of Stage IIIC or IV Melanoma|Phase 1 Dose Escalation Study of Systemically Administered IL13Ra2 Chimeric Antigen Receptor (CAR) T Cells After a Nonmyeloablative Conditioning Regimen in Patients With Metastatic Melanoma|Recruiting||Phase 1|24|Anticipated|Jonsson Comprehensive Cancer Center||1|||f||||t|t|f|||f||||||||2023-09-03 01:37:30.699057|2023-09-03 01:37:30.699057|OTHER|||||
NCT04226989||2020-01-08|||2020-02-19|2020-01-09|2020-01-13|Actual|||||||2020-02-19|2020-02-21|Actual|February 5, 2020|Actual|2020-02-05|February 2020|2020-02-29|May 31, 2024|Anticipated|2024-05-31|February 5, 2022|Anticipated|2022-02-05||Interventional|||A Study of CT-RD06 Cell Injection in Patients With Relapsed or Refractory CD19+ B-cell Hematological Malignancy|A Study of CT-RD06 Cell Injection in Patients With Relapsed or Refractory CD19+ B-cell Hematological Malignancy|Recruiting||Early Phase 1|72|Anticipated|Zhejiang University||1|||f||||t|f|f|||||||||||2023-09-02 09:52:46.383939|2023-09-02 09:52:46.383939|OTHER|||||
NCT04089215||2019-09-10|||2021-01-17|2019-09-11|2019-09-13|Actual|||||||2021-01-17|2021-01-22|Actual|June 11, 2019|Actual|2019-06-11|January 2021|2021-01-31|September 30, 2024|Anticipated|2024-09-30|December 31, 2022|Anticipated|2022-12-31||Interventional|||CD19-targeted CAR T Cells for Relapsed and Refractory (R/R) Non-Hodgkins Lymphoma|A Phase II Open-Label, Single-Arm, Multicenter Study of JWCAR029, CD19-targeted Chimeric Antigen Receptor (CAR) T Cells for Relapsed and Refractory (R/R) Non-Hodgkins Lymphoma|Recruiting||Phase 2|82|Anticipated|Shanghai Ming Ju Biotechnology Co., Ltd.||1|||f|||||f|f|||||||||No||2023-09-03 01:41:45.974703|2023-09-03 01:41:45.974703|INDUSTRY|||||
NCT03380039||2017-12-11|||2020-10-08|2017-12-15|2017-12-20|Actual|||||||2020-10-08|2020-10-12|Actual|October 13, 2017|Actual|2017-10-13|September 2020|2020-09-30|July 2, 2023|Anticipated|2023-07-02|July 2, 2020|Actual|2020-07-02||Interventional|||Clinical Study of CAR-BCMA T Cells in Patients With Refractory or Relapsed Multiple Myeloma|Clinical Study of Redirected Autologous T Cells With a BCMA-targeted Chimeric Antigen Receptor in Patients With Refractory or Relapsed Multiple Myeloma|Unknown status|Active, not recruiting|Not Applicable|6|Actual|Xinhua Hospital, Shanghai Jiao Tong University School of Medicine||1|||f||||t|f|f|||||||||No||2023-09-04 17:55:54.57887|2023-09-04 17:55:54.57887|OTHER|||||
NCT04608487||2020-10-19|||2023-06-07|2020-10-28|2020-10-29|Actual|||||||2023-06-07|2023-06-08|Actual|December 4, 2020|Actual|2020-12-04|June 2023|2023-06-30|June 1, 2025|Anticipated|2025-06-01|June 1, 2024|Anticipated|2024-06-01||Interventional|||Axi-cel in CNS Lymphoma|A Phase I Study of Anti-CD19 CAR T-cell Therapy With Axicabtagene Ciloleucel (Axi-cel) in Patients With Relapsed/Refractory Primary and Secondary Central Nervous System (CNS) Lymphoma|Active, not recruiting||Phase 1|18|Actual|Dana-Farber Cancer Institute||1|||f||||t|t|f||||||Data can be shared no earlier than 1 year following the date of publication|Contact the Belfer Office for Dana-Farber Innovations (BODFI) at innovation@dfci.harvard.edu||Yes|The Dana-Farber / Harvard Cancer Center encourages and supports the responsible and ethical sharing of data from clinical trials. De-identified participant data from the final research dataset used in the published manuscript may only be shared under the terms of a Data Use Agreement. Requests may be directed to: [contact information for Sponsor Investigator or designee]. The protocol and statistical analysis plan will be made available on Clinicaltrials.gov only as required by federal regulation or as a condition of awards and agreements supporting the research.|2023-09-01 01:53:17.74521|2023-09-01 01:53:17.74521|OTHER|||||
NCT03676504||2018-09-07|||2023-06-06|2018-09-16|2018-09-18|Actual|||||||2023-06-06|2023-06-08|Actual|September 7, 2018|Actual|2018-09-07|June 2023|2023-06-30|April 1, 2024|Anticipated|2024-04-01|January 1, 2024|Anticipated|2024-01-01||Interventional|||Treatment of Patients With Relapsed or Refractory CD19+ Lymphoid Disease With T Cells Expressing a Third-generation CAR|Treatment of Patients With Relapsed or Refractory CD19+ Lymphoid Disease With T Lymphocytes Transduced by RV-SFG.CD19.CD28.4-1BBzeta Retroviral Vector - a Unicenter Phase I/II Clinical Trial|Recruiting||Phase 1/Phase 2|68|Anticipated|University Hospital Heidelberg||3|||f|||||f|f|||||||||||2023-09-01 01:54:30.066998|2023-09-01 01:54:30.066998|OTHER|||||
NCT05176275||2021-12-03|||2021-12-16|2021-12-16|2022-01-04|Actual|||||||2021-12-16|2022-01-04|Actual|January 1, 2022|Anticipated|2022-01-01|December 2021|2021-12-31|December 1, 2022|Anticipated|2022-12-01|December 1, 2022|Anticipated|2022-12-01||Interventional|||PET / CT Imaging and Safety in Patients With Lymphoma Treated With CD19 Car-t Cells|PET / CT Imaging and Safety of the 68Ga-NOTA-RP25 Molecular Probe in Patients With Lymphoma Who Have Received Prior Therapy Containing CD19 CAR-T Cells|Not yet recruiting||Not Applicable|10|Anticipated|The First Affiliated Hospital of Soochow University||1|||f|||||f|f|||||||||||2023-09-03 19:08:02.286819|2023-09-03 19:08:02.286819|OTHER|||||
NCT03790891||2018-12-28|||2020-03-11|2018-12-28|2019-01-02|Actual|||||||2020-03-11|2020-03-13|Actual|January 5, 2019|Actual|2019-01-05|March 2020|2020-03-31|January 1, 2022|Anticipated|2022-01-01|June 1, 2021|Anticipated|2021-06-01||Interventional|||Treatment of Non-Hodgkin Lymphoma With CD19-TriCAR-T/SILK Cell Therapy|Adoptive Immunotherapy for Non-Hodgkin Lymphoma With CD19-TriCAR-T/SILK Cell|Unknown status|Recruiting|Early Phase 1|12|Anticipated|Timmune Biotech Inc.||1|||f||||t|f|f|||||||||No||2023-09-03 19:09:45.127078|2023-09-03 19:09:45.127078|INDUSTRY|||||
NCT05438368||2022-06-21|||2022-06-25|2022-06-25|2022-06-30|Actual|||||||2022-06-25|2022-06-30|Actual|June 30, 2022|Anticipated|2022-06-30|June 2022|2022-06-30|June 30, 2026|Anticipated|2026-06-30|December 31, 2025|Anticipated|2025-12-31||Interventional|||GD2/CD70 Bi-specific CAR-T Cell Therapy|GD2/CD70 Bi-specific CAR-T Cells for Cancer Treatment|Recruiting||Phase 1/Phase 2|30|Anticipated|Shenzhen Geno-Immune Medical Institute||1|||f||||f|f|f|||||||||No||2023-09-03 19:12:35.539496|2023-09-03 19:12:35.539496|OTHER|||||
NCT05234190||2022-02-01|||2022-12-22|2022-02-01|2022-02-10|Actual|||||||2022-12-22|2022-12-27|Actual|January 21, 2022|Actual|2022-01-21|December 2022|2022-12-31|March 2039|Anticipated|2039-03-31|June 2025|Anticipated|2025-06-30||Interventional|LIBERATE||Safety and Clinical Activity of QEL-001 in A2-mismatch Liver Transplant Patients|A Single-arm, Open-label, Multi-center, Phase I/II Study Evaluating the Safety and Clinical Activity of QEL-001, an Autologous CAR T Regulatory Cell Treatment Targeting HLA-A2, in HLA-A2/ A28neg Patients That Have Received an HLA-A2pos Liver Transplant.|Recruiting||Phase 1/Phase 2|33|Anticipated|Quell Therapeutics Limited||1|||f||||t|f|f|||||||||No||2023-09-03 19:12:55.351105|2023-09-03 19:12:55.351105|INDUSTRY|||||
NCT04085159||2019-09-09|||2020-06-10|2019-09-09|2019-09-11|Actual|||||||2020-06-10|2020-06-12|Actual|September 1, 2019|Actual|2019-09-01|June 2020|2020-06-30|December 31, 2022|Anticipated|2022-12-31|January 31, 2021|Anticipated|2021-01-31||Interventional|||Immunotherapy Based on Antigen-specific Immune Effector Cells Targeting Neurofibromatosis or Schwannomatosis|Immunotherapy Targeting Neurofibromatosis or Schwannomatosis|Unknown status|Recruiting|Phase 1/Phase 2|100|Anticipated|Shenzhen Geno-Immune Medical Institute||1|||f||||f|f|f|||||||||No||2023-09-03 02:03:35.275701|2023-09-03 02:03:35.275701|OTHER|||||
NCT04696731||2021-01-04|||2022-03-25|2021-01-04|2021-01-06|Actual|||||||2022-03-25|2022-03-29|Actual|February 24, 2021|Actual|2021-02-24|March 2022|2022-03-31|October 2025|Anticipated|2025-10-31|December 2022|Anticipated|2022-12-31||Interventional|TRAVERSE||Safety and Efficacy of ALLO-316 in Subjects With Advanced or Metastatic Clear Cell Renal Cell Carcinoma|A Phase 1 Multicenter Study Evaluating the Safety and Efficacy of ALLO-316 Following ALLO-647 Containing Conditioning Regimen in Subjects With Advanced or Metastatic Clear Cell Renal Cell Carcinoma|Recruiting||Phase 1|120|Anticipated|Allogene Therapeutics||1|||f||||f|t|f|||||||||||2023-09-03 02:04:05.560422|2023-09-03 02:04:05.560422|INDUSTRY|||||
NCT03706326||2018-10-11|||2018-10-11|2018-10-11|2018-10-16|Actual|||||||2018-10-11|2018-10-16|Actual|September 28, 2018|Actual|2018-09-28|October 2018|2018-10-31|September 28, 2021|Anticipated|2021-09-28|September 28, 2021|Anticipated|2021-09-28||Interventional|||CAR T and PD-1 Knockout Engineered T Cells for Esophageal Cancer|Combination Therapy of Anti-MUC1 CAR T Cells and PD-1 Knockout Engineered T Cells for Advanced Esophageal Cancer|Unknown status|Recruiting|Phase 1/Phase 2|20|Anticipated|The First Affiliated Hospital of Guangdong Pharmaceutical University||3|||f||||f|f|f|||||||||||2023-09-03 19:16:21.276212|2023-09-03 19:16:21.276212|OTHER|||||
NCT04004637||2019-06-28|||2020-09-25|2019-06-28|2019-07-02|Actual|||||||2020-09-25|2020-09-28|Actual|August 25, 2019|Actual|2019-08-25|September 2020|2020-09-30|June 1, 2021|Anticipated|2021-06-01|June 1, 2021|Anticipated|2021-06-01||Interventional|||CD7 CAR-T Cells for Patients With R/R CD7+ NK/T Cell Lymphoma,T-lymphoblastic Lymphoma and Acute Lymphocytic Leukemia|CD7 CAR-T Cells for Patients With Relapse/Refractory CD7+ NK/T Cell Lymphoma ,T-lymphoblastic Lymphoma and Acute Lymphocytic Leukemia|Unknown status|Recruiting|Phase 1|10|Anticipated|PersonGen BioTherapeutics (Suzhou) Co., Ltd.||1|||f||||f|f|f|||||||||Undecided||2023-09-03 02:07:08.883975|2023-09-03 02:07:08.883975|INDUSTRY|||||
NCT05277753||2022-02-21|||2022-03-14|2022-03-11|2022-03-14|Actual|||||||2022-03-14|2022-03-15|Actual|March 15, 2022|Anticipated|2022-03-15|March 2022|2022-03-31|December 31, 2025|Anticipated|2025-12-31|December 31, 2024|Anticipated|2024-12-31||Interventional|||NGS-MRD Assessment of Combination Immunotherapies Targeting T-ALL|NGS-MRD Evaluation of Antigen-specific T Cells and DC Vaccine Combination Targeting T-cell Acute Lymphoblastic Leukemia|Recruiting||Phase 1|10|Anticipated|Shenzhen Geno-Immune Medical Institute||1|||f||||f|f|f|||||||||||2023-09-03 02:08:00.156909|2023-09-03 02:08:00.156909|OTHER|||||
NCT05590221||2022-10-12|||2022-10-19|2022-10-19|2022-10-21|Actual|||||||2022-10-19|2022-10-21|Actual|December 10, 2022|Anticipated|2022-12-10|October 2022|2022-10-31|December 10, 2024|Anticipated|2024-12-10|February 10, 2024|Anticipated|2024-02-10||Interventional|||Relmacabtagene Autoleucel as First-Line Therapy for High-Risk Large B-Cell Lymphoma|Study to Evaluate the Efficacy and Safety of Relmacabtagene Autoleucel (Relma-cel) as First-Line Therapy in Adult Participants With High-Risk Large B-Cell Lymphoma|Not yet recruiting||Phase 2|20|Anticipated|Peking University Cancer Hospital & Institute||1|||f||||t|f|f|||f||||||No||2023-09-03 02:09:16.955338|2023-09-03 02:09:16.955338|OTHER|||||
NCT03064269||2017-02-18|||2023-01-11|2017-02-21|2017-02-27|Actual|||||||2023-01-11|2023-01-12|Actual|March 1, 2017|Actual|2017-03-01|February 2022|2022-02-28|February 18, 2024|Anticipated|2024-02-18|August 1, 2023|Anticipated|2023-08-01||Interventional|||CAR-T Therapy for Central Nervous System B-cell Acute Lymphocytic Leukemia|CAR-T Therapy for Central Nervous System B-cell Acute Lymphocytic Leukemia|Recruiting||Phase 1|10|Anticipated|Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd||1|||f||||t|f|f|||||||||No||2023-09-03 19:19:28.872979|2023-09-03 19:19:28.872979|INDUSTRY|||||
NCT03502577||2018-04-11|||2023-07-10|2018-04-11|2018-04-18|Actual|||||||2023-07-10|2023-07-12|Actual|May 23, 2018|Actual|2018-05-23|July 2023|2023-07-31|September 1, 2026|Anticipated|2026-09-01|September 1, 2025|Anticipated|2025-09-01||Interventional|||BCMA-Specific CAR T-Cells Combined With a Gamma Secretase Inhibitor (JSMD194) to Treat Relapsed or Persistent Multiple Myeloma|A Phase I Study of B-Cell Maturation Antigen (BCMA)-Specific Chimeric Antigen Receptor T Cells in Combination With JSMD194, a Small Molecule Inhibitor of Gamma Secretase, in Patients With Relapsed or Persistent Multiple Myeloma|Suspended||Phase 1|18|Anticipated|Fred Hutchinson Cancer Center||1||Waiting on confirmation of additional funding|f||||t|t|f|||||||||No||2023-09-03 06:22:20.569951|2023-09-03 06:22:20.569951|OTHER|||||
