id|nct_id|intervention_type|name|description
56356837|NCT03825718|Biological|GC007F|GC007F is the CAR-T cell immunotherapy targeted CD19. The subjects will receive GC007F as one dose. The dosage ranges from 6×10^4 to 2×10^6 CAR+T/Kg.
56491318|NCT03198052|Biological|CAR-T cells targeting GPC3, Mesothelin, Claudin18.2, GUCY2C, B7-H3, PSCA, PSMA, MUC1, TGFβ, HER2, Lewis-Y, AXL, or EGFR|CAR-T cells injection: (1-10×10e6/kg CAR-T for each treatment; 3 or more cycles.
56491578|NCT03298828|Biological|CD19 CAR and PD-1 knock out engineered T-cells|A single dose of 1 x 10^6/kg CD19 CAR transduced and PD-1 knock out engineered T-cells will be given as an intravenous injection through a Hickman line or PICC line(peripherally inserted central catheter) on day 0.
56491579|NCT03298828|Biological|CD19 CAR T-cells|A single dose of 1 x 10^6/kg CD19 CAR transduced T-cells will be given as an intravenous injection through a Hickman line or PICC line(peripherally inserted central catheter) on day 0.
56636299|NCT04430595|Biological|4SCAR T cells|Infusion of 4SCAR-GD2, -Her2 and -CD44v6 CAR-T cells
56357917|NCT05201781|Drug|Cilta-cel|Participants who had received cilta-cel in previous studies will be followed up in this study. No additional study treatment will be administered to participants in this study.
56492494|NCT02456350|Drug|Fludarabine|On days -5 through -3, Fludarabine 30mg/m2 IV will be infused over 30 minutes.
56492495|NCT02456350|Drug|Cyclophosphamide|On days -5 through -3, Cyclophosphamide 300mg/m2 IV will be infused over 60 minutes followed by fludarabine.
56492496|NCT02456350|Biological|Anti-CD19-CAR transduced T cells|Modified cells will be infused IV over 30 minutes (2-4 days after the last dose of fludarabine).
56043032|NCT05190653|Other|Early palliative and supportive care|The intervention itself will be predominantly the provision of education and information. It is possible that patients in the intervention arm may receive treatment recommendations to help manage symptoms.
56636615|NCT04864821|Drug|Targeting CD276 CAR T cells|Targeting CD276 autologous chimeric antigen receptor T cells
56493700|NCT03207178|Biological|Mixed CD19/CD20 CAR-T Transfer|Autologous CD19 CAR-T cells and CD20 CAR-T cells with average 1-5*10^6 cells/kg body weight,separately.
56359198|NCT04008394|Genetic|Anti-CD30 CAR T cells|Patients receive CD30 CAR-T cells transduced with a lentiviral vector on day 0 in the absence of disease progression or unacceptable toxicity. Autologous 3th generation anti-CD30 CAR T cells.
56359465|NCT05277987|Drug|HEC-016(0.5×10^6 CAR-T Cells)|The initial dose is set to 0.5 × 10^6 car-t cells / kg, and 3 ~ 6 subjects are expected to be included in the dose group. DLT was observed within 28 days after cell infusion.
56359466|NCT05277987|Drug|HEC-016(0.5×10^6.5 CAR-T Cells)|The Second dose is set 0.5 × 10^6.5 car-t cells / kg, and 3 ~ 6 subjects are expected to be included in the dose group.
56359467|NCT05277987|Drug|HEC-016(0.5×10^7 CAR-T Cells)|The Third dose is set 0.5 × 10^7 car-t cells / kg, and 3 ~ 6 subjects are expected to be included in the dose group.
56359737|NCT04048434|Device|Cytosorb|extracorporeal cytokine adsorption
56494330|NCT03118180|Biological|CD19 targeted chimeric antigen receptor T cells|CD19 targeted chimeric antigen receptor T cells for refractory and relapsed B cell lymphoma
56494793|NCT03185494|Biological|anti-CD19/22-CAR vector-transduced T cells|genetically engineered lymphocyte therapy
56637491|NCT04853277|Behavioral|Education|Each Patient will undergo a 30 minute telephone visit with a trained Medical Provider outlining the timeline of various common emotional challenges experienced after transplant/CAR-T, as well as coping techniques. A pamphlet with information discussed will also be provided to the patient to review on their own time. The patient will have an opportunity to express any psychosocial/emotional concerns at this time.
56360252|NCT05306080|Drug|Tadekinig alfa (IL-18BP)|"Tadekinig alfa will be administered via subcutaneous injection. The site of subcutaneous injection should be rotated to avoid injection site reactions; e.g. the outside of the thighs, arms, and the various quadrants of the anterior abdominal wall.~Injection #1/Day 1:~o Loading dose of 4 mg/kg; Maximum dose of 350 mg.~Repeat Injection(s): 2 mg/kg/injection; Maximum dose of 160 mg/injection. Missed doses will not be made up.~Injection #2/Day 3: Approximately 48 hours (+/- 5 hours) after receipt of the 1st injection.~Injection #3/Day 5: Approximately 48 hours (+/- 5 hours) after receipt of the 2nd injection.~Continued Dosing (Optional): Approximately q48-72 hours; If the subject is responsive to initial therapy, but has ongoing symptoms of CRS/CRHLS."
56495682|NCT05008575|Biological|anti-CD33 CAR NK cells|6×10^8, 12×10^8, 18×10^8/KG Treatment follows a lymphodepletion
56495683|NCT05008575|Drug|Fludarabine|recommendation: 30mg/m2 (D-5~D-3),determined by tumor burden at baseline.
56495684|NCT05008575|Drug|Cytoxan|recommendation: 300-500mg/m2 (D-5~D-3),determined by tumor burden at baseline.
56638073|NCT03232619|Biological|CD19 CART|Patients will get one course of CART treatment with the dose of 0.5-5*10~6/KgBW.
56496205|NCT03361748|Biological|bb2121|: bb2121 consists of autologous T lymphocytes transduced with an anti-BCMA02 CAR lentiviral vector to express a chimeric antigen receptor targeting the human B cell maturation antigen (anti-BCMA CAR).
56638160|NCT04792593|Biological|Senl-h19 CAR-T|Biological: Senl-h19 CAR-T; Drug: Cyclophosphamide,Fludarabine; Procedure: Leukapheresis
56638264|NCT05473221|Biological|CD33 CAR-T|CD33 CAR-T is a new type CAR-T cells therapy for patients with acute myeloid leukemia.
56638570|NCT04745559|Biological|Pneumococcal conjugate vaccine (PCV13)|Licensed heptavalent pneumococcal conjugate vaccine (PCV13, Pneumococcal 13-valent conjugate vaccine
56638571|NCT04745559|Biological|CD19 targeted CAR T Cell Therapy|This is a personalized therapeutic approach that entails removal of T cells from patient's peripheral blood, genetic modification, activation and expansion in vitro to retarget cells against CD19 protein on the surface of B cells, and infusion of the genetically engineered cells back into the patient. CD19 is a surface protein that is expressed on B cells starting from early pre-B cells to mature fully differentiated B cells. Therefore, CD19-targeted CAR T cell therapy can effectively treat refractory B cell lymphomas.
56638630|NCT05554575|Biological|BT-007 CD7 CAR-T cells|T cells purified from the peripheral blood mononuclear cell (PBMC) of subjects or subjects' relatives which depend on their conditions, transduced with 4-1BB/CD3ζ lentiviral vector, expanded in vitro for future administration.
56638632|NCT01318317|Procedure|Autologous Hematopoietic Stem Cell Transplantation|Undergo autologous PBSCT
56638633|NCT01318317|Biological|Filgrastim|Given IV
56638634|NCT01318317|Biological|Genetically Engineered Lymphocyte Therapy|Receive ex vivo expanded autologous TCM-enriched CD8+ T cells expressing CD19-specific CAR
56638635|NCT01318317|Other|Laboratory Biomarker Analysis|Correlative studies
56638636|NCT01318317|Procedure|Peripheral Blood Stem Cell Transplantation|Undergo autologous PBSCT
56638637|NCT01318317|Drug|Plerixafor|Given IV
56638638|NCT01318317|Biological|Rituximab|Given IV
56638651|NCT04325841|Biological|Murine autologous anti-CD19 chimeric antigen receptor T cells|CAR-T cells were manufactured from peripheral blood mononuclear cells collected by leukapheresis and frozen for multiple uses. Before each CAR T-cell infusion (day 0), patients received lymphodepleting chemotherapy composing of Fludarabine (30 mg/m2/day) and Cyclophosphamide (250 mg/m2/day) on days -5 to -3. No bridging chemotherapy was given between enrollment and infusion. In CD19 T cell clinical trials, CAR-T cells was given once. All patients underwent bone marrow (BM) biopsy examination and radiology studies on days 30 and every month to determine the response and remission status. Bone biopsy, MRD status by FCM and RT-PCR (if the patient had fusion gene), and EMDs evaluation by CT/MRI/PET-CT were also conducted before CAR-T cell infusion to determine the disease status.
56638874|NCT05538195|Biological|CEA-targeted CAR-T cells|Administration method: intravenous infusion； Subjects will receive conditioning therapy by Fludarabine and Cyclophosphamide before cell infusion.
56638875|NCT05538195|Biological|CEA-targeted CAR-T cells|Administration method: intraperitoneal injection；Subjects will receive conditioning therapy by Fludarabine and Cyclophosphamide before cell infusion.
56498218|NCT03114670|Biological|CD123CAR-41BB-CD3zeta-EGFRt-expressing T cells|a single dose of CD123CAR-41BB-CD3zeta-EGFRt-expressing T cells will be infusion after preconditioning.
56498267|NCT04440436|Drug|IM19 CAR-T Cells|"IM19 CAR-T cells~Drug: Fludarabine~Two days before cell infusion, all patients will be treated with fludarabine for 3 days~Drug: Cyclophosphamide~Two days before cell infusion, all patients will be treated with Cyclophosphamide for 3 days"
56362747|NCT04003168|Drug|Human BCMA targeted T Cells Injection|Autologous genetically modified anti-BCMA CAR transduced T cells
56210909|NCT04516551|Biological|anti-CD19 allo-CAR-T cells|The T cells collected from haploidentical donors have been manufactured to express CAR to binding CD19 on B-cell leukemia.
56210968|NCT04324996|Biological|NK cells,IL15-NK cells,NKG2D CAR-NK cells,ACE2 CAR-NK cells,NKG2D-ACE2 CAR-NK cells|The CAR-NK cells are universal off the shelf NK cells enriched from umbilical cord blood and engineered genetically.
56386354|NCT05225831|Biological|Autologous CD19/CD22 Chimeric Antigen Receptor T-cells|A single infusion of CD19 and CD22 CAR-T cells.
56386355|NCT05225831|Drug|Cyclophosphamide,Fludarabine|Given
56500856|NCT03726515|Biological|CART-EGFRvIII T cells|autologous T cells that have been engineered to express an extracellular Humanized single chain antibody (scFv) with specificity for EGFRvIII linked to an intracellular signaling molecule comprised of a tandem signaling domain of the 4-1BB and TCRζ signaling modules.
56500857|NCT03726515|Biological|Pembrolizumab|humanized monoclonal immunoglobulin (Ig) G4 antibody directed against human cell surface receptor PD-1 (programmed death-1 or programmed cell death-1) with potential immune checkpoint inhibitory and antineoplastic activities.
56044537|NCT04608487|Drug|Fludarabine|Intravenous infusion
56044538|NCT04608487|Drug|Cyclophosphamide|Intravenous infusion
56044539|NCT04608487|Biological|Axicabtagene Ciloleucel|Intravenous infusion
56640468|NCT05515185|Drug|KT095 CAR-T injection|Clearance of lymphocytes
56640513|NCT05514327|Radiation|ultra-fraction radiotherapy|the R/R DLBCL patients would receive ultra-fraction radiotherapy as bridging therapy before the CD19 CART cell infusion
56640655|NCT03173417|Biological|IM19 CAR-T|T Cells Expressing an Anti-CD19 Chimeric Antigen Receptor
56640656|NCT03173417|Drug|fludarabine and cyclophosphamide|Two days before cell infusion,all patients will be treated with fludarabine and cyclophosphamide for 3 days
56364270|NCT03573700|Drug|Cyclophosphamide|Given IV
56364271|NCT03573700|Drug|Fludarabine|Given IV
56364272|NCT03573700|Drug|Mesna|Given IV
56364273|NCT03573700|Device|CliniMACS|The mechanism of action of the CliniMACS Cell Selection System is based on magnetic-activated cell sorting (MACS). The CliniMACS device is a powerful tool for the isolation of many cell types from heterogeneous cell mixtures, (e.g. apheresis products). These can then be separated in a magnetic field using an immunomagnetic label specific for the cell type of interest.
56364274|NCT03573700|Biological|CD19- specific CAR engineered autologous T-cells (SJCAR19 product)|Given IV
56044724|NCT03676504|Biological|CD19.CAR T Cells|Dose Level 1: 1×10^6 transduced cells/m^2; Dose Level 2: 5×10^6 transduced cells/m^2; Dose Level 3: 20×10^6 transduced cells/m^2; Dose Level 4: 5x10^7 transduced cells/m^2; Dose Level 5: 10x10^7 transduced cells/m^2; Dose Level 6: 20x10^7 transduced cells/m^2
56044725|NCT03676504|Drug|Fludarabine|3 days of fludarabine 30 mg/m^2/day
56044726|NCT03676504|Drug|Cyclophosphamide|3 days of cyclophosphamide 500 mg/m^2/day
56502264|NCT04097301|Drug|MLM-CAR44.1 T-cells at day 0 Single intravenous infusion|Lymphodepleting chemotherapy with cyclophosphamide (500 mg/m2) and fludarabine (30 mg/m2) daily from day -5 to day -3.
56641311|NCT04280133|Behavioral|Educational Video Tool|The video educational tool was written by the investigators in collaboration with a panel of experts on CAR T-cell therapy, medical ethicists, palliative care clinicians, and oncologists.
56211219|NCT04513431|Biological|Anti-CEA-CAR T|T cells modified with CEA targeted chimeric antigen receptor.
55941949|NCT05066022|Biological|CT0590 CAR T Cells|Dose-escalated CAR T cells infusion
56211510|NCT05639179|Biological|UCAR-T Cells|"UCAR-T Cellswill be administered by vein. The trial includes two portions. The first portion is a3+3dose escalation study, in which three dose groups are set:Dose level one:1×10^6 cells/kg;Dose level two:2×10^6 cells/kg;Dose level three:5×10^6 cells/kg. Each dose group requires at least three subjects. The trial will start from dose level one. The second portion includes a dosage extended cohort and will start after the finish of the3+3dose escalation study. Twelve subjects will get infusion of UCAR-T Cells at the best dose verified in the first portion."
56365525|NCT02547948|Biological|CD19-targeting CAR T Cells infusion|CD19-targeting 2nd generation CAR t cells infusion for refractory B cell lymphoma
56365554|NCT04010877|Biological|CLL-1, CD33 and/or CD123-specific CAR gene-engineered T cells|Infusion of CLL-1, CD33 and/or CD123-specific CAR-T cells
56642124|NCT05422521|Other|blood samples and 18FDG PET-CT exams|"18 FDG PET scanner at inclusion and post CART-cells treatment ( 1, 3, 6, 9 and 12 month)~blood collection at inclusion and post CART-cells treatment (7 days, 1 month and 3 month)"
56503290|NCT04385173|Drug|B7-H3 CAR-T|The B7-H3 CAR-T will be administrated via intratumoral or Intracerebroventricular injection through an Ommaya catheter in between Temozolomide cycles. Temozolomide will be stopped during the infusion of B7-H3 CAR-T
56503291|NCT04385173|Drug|Temozolomide|Temozolomide will be given to patients orally every 5 days with 23 days interval. The initial dose is 150 mg/m2 on the first day and 200 mg/m2 for the rest if no toxicity is seen. If 200 mg/m2 is toxic, the drug will return to 150 mg/m2 or will be stopped.
56366070|NCT04119024|Drug|Cyclophosphamide|Given IV
56366071|NCT04119024|Drug|Fludarabine Phosphate|Given IV
56366072|NCT04119024|Biological|IL13Ralpha2-specific Hinge-optimized 4-1BB-co-stimulatory CAR/Truncated CD19-expressing Autologous TN/MEM Cells|Given IV
56366073|NCT04119024|Drug|Recombinant Interleukin-2|Given SC
56503568|NCT03706547|Biological|anti-CD19/BCMA CAR-T cells|Retroviral vector-transduced autologous T cells to express anti-CD19 and anti-BCMA CARs
56503569|NCT03706547|Drug|Fludarabine|30mg/m2/d
56503570|NCT03706547|Drug|Cyclophosphamide|300mg/m2/d
56045754|NCT04562298|Biological|LCAR-M23 cells|Prior to infusion of LCAR-M23, subjects will receive a premedication regimen (intravenous infusion of cyclophosphamide 300 mg/m2 and fludarabine 30 mg/m2 once daily for 3 days; fludarabine dose reduction to 25 mg/m2 and cyclophosphamide to 250 mg/m2 are allowed if the subject' s creatinine clearance is 50-70 mL/min/1.73 m2). A single dose, single Infusion of LCAR-M23 is scheduled 5 to 7 days after the initiation of the premedication regimen.
55942018|NCT04662294|Biological|CD70 CAR T-cells|Each subject receive CD70 CAR T-cells by intravenous infusion
56366574|NCT04089215|Biological|CD19-targeted Chimeric Antigen Receptor (CAR) T Cells|JWCAR029 be administered at dose level: 1 x 10^8 CAR+T cells and 1.5 x 10^8 CAR+T cells
56503992|NCT05309213|Biological|IM19 CAR-T cells|IM19 CAR-T cells will be administered at dose level:5 x 10^4 CAR+ T cells/kg,1x 10^5 CAR+ T cells/kg,3 x 10^5 CAR+ T cells/kg,1 x 10^6 CAR+ T cells/kg
56212284|NCT02954445|Biological|Anti-BCMA-CAR-transduced T cells|The first 3 enrolled patients will receive autologous-derived BCMA-targeted CAR-T cells on day 1, 2 and 3 with respective 10%, 30% and 60% of the total expected dosage after receiving lymphodepleting chemotherapy. If the 3 patients don't display severe toxicity, the next patients enrolled will get infused in 2 days with respective 40% and 60% total dosage.
56504052|NCT04640909|Other|Peripheral blood samples withdrawal|Peripheral blood samples evaluation
56212401|NCT02274584|Genetic|Anti-CD30 CAR T cells|Autologous 4th generation withdrawal lentiviral-transduced anti-CD30 CAR T cells
56504259|NCT01192464|Drug|autologous CAR.CD30 EBV specific-CTLs|Three dose levels will be evaluated. Using the modified continual reassessment method, cohorts of size two will be enrolled at each dose level. Each patient will receive one injection.
56046147|NCT01593696|Biological|Anti-Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR)|Cells extracted, followed by induction chemotherapy before Cluster of Differentiation (CD)19-Chimeric antigen receptor (CAR) infusion (dose escalation.)
56643913|NCT03191773|Combination Product|Drugs and anti-CD19 CAR transduced T cells|"Drug: Fludarabine On days -4 through -2, Fludarabine 30mg/m2 (IV) will be infused over 30 minutes.~Drug: Cyclophosphamide On days -4 through -2, Cyclophosphamide 300-500mg/m2 IV will be infused over 60 minutes followed by fludarabine.~Biological: Anti-CD19-CAR T cells On day 0, cells will be infused intravenously IV over 20 - 30 minutes."
56644229|NCT03182803|Biological|CTLA-4/PD-1 antibodies expressing mesoCAR-T|Every cycle, peripheral blood mononuclear cells (PBMC) are collected on day 0, CAR-T cells are cultured in a GMP standard workshop. Patients are given a three-day regimen of chemotherapy consisting of cyclophosphamide aimed to deplete the lymphocytes before cells infusion. Then the patients will receive an i.v.gtt infusion of CTLA-4 and PD-1 antibodies expressing mesothelin-targeted CAR-T cells at (2-5) ×10^7 cells/kg from day 18 to day 19 (±2 days). 2 cycles are regarded as a treatment period.
56644785|NCT05385263|Drug|Nivolumab Injection [Opdivo]|Nivolumab ( 3mg/kg IV) on day +5. If CAR-T expansion<100 cells/microL on day +7 one additional dose of nivolumab (3mg/kg IV) will be given on day +19
56644897|NCT05085431|Biological|Assigned Interventions CD19/BCMA CAR T-cells|Drug: CD19/BCMA CAR T-cells Each subject receive CD19/BCMA CAR T-cells by intravenous infusion Other Name: CD19/BCMA CAR T-cells injection
56505775|NCT03671460|Biological|CD19 CAR-T cells|T cells purified from the PBMC of subjects, transduced with 4-1BB/CD3-ζ lentiviral vector, expanded in vitro for future administration.
56645613|NCT04846439|Biological|CAR-T infusion|Sequential infusion of CD19 and BCMA autologous chimeric antigen receptor T cells, the infusion dose was determined according to the body weight of the subject and the effective content of cell preparation.
56645702|NCT02659943|Biological|Anti-cluster of differentiation 19 (CD19)-Chimeric Antigen Receptor (CAR) T cells|Dose-escalation trial starting dose: 0.66x10^6 CAR+ T cells/kg(weight based dosing)(up to a maximum dose of 18x10^6 CAR+ T cells/kg) infuse on day 0
56645703|NCT02659943|Drug|Cyclophosphamide|300 mg/m^2 intravenous (IV) infusion over 30 minutes on days -5, -4 and -3
56645704|NCT02659943|Drug|Fludarabine|30 mg/m^2 intravenous (IV) infusion over 30 minutes administered immediately following the cyclophosphamide on days -5, -4,and -3
56506242|NCT03464916|Biological|CAR2 Anti-CD38 A2 CAR-T Cells|Autologous IV infusion; dose-escalation
56646016|NCT05017883|Drug|TAA05 cell injection|"Chimeric antigen receptor T cells (car-t)~Chimeric antigen receptor T cells (car-t) is one of the most effective therapies for malignant tumors (especially hematological tumors). Like other immunotherapies, the basic principle is to use the patient's own immune cells to clear cancer cells. Chimeric antigen receptor (car) is the core component of car-t, which endows T cells with the ability to recognize tumor antigens in an independent manner,which enables car modified T cells to recognize a wider range of targets than natural T cell surface receptors (TCR). The basic design of car includes a tumor associated antigen binding region (usually derived from scFv segment of monoclonal antibody antigen binding region), transmembrane region and intracellular signal region. The selection of target antigen is a key determinant for the specificity and effectiveness of car and the safety of genetically modified T cells."
56369302|NCT04085159|Biological|Antigen-specific T cells CART/CTL and DCvac|Antigen-specific T cells CART/CTL and DCvac cells to treat cancer
56506430|NCT03661554|Biological|BCMA CAR-T Cells|The Chinese name of CAR-T cells is chimeric antigen receptor T cells. It is through gene transfection technology, so that patients with T lymphocytes can carry B cell-specific antigens, so that T lymphocytes can selectively kill B lymphocyte-derived tumor cells.
56369360|NCT04696731|Genetic|ALLO-316|ALLO-316 is an allogeneic CAR T cell therapy targeting CD70
56369361|NCT04696731|Biological|ALLO-647|ALLO-647 is a monoclonal antibody that recognizes a CD52 antigen
56369362|NCT04696731|Drug|Fludarabine|Chemotherapy for lymphodepletion
56369363|NCT04696731|Drug|Cyclophosphamide|Chemotherapy for lymphodepletion
56369739|NCT04004637|Drug|CD7 CAR-T cells infusion|"Biological: CD7 CAR-T cells infusion. Pretreatment: patients enrolled in this study will receive cyclophosphamide or fludarabine plus cyclophosphamide. CD7 CAR-T cells infusion are allowed within 2 weeks after treatment.~CD7 CAR-T cells infusion: 30-60 minutes before infusion, H1 anti-histamine agents are applied (acetaminophen 30mg,po.; promethazine 25mg,i.v. ; diphenhydramine 0.5-1mg/kg, no more than 50mg.). Non-physiological doses of corticosteroids are not applied for patients during treatment or recovery unless a life-threatening emergency occurs. CD7 CAR-T cells are infused into patients for one or two times, the number of infused CD7 CAR-T cells are 0.5-5×10^6/kg."
56506912|NCT03758417|Biological|LCAR-B38M CAR-T Cell|Participants will receive LCAR-B38M CAR-T cells as a single infusion which consists of autologous T lymphocytes transduced with LCAR-B38M, a lentiviral vector to express a chimeric antigen receptor targeting the human B cell maturation antigen (anti-BCMA CAR).
56047631|NCT04406610|Biological|GD2 CAR-T immunotherapy|Antigen-specific T cell therapy
56369847|NCT05277753|Biological|Antigen-specific T cells CAR-T/CTL and DCvac|Antigen-specific T cells CAR-T/CTL and DCvac cells to treat T-ALL
56213603|NCT05143151|Biological|CD276 CAR-T cells|CD276 CAR-T cells infusion
56213606|NCT05143112|Biological|Allogeneic CD19 CR-T cell|Allogeneic CD19 CR-T cell infusion
56507066|NCT03318861|Genetic|KITE-585|A single infusion of KITE-585 autologous anti-BCMA CAR T cells
56507067|NCT03318861|Drug|Cyclophosphamide|Administered intravenously
56507068|NCT03318861|Drug|Fludarabine|Administered intravenously
56369984|NCT05590221|Biological|Relmacabtagene Autoleucel|A single infusion of chimeric antigen receptor (CAR)-transduced autologous T cells
56369985|NCT05590221|Drug|Fludarabine|Administered according to package insert
56369986|NCT05590221|Drug|Cyclophosphamide|Administered according to package insert
56507159|NCT05420493|Biological|CAR-T cells|Drug: CAR-T cells； Administration method: intravenous infusion； Subjects will be treated with Fludarabine and Cyclophosphamide before cell infusion.
56213849|NCT05149391|Biological|CD19/CD20-directed Chimeric Antigen Receptor T Cells|Autologous 2nd generation CD19/CD20-directed Chimeric Antigen Receptor T Cells, single infusion intravenously
56647457|NCT05131763|Biological|NKG2D-based CAR T-cells|Autologous genetically modified anti-NKG2DLs CAR transduced T cells
56507477|NCT03984968|Biological|CD19 CAR-T cells infusion combined with feeding T cells (FTCs)|"Phase1 study Optimal biological doses of feeding T cells identification CAR-T cells infusion combined with FTCs will be given in Philadelphia chromosome positive B-ALL patients with remission. FTCs will be administered at the dose of 5×106/kg, 3.25×106/kg or 2×106/kg two hours after ssCART-19 infusion on day 1 and once again administered at the same dose on day 8.~Phase 2 Expansion Study CAR-T cells infusion combined with FTCs at optimal biological dosage determined in Phase 1 study will be given in expanded Philadelphia chromosome positive B-ALL patients with remission. Bayesian optimal design is applied in this Phase 2 study to monitor the toxicity and efficacy at the specified interim analyses. The total expected sample sizes are 40."
56647513|NCT05097443|Drug|Orelabrutinib+R-CHOP; Orelabrutinib+R-DA-EPOCH; Orelabrutinib+R-HD MTX;Orelabrutinib+R+other chemotherapies|"Orelabrutinib+R-CHOP： Orelabrutinib 150mg qd; R-CHOP：Rituximab 375mg/m2 d0, Cyclophosphamide 750mg /m2 d1, Doxorubicin 50mg /m2 or Doxorubicin liposome 30-40 mg /m2 d1, Vincristine 1.4mg /m2 or Vindesine 3mg /m2 d1, Prednisone 100mg d1-5.~Orelabrutinib+R-DA-EPOCH： Orelabrutinib 150mg qd； R-DA-EPOCH：Rituximab 375mg/m2 d0, Etoposide 50mg/ m2, Epirubicin 15mg/ m2, Vincristine 0.4mg/ m2, d1-4, Cyclophosphamide 750mg/ m2 d5, Prednisone 60mg/ m2 d1-5.~Orelabrutinib+R-HD-MTX: Orelabrutinib 150mg qd; R-HD-MTX: Rituximab 375mg/m2 d0, Methotrexate 3.5g/ｍ2 d1.~Orelabrutinib+ R+other regimens: Orelabrutinib 150mg qd； R+other regimens: Rituximab 375mg/m2 d0. The dose of other drugs depends on the regimen.~All regimens follow every 21 days is one cycle, which can be extended to 28 days per cycle according to patients' specific tolerance.~Dose adjustments of Orelabrutinib are allowed. The initial dose is 150 mg, QD, while the first adjustment is 100 mg, QD and the second adjustment is 50 mg, QD."
56213972|NCT04692948|Other|Chimeric antigen receptor T cells (car-t)|Chimeric antigen receptor T cells (car-t) is one of the most effective therapies for malignant tumors (especially hematological tumors). Like other immunotherapies, the basic principle is to use the patient's own immune cells to clear cancer cells. Chimeric antigen receptor (car) is the core component of car-t, which endows T cells with the ability to recognize tumor antigens in an independent manner, which enables car modified T cells to recognize a wider range of targets than natural T cell surface receptors (TCR). The basic design of car includes a tumor associated antigen binding region (usually derived from scFv segment of monoclonal antibody antigen binding region), transmembrane region and intracellular signal region. The selection of target antigen is a key determinant for the specificity and effectiveness of car and the safety of genetically modified T cells.
56648431|NCT03090659|Biological|LCAR-B38M CAR-T cell injection|
56508880|NCT04384393|Biological|ThisCART19 cells|0.2-60 x 10^6 CAR T cells per kg body weight.
56371335|NCT05546723|Biological|Autologous CAR-T cell therapy expressing the BAFF-ligand.|LMY-920
56048530|NCT03696030|Biological|Chimeric Antigen Receptor T-Cell Therapy|Given HER2-CAR T cells via intraventricular administration
56648617|NCT05302037|Biological|Allogeneic NKG2DL-targeting Chimeric Antigen Receptor-grafted γδ T Cells (CTM-N2D)|In the production of CTM-N2D, blood cells from healthy donors are used as starting materials. Through a proprietary expansion technology, γδ T cells of high-purity can be obtained. These γδ T cells are further grafted with NKG2DL-targeting CARs using mRNA electroporation to enhance its anticancer potency. The finished product (CTM-N2D) are then infused allogeneically into cancer patients.
56509147|NCT04176913|Drug|LUCAR-20S CAR-T cells|An Anti-CD20 Allogeneic CAR-T Cell Therapy in Patients with Relapsed/Refractory Diffuse Large B-Cell, Follicular, Mantle Cell or Small Lymphocytic Lymphoma
56371457|NCT05388695|Biological|Autologous CD19/CD22/CD20 Chimeric Antigen Receptor T-cells|Single or sequential injection of CD19, CD20 and CD22 CAR T cells.
56371502|NCT05312801|Drug|BAFF CAR-T|Autologous CAR-T cell therapy expressing the BAFF-ligand.
56048725|NCT03774654|Genetic|CD19.CAR-aNKT cells|"Patients will be given the T-cell product by intravenous injection (into the vein through an IV line) at the assigned dose.~Dose Level 1: 1 x 10^7/m2. Dose Level 2: 3 x 10^7/m2. Dose Level 3: 1 x 10^8/m2."
56214411|NCT04691349|Drug|CAR-T|The basic design of car includes a tumor associated antigen binding region (usually derived from scFv segment of monoclonal antibody antigen binding region), transmembrane region and intracellular signal region.
56510719|NCT01355965|Biological|Autologous T cells|
56373135|NCT02664363|Biological|EGFRvIII CAR T cells|The name of the drug is CAR gene-modified T cells or abbreviated as EGFRvIII CARs. The class of action is a biological and the mechanism of action is cytotoxicity. The drug substance is autologous T cells transduced with a retroviral vector encoding for a chimeric antigen receptor (CAR) directed against the tumor specific antigen, EGFRvIII. EGFRvIII CARs are genetically engineered T cells that have been taken from patients with GBM ex vivo to express a CAR recognizing the GBM tumor-specific antigen EGFRvIII, which is expressed on a subset of GBMs but not in normal human tissues with the aim of mediating regression of their tumors. Patients' CARs will be radiolabeled with 111In for correlative studies in the expanded cohort.
56373522|NCT03958656|Drug|Cyclophosphamide|300 mg/m^2 intravenous (IV) over 30 minutes on days -5, -4, and -3
56373523|NCT03958656|Drug|Fludarabine|30 mg/m^2 intravenous (IV) over 30 minutes immediately following the cyclophosphamide on day -5, -4, and -3
56373524|NCT03958656|Drug|Rimiducid|0.4 mg/kg of Rimiducid intravenous (IV) over 2 hours. (A maximum of 2 doses separated by at least 48 hours) Note: Rimiducid may be administered as needed based on the patient condition at the discretion of the Principal Investigator.
56373525|NCT03958656|Biological|Anti-Signaling lymphocytic activation molecule F7 (SLAMF7) chimeric antigen receptor (CAR) T cells|0.3x10^6- 12.0x10^6 CAR+ T cells per kg of recipient bodyweight one-time dose on day 0
56511777|NCT03952923|Biological|CD19-CAR-T cells|CD19-CAR-T cells are prepared via lentiviral infection. 5 days prior to infusion of CAR-T cells, subjects receive fludarabine at dose 30mg/m2/day and cyclophosphamide treatment at dose 250mg/m2 for 3 days and take a rest for 2 days before infusion.
56512064|NCT05665725|Procedure|Biospecimen Collection|Undergo blood sample collection
56512065|NCT05665725|Procedure|Computed Tomography|Undergo CT scan
56512066|NCT05665725|Procedure|Positron Emission Tomography|Undergo PET scan
56512067|NCT05665725|Biological|Siltuximab|Given IV
