id|nct_id|mesh_term|downcase_mesh_term|mesh_type
103522849|NCT03873805|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103522850|NCT03873805|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103522851|NCT03873805|Alkylating Agents|alkylating agents|mesh-ancestor
103522852|NCT03873805|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103522853|NCT03873805|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103522854|NCT03873805|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103522855|NCT03873805|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103522856|NCT03873805|Antimetabolites|antimetabolites|mesh-ancestor
103522857|NCT03873805|Antiviral Agents|antiviral agents|mesh-ancestor
103522858|NCT03873805|Anti-Infective Agents|anti-infective agents|mesh-ancestor
103523787|NCT05370547|Cyclophosphamide|cyclophosphamide|mesh-list
103523788|NCT05370547|Fludarabine|fludarabine|mesh-list
103523789|NCT05370547|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103523790|NCT05370547|Immunologic Factors|immunologic factors|mesh-ancestor
103523791|NCT05370547|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103523792|NCT05370547|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103523793|NCT05370547|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103523794|NCT05370547|Alkylating Agents|alkylating agents|mesh-ancestor
103523795|NCT05370547|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103523796|NCT05370547|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103523797|NCT05370547|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103524033|NCT02134262|Cyclophosphamide|cyclophosphamide|mesh-list
103524034|NCT02134262|Bendamustine Hydrochloride|bendamustine hydrochloride|mesh-list
103524035|NCT02134262|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103524036|NCT02134262|Immunologic Factors|immunologic factors|mesh-ancestor
103524037|NCT02134262|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103524038|NCT02134262|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103524039|NCT02134262|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103524040|NCT02134262|Alkylating Agents|alkylating agents|mesh-ancestor
103524041|NCT02134262|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103524042|NCT02134262|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103524043|NCT02134262|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103524589|NCT03579888|Cyclophosphamide|cyclophosphamide|mesh-list
103524590|NCT03579888|Fludarabine|fludarabine|mesh-list
103524591|NCT03579888|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103524592|NCT03579888|Immunologic Factors|immunologic factors|mesh-ancestor
103524593|NCT03579888|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103524594|NCT03579888|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103524595|NCT03579888|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103524596|NCT03579888|Alkylating Agents|alkylating agents|mesh-ancestor
103524597|NCT03579888|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103524598|NCT03579888|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103524599|NCT03579888|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103526614|NCT03181126|Venetoclax|venetoclax|mesh-list
103526615|NCT03181126|Navitoclax|navitoclax|mesh-list
103526616|NCT03181126|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103077187|NCT02685670|Cyclophosphamide|cyclophosphamide|mesh-list
103529650|NCT05020392|Vidarabine|vidarabine|mesh-list
103529651|NCT05020392|Fludarabine|fludarabine|mesh-list
103529652|NCT05020392|Fludarabine phosphate|fludarabine phosphate|mesh-list
103529653|NCT05020392|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103529654|NCT05020392|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103529655|NCT05020392|Antimetabolites|antimetabolites|mesh-ancestor
103529656|NCT05020392|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103529657|NCT05020392|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103529658|NCT05020392|Immunologic Factors|immunologic factors|mesh-ancestor
103529659|NCT05020392|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103529660|NCT05020392|Antiviral Agents|antiviral agents|mesh-ancestor
103529661|NCT05020392|Anti-Infective Agents|anti-infective agents|mesh-ancestor
103529711|NCT04881240|Cyclophosphamide|cyclophosphamide|mesh-list
103529712|NCT04881240|Fludarabine|fludarabine|mesh-list
103529713|NCT04881240|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103529715|NCT04881240|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103529716|NCT04881240|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103529717|NCT04881240|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103529718|NCT04881240|Alkylating Agents|alkylating agents|mesh-ancestor
103529719|NCT04881240|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103529720|NCT04881240|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103529721|NCT04881240|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103535173|NCT03674463|Immunomodulating Agents|immunomodulating agents|mesh-list
103535174|NCT03674463|Immunologic Factors|immunologic factors|mesh-ancestor
103535175|NCT03674463|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103537168|NCT03559764|Idecabtagene vicleucel|idecabtagene vicleucel|mesh-list
103537169|NCT03559764|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103537170|NCT03559764|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103264529|NCT05590221|Fludarabine|fludarabine|mesh-list
103547907|NCT04173988|Cyclophosphamide|cyclophosphamide|mesh-list
103547908|NCT04173988|Fludarabine|fludarabine|mesh-list
103547909|NCT04173988|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103547910|NCT04173988|Immunologic Factors|immunologic factors|mesh-ancestor
103547911|NCT04173988|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103547912|NCT04173988|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103547913|NCT04173988|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103547914|NCT04173988|Alkylating Agents|alkylating agents|mesh-ancestor
103547915|NCT04173988|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103547916|NCT04173988|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103547917|NCT04173988|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103550556|NCT02932956|Cyclophosphamide|cyclophosphamide|mesh-list
103550557|NCT02932956|Fludarabine|fludarabine|mesh-list
103550558|NCT02932956|Fludarabine phosphate|fludarabine phosphate|mesh-list
103550559|NCT02932956|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103550560|NCT02932956|Immunologic Factors|immunologic factors|mesh-ancestor
103550561|NCT02932956|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103550562|NCT02932956|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103550563|NCT02932956|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103550564|NCT02932956|Alkylating Agents|alkylating agents|mesh-ancestor
103550565|NCT02932956|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103550566|NCT02932956|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103550567|NCT02932956|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103550568|NCT02932956|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103550569|NCT02932956|Antimetabolites|antimetabolites|mesh-ancestor
102891693|NCT04514029|Gastrointestinal Agents|gastrointestinal agents|mesh-ancestor
102891694|NCT04514029|Glucocorticoids|glucocorticoids|mesh-ancestor
102891695|NCT04514029|Hormones|hormones|mesh-ancestor
103357069|NCT05631912|Cyclophosphamide|cyclophosphamide|mesh-list
103357070|NCT05631912|Fludarabine|fludarabine|mesh-list
103357071|NCT05631912|Fludarabine phosphate|fludarabine phosphate|mesh-list
103357072|NCT05631912|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103357073|NCT05631912|Immunologic Factors|immunologic factors|mesh-ancestor
103357074|NCT05631912|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103357075|NCT05631912|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103357076|NCT05631912|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103357077|NCT05631912|Alkylating Agents|alkylating agents|mesh-ancestor
103357078|NCT05631912|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103357079|NCT05631912|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103357080|NCT05631912|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103357081|NCT05631912|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103357082|NCT05631912|Antimetabolites|antimetabolites|mesh-ancestor
103358077|NCT04539366|Cyclophosphamide|cyclophosphamide|mesh-list
103358078|NCT04539366|Fludarabine|fludarabine|mesh-list
103358079|NCT04539366|Fludarabine phosphate|fludarabine phosphate|mesh-list
103358080|NCT04539366|Immunologic Factors|immunologic factors|mesh-ancestor
103358081|NCT04539366|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103358082|NCT04539366|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103358083|NCT04539366|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103358084|NCT04539366|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103358085|NCT04539366|Alkylating Agents|alkylating agents|mesh-ancestor
103358086|NCT04539366|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103358087|NCT04539366|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103358088|NCT04539366|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103358089|NCT04539366|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103358090|NCT04539366|Antimetabolites|antimetabolites|mesh-ancestor
103037927|NCT00840853|Acetaminophen|acetaminophen|mesh-list
103037928|NCT00840853|Diphenhydramine|diphenhydramine|mesh-list
103037929|NCT00840853|Analgesics, Non-Narcotic|analgesics, non-narcotic|mesh-ancestor
103037930|NCT00840853|Analgesics|analgesics|mesh-ancestor
103037931|NCT00840853|Sensory System Agents|sensory system agents|mesh-ancestor
103037932|NCT00840853|Peripheral Nervous System Agents|peripheral nervous system agents|mesh-ancestor
103037933|NCT00840853|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103037934|NCT00840853|Antipyretics|antipyretics|mesh-ancestor
103037935|NCT00840853|Sleep Aids, Pharmaceutical|sleep aids, pharmaceutical|mesh-ancestor
103037936|NCT00840853|Hypnotics and Sedatives|hypnotics and sedatives|mesh-ancestor
103037937|NCT00840853|Central Nervous System Depressants|central nervous system depressants|mesh-ancestor
103037938|NCT00840853|Anesthetics, Local|anesthetics, local|mesh-ancestor
103037939|NCT00840853|Anesthetics|anesthetics|mesh-ancestor
103037940|NCT00840853|Antiemetics|antiemetics|mesh-ancestor
103037941|NCT00840853|Autonomic Agents|autonomic agents|mesh-ancestor
103037942|NCT00840853|Gastrointestinal Agents|gastrointestinal agents|mesh-ancestor
103037943|NCT00840853|Histamine H1 Antagonists|histamine h1 antagonists|mesh-ancestor
103037944|NCT00840853|Histamine Antagonists|histamine antagonists|mesh-ancestor
103037945|NCT00840853|Histamine Agents|histamine agents|mesh-ancestor
103037946|NCT00840853|Neurotransmitter Agents|neurotransmitter agents|mesh-ancestor
103037947|NCT00840853|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103037948|NCT00840853|Anti-Allergic Agents|anti-allergic agents|mesh-ancestor
103044910|NCT05654077|Cyclophosphamide|cyclophosphamide|mesh-list
103044911|NCT05654077|Fludarabine|fludarabine|mesh-list
103044912|NCT05654077|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103044913|NCT05654077|Immunologic Factors|immunologic factors|mesh-ancestor
103044914|NCT05654077|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103044915|NCT05654077|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103044916|NCT05654077|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103044917|NCT05654077|Alkylating Agents|alkylating agents|mesh-ancestor
103044918|NCT05654077|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103044919|NCT05654077|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103044920|NCT05654077|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103046847|NCT04975555|Siltuximab|siltuximab|mesh-list
103046848|NCT04975555|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103052046|NCT05323201|Cyclophosphamide|cyclophosphamide|mesh-list
103052047|NCT05323201|Fludarabine|fludarabine|mesh-list
103052048|NCT05323201|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103052049|NCT05323201|Immunologic Factors|immunologic factors|mesh-ancestor
103052050|NCT05323201|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103052051|NCT05323201|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103052052|NCT05323201|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103052053|NCT05323201|Alkylating Agents|alkylating agents|mesh-ancestor
103052054|NCT05323201|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103052055|NCT05323201|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103052056|NCT05323201|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103054095|NCT04264078|Fludarabine|fludarabine|mesh-list
103054096|NCT04264078|Cyclophosphamide|cyclophosphamide|mesh-list
103054097|NCT04264078|Melphalan|melphalan|mesh-list
103054098|NCT04264078|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103054099|NCT04264078|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103054100|NCT04264078|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103054101|NCT04264078|Immunologic Factors|immunologic factors|mesh-ancestor
103054102|NCT04264078|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103054103|NCT04264078|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103054104|NCT04264078|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103054105|NCT04264078|Alkylating Agents|alkylating agents|mesh-ancestor
103054106|NCT04264078|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103055895|NCT04205838|Vidarabine|vidarabine|mesh-list
103055896|NCT04205838|Cyclophosphamide|cyclophosphamide|mesh-list
103055897|NCT04205838|Fludarabine|fludarabine|mesh-list
103055898|NCT04205838|Fludarabine phosphate|fludarabine phosphate|mesh-list
103055899|NCT04205838|Axicabtagene ciloleucel|axicabtagene ciloleucel|mesh-list
103055900|NCT04205838|Interleukin 1 Receptor Antagonist Protein|interleukin 1 receptor antagonist protein|mesh-list
103055901|NCT04205838|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103055902|NCT04205838|Immunologic Factors|immunologic factors|mesh-ancestor
103055903|NCT04205838|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103055904|NCT04205838|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103055905|NCT04205838|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103055906|NCT04205838|Alkylating Agents|alkylating agents|mesh-ancestor
103055907|NCT04205838|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103055908|NCT04205838|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103055909|NCT04205838|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103055910|NCT04205838|Antimetabolites, Antineoplastic|antimetabolites, antineoplastic|mesh-ancestor
103055911|NCT04205838|Antimetabolites|antimetabolites|mesh-ancestor
103055912|NCT04205838|Antiviral Agents|antiviral agents|mesh-ancestor
103055914|NCT04205838|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
102916569|NCT04653493|Fludarabine|fludarabine|mesh-list
102929946|NCT04610125|Cyclophosphamide|cyclophosphamide|mesh-list
103061492|NCT00902044|Cyclophosphamide|cyclophosphamide|mesh-list
103061493|NCT00902044|Fludarabine|fludarabine|mesh-list
103061494|NCT00902044|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103061495|NCT00902044|Immunologic Factors|immunologic factors|mesh-ancestor
103061496|NCT00902044|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103061497|NCT00902044|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103061498|NCT00902044|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103061499|NCT00902044|Alkylating Agents|alkylating agents|mesh-ancestor
103061500|NCT00902044|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103061501|NCT00902044|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103061502|NCT00902044|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
102399327|NCT04268706|Fludarabine|fludarabine|mesh-list
103083549|NCT03624036|Cyclophosphamide|cyclophosphamide|mesh-list
103083550|NCT03624036|Fludarabine|fludarabine|mesh-list
103083551|NCT03624036|Brexucabtagene autoleucel|brexucabtagene autoleucel|mesh-list
103083552|NCT03624036|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103083553|NCT03624036|Immunologic Factors|immunologic factors|mesh-ancestor
103083554|NCT03624036|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103083555|NCT03624036|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103083556|NCT03624036|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103083557|NCT03624036|Alkylating Agents|alkylating agents|mesh-ancestor
103083558|NCT03624036|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103083559|NCT03624036|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103083560|NCT03624036|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103083561|NCT03624036|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
102409397|NCT04287660|Hormones|hormones|mesh-ancestor
103093381|NCT02876978|Cyclophosphamide|cyclophosphamide|mesh-list
103093382|NCT02876978|Fludarabine|fludarabine|mesh-list
103093383|NCT02876978|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103093384|NCT02876978|Immunologic Factors|immunologic factors|mesh-ancestor
103093385|NCT02876978|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103093386|NCT02876978|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103093387|NCT02876978|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103093388|NCT02876978|Alkylating Agents|alkylating agents|mesh-ancestor
103093389|NCT02876978|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103093390|NCT02876978|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103093391|NCT02876978|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103093450|NCT04303520|Cyclophosphamide|cyclophosphamide|mesh-list
103093451|NCT04303520|Fludarabine|fludarabine|mesh-list
103093452|NCT04303520|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103093453|NCT04303520|Immunologic Factors|immunologic factors|mesh-ancestor
103093454|NCT04303520|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103093455|NCT04303520|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103093456|NCT04303520|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103093457|NCT04303520|Alkylating Agents|alkylating agents|mesh-ancestor
103093458|NCT04303520|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103093459|NCT04303520|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103093460|NCT04303520|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
102863698|NCT05035407|Anti-HIV Agents|anti-hiv agents|mesh-ancestor
102553648|NCT03430011|Interleukin 1 Receptor Antagonist Protein|interleukin 1 receptor antagonist protein|mesh-list
102553649|NCT03430011|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103106301|NCT02575261|Immunomodulating Agents|immunomodulating agents|mesh-list
103106302|NCT02575261|Immunologic Factors|immunologic factors|mesh-ancestor
103106303|NCT02575261|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103108340|NCT04093648|Cyclophosphamide|cyclophosphamide|mesh-list
103108341|NCT04093648|Fludarabine|fludarabine|mesh-list
103108342|NCT04093648|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103108343|NCT04093648|Immunologic Factors|immunologic factors|mesh-ancestor
103108344|NCT04093648|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103108345|NCT04093648|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103108346|NCT04093648|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103108347|NCT04093648|Alkylating Agents|alkylating agents|mesh-ancestor
103108348|NCT04093648|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103108349|NCT04093648|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103108350|NCT04093648|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103123730|NCT03601078|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103123731|NCT03601078|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103130104|NCT02844062|Cyclophosphamide|cyclophosphamide|mesh-list
103130105|NCT02844062|Fludarabine|fludarabine|mesh-list
103130106|NCT02844062|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103130107|NCT02844062|Immunologic Factors|immunologic factors|mesh-ancestor
103130108|NCT02844062|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103130109|NCT02844062|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103130110|NCT02844062|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103130111|NCT02844062|Alkylating Agents|alkylating agents|mesh-ancestor
103130112|NCT02844062|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103130113|NCT02844062|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103130114|NCT02844062|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103141124|NCT05659628|Tislelizumab|tislelizumab|mesh-list
103141125|NCT05659628|Antineoplastic Agents, Immunological|antineoplastic agents, immunological|mesh-ancestor
103141126|NCT05659628|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103141447|NCT05379569|Cyclophosphamide|cyclophosphamide|mesh-list
103141448|NCT05379569|Fludarabine|fludarabine|mesh-list
103141449|NCT05379569|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103141450|NCT05379569|Immunologic Factors|immunologic factors|mesh-ancestor
103141451|NCT05379569|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103141452|NCT05379569|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103141453|NCT05379569|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103141454|NCT05379569|Alkylating Agents|alkylating agents|mesh-ancestor
103141455|NCT05379569|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103141456|NCT05379569|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103141457|NCT05379569|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103142509|NCT05639972|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103142510|NCT05639972|Anti-HIV Agents|anti-hiv agents|mesh-ancestor
103142511|NCT05639972|Anti-Retroviral Agents|anti-retroviral agents|mesh-ancestor
103142512|NCT05639972|Antiviral Agents|antiviral agents|mesh-ancestor
103142513|NCT05639972|Anti-Infective Agents|anti-infective agents|mesh-ancestor
102367519|NCT05164770|Hormones|hormones|mesh-ancestor
103153388|NCT03666000|Fludarabine|fludarabine|mesh-list
103153389|NCT03666000|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103153390|NCT03666000|Immunologic Factors|immunologic factors|mesh-ancestor
103153391|NCT03666000|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103153392|NCT03666000|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103153393|NCT03666000|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103153394|NCT03666000|Alkylating Agents|alkylating agents|mesh-ancestor
103153395|NCT03666000|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103153396|NCT03666000|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103153397|NCT03666000|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103189834|NCT04160195|Cyclophosphamide|cyclophosphamide|mesh-list
103189835|NCT04160195|Fludarabine|fludarabine|mesh-list
103189836|NCT04160195|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103189837|NCT04160195|Immunologic Factors|immunologic factors|mesh-ancestor
103189838|NCT04160195|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103189839|NCT04160195|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103189840|NCT04160195|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103189841|NCT04160195|Alkylating Agents|alkylating agents|mesh-ancestor
103189842|NCT04160195|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103189843|NCT04160195|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103189844|NCT04160195|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
102514159|NCT05070156|Vaccines|vaccines|mesh-list
103077188|NCT02685670|Fludarabine|fludarabine|mesh-list
103077189|NCT02685670|Immunosuppressive Agents|immunosuppressive agents|mesh-ancestor
103077190|NCT02685670|Immunologic Factors|immunologic factors|mesh-ancestor
103077191|NCT02685670|Physiological Effects of Drugs|physiological effects of drugs|mesh-ancestor
103077192|NCT02685670|Antirheumatic Agents|antirheumatic agents|mesh-ancestor
103077193|NCT02685670|Antineoplastic Agents, Alkylating|antineoplastic agents, alkylating|mesh-ancestor
103077194|NCT02685670|Alkylating Agents|alkylating agents|mesh-ancestor
103077195|NCT02685670|Molecular Mechanisms of Pharmacological Action|molecular mechanisms of pharmacological action|mesh-ancestor
103077196|NCT02685670|Antineoplastic Agents|antineoplastic agents|mesh-ancestor
103077197|NCT02685670|Myeloablative Agonists|myeloablative agonists|mesh-ancestor
103337858|NCT05371132|Deferoxamine|deferoxamine|mesh-list
103337859|NCT05371132|Siderophores|siderophores|mesh-ancestor
103337860|NCT05371132|Iron Chelating Agents|iron chelating agents|mesh-ancestor
