id|nct_id|role|name|affiliation
31291357|NCT03198546|Principal Investigator|Zhenfeng Zhang, MD,PhD|Second Affiliated Hospital of Guangzhou Medical University
31568484|NCT05429905|Principal Investigator|Michaela Seng, MD|KK Women's and Children's Hospital, BMTCT
31568485|NCT05429905|Study Chair|Wing Hang Leung, MD PhD|KK Women's and Children's Hospital, BMTCT
31568515|NCT04173988|Study Director|zhai xiaowen, PhD|PI
31233478|NCT05105867|Principal Investigator|Sanbin Wang, Professor|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31233729|NCT03915184|Principal Investigator|Shaji Kumar, MD|Mayo
31292102|NCT05322330|Study Chair|Depei Wu, M.D|The First Affiliated Hospital of Soochow University
31569589|NCT02932956|Principal Investigator|Andras A Heczey, M.D.|Baylor College of Medicine
31569626|NCT02290951|Study Director|Clinical Trial Management|Regeneron Pharmaceuticals
31498606|NCT05371132|Principal Investigator|Savita V Dandapani|City of Hope Medical Center
31569956|NCT05059912|Study Chair|Depei Wu, M.D&Ph.D|The First Affiliated Hospital of Soochow University
31292721|NCT05212584|Principal Investigator|Peihua Lu, MD|Hebei Yanda Lu Daopei Hospital, China
31234671|NCT03818165|Principal Investigator|Steven C Katz, MD|Roger Williams Medical Center
31499243|NCT03919240|Principal Investigator|Depei Wu, M.D., Ph.D.|The First Affiliated Hospital of Soochow University
31234912|NCT04129099|Principal Investigator|Junfang Yang, Bachelor|Hebei Yanda Ludaopei Hospital
31293260|NCT03330834|Principal Investigator|Li Zhang, M.D.|Sun Yat-sen University
31570794|NCT04976218|Principal Investigator|Weidong Han, PhD|Biotherapeutic Department, Chinese PLA General Hospital
31570870|NCT05038696|Principal Investigator|Allen Yeoh, M.D|National University Hospital, Singapore
31570871|NCT05038696|Study Director|Dario Campana, M.D, PhD|National University of Singapore
31383302|NCT04715217|Principal Investigator|Liping Su, M.D.|Hematology Department of ShanXi Cancer Hospital
31383632|NCT04714827|Principal Investigator|Liping Su, M.D.|Hematology Department of ShanXi Cancer Hospital
31571311|NCT05150522|Principal Investigator|Li Yu|Shenzhen University General Hospital
31383977|NCT04714593|Principal Investigator|Liping Su, M.D.|Hematology Department of ShanXi Cancer Hospital
31571600|NCT03638167|Study Chair|Juliane Gust, MD, PhD|Seattle Children's Hospital
31572442|NCT02194374|Principal Investigator|William G. Wierda, MD, PHD, BS|M.D. Anderson Cancer Center
31236143|NCT04037241|Study Director|Ying Yan, MD MS|Sorrento Therapeutics
31572962|NCT03672253|Principal Investigator|Wan-Hong Zhao, MD, PhD|Second Affiliated Hospital of Xi'an Jiaotong University
31572968|NCT02905188|Principal Investigator|Tannaz Armaghany, M.D.|Baylor College of Medicine
31573073|NCT04952272|Principal Investigator|Zhenfeng Zhang, MD, PhD|Second Affiliated Hospital of Guangzhou Medical University
31295140|NCT04148430|Principal Investigator|Jae Park, MD|Memorial Sloan Kettering Cancer Center
31385797|NCT03271515|Study Chair|li gangyi|Beijing Doing Biomedical Co., Ltd.
31385883|NCT03271632|Principal Investigator|Lung-Ji Chang|Shenzhen Geno-Immune Medical Institute
31386144|NCT04702841|Principal Investigator|Xingbing Wang|No.1, Swan Lake Road, new administrative and Cultural District, Hefei City, Anhui Province
31237001|NCT05634785|Principal Investigator|Matthew I Milowsky|UNC Lineberger Comprehensive Cancer Center
31237084|NCT05366179|Principal Investigator|Yasmeen Rauf, MD|UNC Lineberger Comprehensive Cancer Center
31501873|NCT03796390|Study Chair|Peihua Lu, PhD&MD|Hebei Yanda Ludaopei Hospital
31237190|NCT04995003|Principal Investigator|Meenakshi Hegde, MD|Baylor College of Medicine
31237191|NCT04995003|Principal Investigator|Shoba Navai, MD|Baylor College of Medicine
31237192|NCT04995003|Principal Investigator|Nabil Ahmed, MD|Baylor College of Medicine
31237199|NCT04977024|Principal Investigator|Chief Medical Officer|GeoVax, Inc.
31386983|NCT04700319|Principal Investigator|Xingbing Wang|No.1, Swan Lake Road, new administrative and Cultural District, Hefei City, Anhui Province
31501948|NCT05620732|Principal Investigator|Li Yu, Dr|Shenzhen University General Hospital
31502025|NCT05495464|Principal Investigator|Preetesh Jain, MD, PHD|M.D. Anderson Cancer Center
31387497|NCT02893189|Principal Investigator|Karl Peggs|University College London Hospital
31574075|NCT04969354|Study Director|Junnian Zheng, M.D/Ph.D|The Affiliated Hospital of Xuzhou Medical University
31574076|NCT04969354|Principal Investigator|Hailong Li, M.D/Ph.D|The Affiliated Hospital of Xuzhou Medical University
31574077|NCT04969354|Principal Investigator|Qing Zhang, Ph.D|Xuzhou Medical University
31237418|NCT03721068|Principal Investigator|George Hucks, MD|UNC Lineberger Comprehensive Cancer Center
31237425|NCT03672318|Principal Investigator|Sascha Tuchman, MD, MHS|Assoc. Professor, Dir. of the UNC MM and Amyloidosis Program, UNC LCCC
31237483|NCT03016377|Principal Investigator|Natalie S Grover, MD|UNC Lineberger Comprehensive Cancer Center
31237771|NCT03050190|Principal Investigator|Lung-Ji Chang|Shenzhen Geno-Immune Medical Institute
31574563|NCT04732845|Principal Investigator|Benjamin Tomlinson, MD|University Hospitals Cleveland Medical Center, Case Comprehensive Cancer Center
31388798|NCT04516551|Study Chair|Xi Zhang, MD phD|Xinqiao Hospital of Chongqing
31388799|NCT04516551|Principal Investigator|He Huang, MD|First Affiliated Hospital of Zhejiang University
31388829|NCT04324996|Principal Investigator|Min Liu, A.B|Chongqing Public Health Center
31388830|NCT04324996|Principal Investigator|Jimin Gao|Zhejiang Qixin Biotech
31574747|NCT03434769|Principal Investigator|Benjamin Tomlinson, MD|University Hospitals Cleveland Medical Center, Case Comprehensive Cancer Center
31389011|NCT04513431|Principal Investigator|Ren Zhao, Medical PhD|Ruijin Hospital
31389012|NCT04513431|Principal Investigator|Mei Wang, Medical PhD|Ruijin Hospital
31389013|NCT04513431|Study Chair|Chen xianze, Medical PhD|Ruijin Hospital
31389014|NCT04513431|Study Chair|Liu Kun, Medical PhD|Ruijin Hospital
31389015|NCT04513431|Study Chair|Shi Yiqing, Medical PhD|Ruijin Hospital
31389016|NCT04513431|Study Chair|Wang Chen, Medical PhD|Ruijin Hospital
31389017|NCT04513431|Study Chair|He Qianyun, Medical PhD|Ruijin Hospital
31389018|NCT04513431|Study Chair|Mao Dongliang, Medical PhD|Ruijin Hospital
31238175|NCT04884984|Principal Investigator|Xiaowen Tang, Ph.D|The First Affiliated Hospital of Soochow University
31389202|NCT05639179|Principal Investigator|Wang Sanbin, Doctor|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31238338|NCT04863066|Principal Investigator|Fu-Sheng Wang, MD|Beijing 302 Hospital of China
31576198|NCT01475058|Principal Investigator|Cameron Turtle|Fred Hutchinson Cancer Research Center/University of Washington Cancer Consortium
31389698|NCT02954445|Principal Investigator|Cheng Qian, MD, PhD|Biotherapy Center of Southwest Hospital
31576536|NCT04697940|Principal Investigator|Weidong Han, M.D.|Chinese PLA Hospital
31389782|NCT02274584|Principal Investigator|Jun Zhu, MD|Peking University Cancer Hospital & Institute
31297255|NCT05052528|Principal Investigator|Mehrdad Abedi|University of California, Davis
31578111|NCT04782193|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578112|NCT04782193|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578113|NCT04781634|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578114|NCT04781634|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578115|NCT04776330|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578116|NCT04776330|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578139|NCT04649983|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578140|NCT04649983|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578141|NCT04648475|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578192|NCT04272151|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578193|NCT04272151|Principal Investigator|Ying Xiang, MD|Chongqing University Cancer Hospital
31578194|NCT04272125|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578195|NCT04272125|Principal Investigator|Ying Xiang, MD|Chongqing University Cancer Hospital
31578196|NCT04271800|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578197|NCT04271800|Principal Investigator|Ying Xiang, MD|Chongqing University Cancer Hospital
31578198|NCT04271644|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578199|NCT04271644|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578200|NCT04271410|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578201|NCT04271410|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31578202|NCT04265963|Principal Investigator|Sanbin Wang, MD|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31578203|NCT04265963|Principal Investigator|Cheng Qian, PhD|Chongqing University Cancer Hospital
31580108|NCT02915445|Principal Investigator|Wei Wang, Ph.D|State Key Laboratory of Biotherapy, Cancer Center, West China Hospital, Sichuan University
31580380|NCT04703686|Study Chair|Guillaume Cartron, MD,PhD|Lymphoma Study Association
31580381|NCT04703686|Study Chair|Pierre Sesques, MD|Lymphoma Study Association
31239464|NCT04780529|Principal Investigator|Yifu he|Anhui Provincial Cancer Hospital
31580701|NCT03366350|Principal Investigator|YU HU, M.D., Ph.D|Wuhan Union Hospital, China
31581108|NCT04503980|Principal Investigator|Qing Qu|Shanghai 10th People's Hospital
31504573|NCT05631912|Principal Investigator|Weidong Han, Ph.D|Biotherapeutic Department, Chinese PLA General Hospital
31581731|NCT03488160|Principal Investigator|Guolin Wu|Investigator associate chief physician
31581732|NCT03488160|Principal Investigator|Kaiyang Ding|Chief physician
31581781|NCT03540303|Study Chair|Yongping Song, M.D|Henan Cancer Hospital
31504707|NCT05397184|Principal Investigator|Waseem Qasim, Professor|Great Ormond Street Hospital
31504783|NCT05169489|Study Director|Anna Truppel-Hartmann, MD|2seventy bio, Inc.
31390598|NCT05143151|Principal Investigator|Li Yu, Dr|Shenzhen University General Hospital
31390602|NCT05143112|Principal Investigator|Li Yu, Dr|Shenzhen University General Hospital
31582729|NCT05585996|Principal Investigator|Wenbin Qian, MD, PhD|2nd Affiliated Hospital, School of Medicine, Zhejiang Universit
31582791|NCT04706936|Principal Investigator|Wenbin Qian|2nd Affiliated Hospital, School of Medicine, Zhejiang University
31504934|NCT04539366|Principal Investigator|Rosandra N Kaplan|Cancer Immunotherapy Trials Network
31239735|NCT04796688|Principal Investigator|Heng Mei, M.D., Ph.D|Wuhan Union Hospital, China
31504954|NCT04404595|Principal Investigator|Harry H Yoon, MD|Mayo
31504955|NCT04404595|Principal Investigator|Dae Won Kim, MD|Moffitt
31505003|NCT04231747|Study Director|Bristol-Myers Squibb|Bristol-Myers Squibb
31583437|NCT05393804|Principal Investigator|Gunjan Shah, MD|Memorial Sloan Kettering Cancer Center
31583504|NCT04952584|Principal Investigator|Premal Lulla, MD|Baylor College of Medicine
31239889|NCT02247609|Principal Investigator|Jun Zhu, MD|Peking University Cancer Hospital & Institute
31583713|NCT02601313|Study Director|Kite Study Director|Kite, A Gilead Company
31390856|NCT04692948|Principal Investigator|Xingbing Wang|No.1, Swan Lake Road, new administrative and Cultural District, Hefei City, Anhui Province
31505205|NCT02414269|Principal Investigator|Marjorie Zauderer, MD|Memorial Sloan Kettering Cancer Center
31583998|NCT03473496|Principal Investigator|Yanjie He|Zhujiang Hospital
31505215|NCT02208362|Principal Investigator|Behnam Badie|City of Hope Medical Center
31240065|NCT05613348|Principal Investigator|Lihua Yang|Zhujiang Hospital
31505340|NCT03870945|Principal Investigator|Peter Borchmann, Prof. Dr.|University Hospital Cologne
31584595|NCT04489862|Principal Investigator|Xiaorong Dong|Wuhan Union Hospital, China
31584745|NCT05398614|Study Director|Liang Huang|Tongji Hospital
31505602|NCT03720496|Principal Investigator|Haifeng Lin|The Second Affiliated Hospital of Hainan Medical University
31584977|NCT03710421|Principal Investigator|Myo Htut|City of Hope Medical Center
31240468|NCT01897415|Principal Investigator|Gregory Beatty, MD|Abramson Cancer Center at Penn Medicine
31585298|NCT03919526|Principal Investigator|Xianmin Song, M.D.|Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine
31585301|NCT05488132|Principal Investigator|Kailin Xu, M.D., Ph.D.|The Affiliated Hospital of Xuzhou Medical University
31585328|NCT03265106|Study Director|ZHONG HUA YANG|Shenzhen BinDeBio Ltd.
31585361|NCT03262298|Principal Investigator|Liangding Chen, M.D.|Affiliated Hospital to Academy of Military Medical Sciences
31585689|NCT05211557|Study Director|Junnian Zheng, M.D., Ph.D.|The Affiliated Hospital of Xuzhou Medical University, Xuzhou Medical University
31585690|NCT05211557|Principal Investigator|Longzhen Zhang, M.D., Ph.D.|The Affiliated Hospital of Xuzhou Medical University
31585691|NCT05211557|Principal Investigator|Gang Wang, Ph.D.|Xuzhou Medical University
31585699|NCT05477446|Principal Investigator|ZHAO Wang, MD|Beijing Friendship Hospital
31585884|NCT03222674|Principal Investigator|Lung-Ji Chang|Shenzhen Geno-Immune Medical Institute
31240947|NCT05123001|Principal Investigator|Surbhi Sidana|Stanford University
31586203|NCT03208556|Principal Investigator|Jun Zhu, MD|Peking University Cancer Hospital & Institute
31586204|NCT03208556|Study Director|Zhitao Ying, MD|Peking University Cancer Hospital & Institute
31586205|NCT03208556|Study Director|Xiaoyu Xiang, PhD|Marino Biotechnology Co., Ltd.
31241030|NCT05577000|Principal Investigator|Thomas Martin, MD|University of California, San Francisco
31586314|NCT02303821|Study Director|MD|Amgen
31506196|NCT05099237|Principal Investigator|Dr Anthony Wilson|Manchester University NHS Foundation Trust
31586545|NCT05194709|Principal Investigator|Peihua P Lu, MD|Wuxi People's Hospital
31241148|NCT04767308|Principal Investigator|Jianfeng Zhou, PhD, MD|Huazhong University of Science and Technology
31586738|NCT02439788|Principal Investigator|Andras A Heczey, MD|Baylor College of Medicine - Texas Children's Hospital
31587012|NCT03182816|Study Chair|Qijun Qian, Ph.D|Shanghai Cell Therapy Research Institute
31587013|NCT03182816|Study Chair|Huajun Jin, Ph.D|Shanghai Cell Therapy Research Institute
31587014|NCT03182816|Study Director|Zhiwei Zhang, Ph.D|Shanghai Cell Therapy Research Institute
31587015|NCT03182816|Study Director|Yan Sun|Shanghai Cell Therapy Research Institute
31587016|NCT03182816|Principal Investigator|Jiangtao Wang|Ningbo No.5 Hospital(Ningbo Cancer Hospital)
31587026|NCT03185468|Principal Investigator|Lung-Ji Chang, PhD|Shenzhen Geno-Immune Medical Institute
31587266|NCT02706392|Principal Investigator|David Maloney|Fred Hutch/University of Washington Cancer Consortium
31587270|NCT02416466|Principal Investigator|Steven C Katz, MD|Roger Williams Medical Center
31392668|NCT05594797|Principal Investigator|Juan Du, Ph.D.|Shanghai Changzheng Hospital
31392669|NCT05594797|Principal Investigator|Songfu Jiang, Professor|First Affiliated Hospital of Wenzhou Medical University
31392691|NCT02933775|Principal Investigator|Fangyuan Chen, MD|RenJi Hospital
31392759|NCT05467254|Principal Investigator|He Huang, MD|The first hospital affiliated Zhejiang University
31588050|NCT02535364|Study Director|Nikolaus Trede, MD, PhD|Juno Therapeutics, Inc.
31588183|NCT03070327|Principal Investigator|Sham Mailankody, MD|Memorial Sloan Kettering Cancer Center
31392960|NCT05467202|Principal Investigator|He Huang, MD|The First Affiliated Hospital, Zhejiang University
31242563|NCT05287165|Principal Investigator|Lin Shen, Ph.D|Peking University Cancer Hospital & Institute
31300483|NCT05418088|Principal Investigator|Sumithira Vasu, MD|Ohio State University Comprehensive Cancer Center
31300639|NCT03098355|Principal Investigator|Li-hua Yang, Ph.D.|Southern Medical University, China
31300640|NCT03098355|Study Director|Lung-Ji Chang, Ph.D.|Shenzhen Geno-Immune Medical Institute
31243201|NCT03241940|Principal Investigator|Crystal Mackall|Stanford University
31243202|NCT03233854|Principal Investigator|Lori Muffly, MD, MS|Stanford University
31393529|NCT04206943|Study Director|Ercument Ovali, MD|Director
31243264|NCT00085930|Principal Investigator|Andras A Heczey, MD|Baylor College of Medicine
31243377|NCT04766840|Principal Investigator|Xiaojun Huang, MD|Peking University People's Hospital
31393675|NCT05562024|Principal Investigator|Qiang Zhao, Doctor|Tianjin Medical University Cancer Institute and Hospital
31393676|NCT05562024|Principal Investigator|Jingfu Wang, Doctor|Shandong Cancer Hospital and Institute
31589140|NCT03672305|Study Chair|Guozhong Ji, archiater|Second affiliated hospital of nanjing medical university
31589437|NCT03473457|Principal Investigator|Yanjie He|Zhujiang Hospital
31589513|NCT05155215|Principal Investigator|Hongmei Jing, Ph.D|Peking University Third Hospital
31604616|NCT03179007|Study Chair|Qijun Qian, Ph.D|Shanghai Cell Therapy Research Institute
31604617|NCT03179007|Study Chair|Huajun Jin, Ph.D|Shanghai Cell Therapy Research Institute
31604618|NCT03179007|Study Director|Zhiwei Zhang, Ph.D|Shanghai Cell Therapy Research Institute
31604619|NCT03179007|Study Director|Yan Sun|Shanghai Cell Therapy Research Institute
31604620|NCT03179007|Principal Investigator|Jiangtao Wang|Ningbo No.5 Hospital(Ningbo Cancer Hospital)
31589615|NCT03672851|Principal Investigator|Ai-Li He, MD, PhD|Second Affiliated Hospital of Xi'an Jiaotong University
31589895|NCT04684563|Principal Investigator|Jakub Svoboda, MD|University of Pennsylvania
31244977|NCT03086954|Principal Investigator|Jifeng Feng, Professor|Director of medical oncology
31508511|NCT03890198|Principal Investigator|Enxiao Li, MD,PhD|First Affiliated Hospital Xi'an Jiaotong University
31508530|NCT03881774|Study Chair|Yongping Song, Dr.|Henan Cancer Hospital
31590497|NCT03664661|Study Chair|Yongping Song, M.D|Henan Cancer Hospital
31302318|NCT03761056|Study Director|Kite Study Director|Kite, A Gilead Company
31395437|NCT05664217|Study Director|Study Director|Nektar Therapeutics
31395454|NCT05621291|Principal Investigator|Nirali N Shah, M.D.|National Cancer Institute (NCI)
31395604|NCT04960579|Study Director|Rajesh Belani, M.D.|Vice President, Clinical Development
31604628|NCT02761915|Principal Investigator|John Anderson, Prof|University College London Institute of Child Health & Great Ormond Street Hospital
31395687|NCT04530565|Principal Investigator|Yishai Ofran|ECOG-ACRIN Cancer Research Group
31590677|NCT03658655|Principal Investigator|Qin Huang, Doctor|Changhai houspital
31395743|NCT04099797|Principal Investigator|Bilal Omer, MD|Baylor College of Medicine
31395748|NCT04013802|Principal Investigator|John Craddock, MD|Baylor College of Medicine
31395845|NCT02830724|Principal Investigator|James C Yang, M.D.|National Cancer Institute (NCI)
31396167|NCT04639739|Study Chair|Xi Zhang|Xinqiao Hospital of Chongqing
31396683|NCT02930993|Principal Investigator|Jinwen Sun, MD|China Meitan General Hospital
31509465|NCT03448978|Study Director|Metin Kurtoglu, MD, PhD|Cartesian Therapeutics
31591336|NCT02529813|Principal Investigator|Partow Kebriaei|M.D. Anderson Cancer Center
31591679|NCT03649529|Principal Investigator|Haifeng Lin|The Second Affiliated Hospital of Hainan Medical University
31397625|NCT04665063|Principal Investigator|Baoen Shan, PhD & MD|Hebei Medical University Fourth Hospital
31397626|NCT04665063|Principal Investigator|Lihong Liu, PhD & MD|Hebei Medical University Fourth Hospital
31591823|NCT03615313|Study Chair|Qijun Qian, PhD|Shanghai Cell Therapy Research Institute
31591824|NCT03615313|Study Chair|Huajun Jin, PhD|Shanghai Cell Therapy Research Institute
31591825|NCT03615313|Principal Investigator|Qing Xu, PhD|Shanghai 10th People's Hospital
31591826|NCT03615313|Study Director|Zhiwei Zhang, PhD|Shanghai Cell Therapy Research Institute
31591827|NCT03615313|Study Director|Yan Sun|Shanghai Cell Therapy Research Institute
31591828|NCT03615313|Study Director|Huimei Li, PhD|Shanghai Cell Therapy Research Institute
31591829|NCT03615313|Principal Investigator|Juemin Fang, PhD|Shanghai 10th People's Hospital
31591830|NCT03615313|Principal Investigator|Song Gao, PhD|Shanghai 10th People's Hospital
31591831|NCT03615313|Principal Investigator|Xianling Guo|Shanghai 10th People's Hospital
31591832|NCT03615313|Principal Investigator|Hui Wang|Shanghai 10th People's Hospital
31591833|NCT03615313|Principal Investigator|Zhongzheng Zhu|Shanghai 10th People's Hospital
31591834|NCT03615313|Principal Investigator|Jianhua Chen|Shanghai 10th People's Hospital
31510039|NCT05170568|Principal Investigator|Mingzhi Zhang, Doctor|The First Affiliated Hospital of Zhengzhou University
31510040|NCT05170568|Principal Investigator|Xiaojun Huang, Doctor|Peking University People's Hospital
31510041|NCT05170568|Principal Investigator|Heng Mei, Doctor|Union Hospital, affiliated with TongJi Medical College, HuaZhong University of Science and Technology
31510042|NCT05170568|Principal Investigator|Dehui Zou, Doctor|Hematology Hospital of Chinese Academy of Medical Sciences (Hematology Research Center of Chinese Academy of Medical Sciences)
31510043|NCT05170568|Principal Investigator|He Huang, Doctor|Zhejiang University
31398517|NCT03455972|Study Chair|depei wu|The First Affiliated Hospital of Soochow University
31592262|NCT03612739|Study Director|Frederic Lehmann, MD|Celyad SA
31398781|NCT04626765|Principal Investigator|Jianmin Luo, PhD&MD|The Second Hospital of Hebei Medical University
31398788|NCT04626726|Principal Investigator|Jianmin Luo, PhD&MD|The Second Hospital of Hebei Medical University
31308740|NCT05239143|Study Director|Rajesh Belani, M.D.|Sponsor Executive Medical Director
31308877|NCT04205409|Principal Investigator|Andrew Cowan|Fred Hutch/University of Washington Cancer Consortium
31398894|NCT02903810|Principal Investigator|Jiang Cao, Doctor|Xuzhou Medical University
31592400|NCT03146234|Principal Investigator|Bo Zhai, MD|RenJi Hospital
31399216|NCT04890236|Principal Investigator|Edmund K Waller, MD, PhD|Emory University Hospital/Winship Cancer Institute
31399466|NCT04601181|Principal Investigator|Xingbing Wang, M.D.|The First Affiliated Hospital of USTC (Anhui Provincial Hospital)
31592673|NCT03125577|Principal Investigator|Lung-Ji Chang, PhD|Shenzhen Geno-Immune Medical Institute
31399840|NCT04626752|Principal Investigator|Jianmin Luo, PhD&MD|The Second Hospital of Hebei Medical University
31309349|NCT05568680|Study Director|Laura Johnson, PhD|Verismo Therapeutics
31309500|NCT03548207|Study Director|Janssen Research & Development, LLC Clinical Trial|Janssen Research & Development, LLC
31510710|NCT05239702|Principal Investigator|He Huang, PhD|First Affiliated Hospital of Zhejiang University
31593156|NCT03142646|Principal Investigator|hui liu, MD|Beijing Hospital
31311401|NCT05028933|Principal Investigator|Weijia Fang|The First Affiliated Hospital, Zhejiang University
31311451|NCT03975907|Principal Investigator|Wenming CHEN, MD|Beijing Chao Yang Hospital
31311452|NCT03975907|Principal Investigator|Zhengzheng FU, MD|The First Affiliated Hospital of Soochow University
31593644|NCT05396300|Principal Investigator|Weijia Fang, M.D|The First Affiliated Hospital, Zhejiang University
31593665|NCT05089266|Principal Investigator|jie WANG|National Cancer Center Cancer Hospital Chinese Academy of Medical Sciences
31593692|NCT04768608|Principal Investigator|Weijia Fang, MD|The First Affiliated Hospital, Zhejiang University
31593706|NCT04652219|Principal Investigator|Weijia Fang|First Affiliated Hospital,Zhejiang University
31593761|NCT03618381|Study Chair|Katie Albert, MD|Seattle Children's Hospital
31402410|NCT04546893|Principal Investigator|Peihua Lu, PhD&MD|Hebei Yanda Ludaopei Hospital
31402495|NCT04539444|Study Chair|Depei Wu, M.D.|The First Affiliated Hospital of Soochow University
31314860|NCT05596266|Principal Investigator|Zhiguo Chen, PhD|Xuanwu Hospital, Beijing
31314861|NCT05596266|Principal Investigator|Huyong Zheng, MD, PhD|Baoding Children's Hospital; Beijing Children's Hospital, Capital Medical University
31314931|NCT05137275|Principal Investigator|Jin Li, PhD|Shanghai East Hospital
31402934|NCT04553393|Principal Investigator|Weidong Han, M.D.|Chinese PLA Hospital
31594116|NCT04545762|Principal Investigator|C. Babis Andreadis, MD|University of California, San Francisco
31594135|NCT04419909|Principal Investigator|Stephen J Schuster|University of Pennsylvania
31403503|NCT04537442|Principal Investigator|Hui Liu, MD, PhD|Beijing Hospital
31403651|NCT04534634|Principal Investigator|xiaowen tang, Ph.D|The First Affiliated Hospital of Soochow University
31316588|NCT04359784|Principal Investigator|Jordan Gauthier|Fred Hutch/University of Washington Cancer Consortium
31594530|NCT02850536|Principal Investigator|Steven C. Katz, MD|Roger Williams Medical Center
31594531|NCT02850536|Principal Investigator|Richard Schulick, MD|University of Colorado, Denver
31404443|NCT03853616|Principal Investigator|Claudia Rössig, Prof. Dr.|Univeristy Hospital Muenster
31511168|NCT05620706|Principal Investigator|Li Yu, Dr|Shenzhen University General Hospital
31407562|NCT01218867|Principal Investigator|Steven A Rosenberg, M.D.|National Cancer Institute (NCI)
31407768|NCT04317885|Principal Investigator|Aibin Liang, MD, Ph.D|Shanghai Tongji Hospital, Tongji University School of Medicine
31408291|NCT02792114|Principal Investigator|Shanu Modi, MD|Memorial Sloan Kettering Cancer Center
31595932|NCT03327285|Principal Investigator|Xiaojun Huang|Peking University People's Hospital
31409145|NCT04264039|Principal Investigator|Xi Zhang, MD|Xinqiao Hospital of Chongqing
31596166|NCT03321123|Principal Investigator|Jing Chen, MD,PhD|Shanghai Children Medicine Center
31409465|NCT04844866|Principal Investigator|Peter Borchmann, Prof. Dr.|University Hospital Cologne
31409468|NCT04815356|Principal Investigator|Robert J Kreitman, M.D.|National Cancer Institute (NCI)
31409499|NCT04483778|Principal Investigator|Navin Pinto, MD|Seattle Children's Hospital
31409837|NCT05625594|Principal Investigator|Tanya Siddiqi|City of Hope Medical Center
31410145|NCT00840853|Principal Investigator|Carlos A Ramos, MD|Baylor College of Medicine
31411698|NCT02862028|Study Chair|Naiyan Han|Shanghai International Medical Center
31411872|NCT05199961|Principal Investigator|Gretchen McNally, PhD|The Ohio State University Comprehensive Cancer Center
31511420|NCT03778346|Principal Investigator|Bingmu Fang, M.D|Lishui Country People's Hospital
31412544|NCT02782351|Principal Investigator|KaiLin Xu, MD. Ph.D.|Xuzhou Medical University
31412594|NCT05340829|Principal Investigator|He Huang, Doctor|First hospital affiliated Zhejiang University
31412656|NCT04975555|Principal Investigator|Mayur S Narkhede|University of Alabama at Birmingham
31596809|NCT02981628|Principal Investigator|Maureen M O'Brien|Children's Oncology Group
31596886|NCT05334823|Principal Investigator|Tianyou Wang, M.D. Ph.D|Beijing Children's Hospital
31596887|NCT05334823|Principal Investigator|Liang Huang, M.D. Ph.D|Tongji Hospital affiliated to Tongji Medical College of Huazhong University of Science and Technology
31413645|NCT04860817|Principal Investigator|Sanbin Wang, Doctor|920th Hospital of Joint Logistics Support Force of People's Liberation Army of China
31326689|NCT05225363|Principal Investigator|Lorna Rodriguez|City of Hope Medical Center
31326872|NCT04074330|Study Director|Study Director|Takeda
31414922|NCT04264078|Principal Investigator|Xi Zhang, MD|Xinqiao Hospital of Chongqing
31415540|NCT04205838|Principal Investigator|John M Timmerman, MD|UCLA / Jonsson Comprehensive Cancer Center
31597545|NCT03302403|Principal Investigator|Mengtao Zhou, MD|First Affiliated Hospital of Wenzhou Medical University
31597546|NCT03302403|Principal Investigator|Kang Yu, MD|First Affiliated Hospital of Wenzhou Medical University
31597547|NCT03302403|Principal Investigator|Songfu Jiang, MD|First Affiliated Hospital of Wenzhou Medical University
31416055|NCT04844086|Principal Investigator|Shangru Wu, PhD|National Taiwan University Hospital
31416634|NCT05252572|Principal Investigator|He Huang, PhD|First Affiliated Hospital of Zhejiang University
31417246|NCT02846584|Principal Investigator|Jieping Chen, MD,PhD|Southwest Hospital, China
31417333|NCT00902044|Principal Investigator|Nabil M Ahmed, MD|Baylor College of Medicine - Texas Children's Hospital
