id|nct_id|ctgov_group_code|result_type|title|description
59514960|NCT03318861|BG005|Baseline|Total|Total of all reporting groups
59514961|NCT03318861|FG000|Participant Flow|Dose Escalation: 3 x 10^7 KITE-585|Participants with relapsed/refractory multiple myeloma (RRMM), received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day intravenous (IV) infusion for 3 days followed by a single infusion of KITE-585 autologous anti-B-cell maturation antigen (BCMA) chimeric antigen receptor (CAR) T cells at a dose of 3 x 10^7 3e7 transduced cells on Day 0.
59514962|NCT03318861|FG001|Participant Flow|Dose Escalation: 1 x 10^8 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 1 x 10^8 3e7 transduced cells on Day 0.
59514963|NCT03318861|FG002|Participant Flow|Dose Escalation: 3 x 10^8 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 3 x 10^8 3e7 transduced cells on Day 0.
59514964|NCT03318861|FG003|Participant Flow|Dose Escalation: 1 x 10^9 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 1 x 10^9 3e7 transduced cells on Day 0.
59514965|NCT03318861|FG004|Participant Flow|Dose Expansion (Renal Impairment): 3 x 10^7 KITE-585|RRMM participants with moderate renal impairment (creatinine clearance 30 to 59 mL/min [Grade 2 chronic kidney disease]) received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 24 mg/m^2/day IV infusion for 3 days followed by single infusion of KITE-585 autologous anti-BCMA CAR T cells at a tolerable dose of 3 x 10^7 3e7 transduced cells on Day 0.
59514966|NCT03318861|OG000|Outcome|Dose Escalation: 3 x 10^7 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 3 x 10^7 3e7 transduced cells on Day 0.
59514967|NCT03318861|OG001|Outcome|Dose Escalation: 1 x 10^8 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 1 x 10^8 3e7 transduced cells on Day 0.
59514968|NCT03318861|OG002|Outcome|Dose Escalation: 3 x 10^8 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 3 x 10^8 3e7 transduced cells on Day 0.
59514969|NCT03318861|OG003|Outcome|Dose Escalation: 1 x 10^9 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 1 x 10^9 3e7 transduced cells on Day 0.
59514970|NCT03318861|OG004|Outcome|Dose Expansion (Renal Impairment): 3 x 10^7 KITE-585|RRMM participants with moderate renal impairment (creatinine clearance 30 to 59 mL/min [Grade 2 chronic kidney disease]) received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 24 mg/m^2/day IV infusion for 3 days followed by single infusion of KITE-585 autologous anti-BCMA CAR T cells at a tolerable dose of 3 x 10^7 3e7 transduced cells on Day 0.
59514971|NCT03318861|EG000|Reported Event|Dose Escalation: 3 x 10^7 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 3 x 10^7 3e7 transduced cells on Day 0.
59514972|NCT03318861|EG001|Reported Event|Dose Escalation: 1 x 10^8 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 1 x 10^8 3e7 transduced cells on Day 0.
59514973|NCT03318861|EG002|Reported Event|Dose Escalation: 3 x 10^8 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 3 x 10^8 3e7 transduced cells on Day 0.
59514974|NCT03318861|EG003|Reported Event|Dose Escalation: 1 x 10^9 KITE-585|Participants with RRMM, received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 30 mg/m^2/day IV infusion for 3 days followed by a single infusion of KITE-585 autologous anti-BCMA CAR T cells at a dose of 1 x 10^9 3e7 transduced cells on Day 0.
59514975|NCT03318861|EG004|Reported Event|Dose Expansion (Renal Impairment): 3 x 10^7 KITE-585|RRMM participants with moderate renal impairment (creatinine clearance 30 to 59 mL/min [Grade 2 chronic kidney disease]) received conditioning chemotherapy consisting of cyclophosphamide 300 mg/m^2/day and fludarabine 24 mg/m^2/day IV infusion for 3 days followed by single infusion of KITE-585 autologous anti-BCMA CAR T cells at a tolerable dose of 3 x 10^7 3e7 transduced cells on Day 0.
59558242|NCT02706405|BG000|Baseline|Group I (JCAR014, Durvalumab) Early - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - early: start durvalumab no earlier than 7 days after JCAR014.~Group 1 Dose Level 2 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558243|NCT02706405|BG001|Baseline|Group I (JCAR014, Durvalumab) Late- Dose Level 1|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 1 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558244|NCT02706405|BG002|Baseline|Group I (JCAR014, Durvalumab) Late - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 2 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558245|NCT02706405|BG003|Baseline|Group II (Durvalumab, JCAR014) - Dose Level 1|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 1 is 7.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558246|NCT02706405|BG004|Baseline|Group II (Durvalumab, JCAR014) - Dose Level 2|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 2 is 22.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558247|NCT02706405|BG005|Baseline|Group II (Durvalumab, JCAR014) - Dose Level 3|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 3 is 75 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558248|NCT02706405|BG006|Baseline|Group II (Durvalumab, JCAR014) - Dose Level 4|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 4 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558249|NCT02706405|BG007|Baseline|Group II (Durvalumab, JCAR014) - Dose Level 5|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 5 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558250|NCT02706405|BG008|Baseline|Total|Total of all reporting groups
59558251|NCT02706405|FG000|Participant Flow|Group I (JCAR014, Durvalumab) Early - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - early: start durvalumab no earlier than 7 days after JCAR014.~Group 1 Dose Level 2 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558252|NCT02706405|FG001|Participant Flow|Group I (JCAR014, Durvalumab) Late- Dose Level 1|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 1 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558253|NCT02706405|FG002|Participant Flow|Group I (JCAR014, Durvalumab) Late - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 2 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558254|NCT02706405|FG003|Participant Flow|Group II (Durvalumab, JCAR014) - Dose Level 1|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 1 is 7.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558255|NCT02706405|FG004|Participant Flow|Group II (Durvalumab, JCAR014) - Dose Level 2|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 2 is 22.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558256|NCT02706405|FG005|Participant Flow|Group II (Durvalumab, JCAR014) - Dose Level 3|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 3 is 75 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558257|NCT02706405|FG006|Participant Flow|Group II (Durvalumab, JCAR014) - Dose Level 4|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 4 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558258|NCT02706405|FG007|Participant Flow|Group II (Durvalumab, JCAR014) - Dose Level 5|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 5 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558259|NCT02706405|OG000|Outcome|Group I (JCAR014, Durvalumab) Early - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - early: start durvalumab no earlier than 7 days after JCAR014.~Group 1 Dose Level 1 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558260|NCT02706405|OG001|Outcome|Group I (JCAR014, Durvalumab) Late- Dose Level 1|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 2 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells~.~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558261|NCT02706405|OG002|Outcome|Group I (JCAR014, Durvalumab) Late - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 2 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558262|NCT02706405|OG003|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 1|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 1 is 7.5 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558263|NCT02706405|OG004|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 2|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 2 is 22.5 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558264|NCT02706405|OG005|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 3|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 3 is 75 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558265|NCT02706405|OG006|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 4|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 4 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558266|NCT02706405|OG007|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 5|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 5 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells~Autologous Anti-CD19CAR-4-1BB-CD3zeta-EGFRt-expressing CD4+/CD8+ Central Memory T-lymphocytes JCAR014: Given IV~Cyclophosphamide: Given IV~Durvalumab: Given IV~Fludarabine: Given IV"
59558267|NCT02706405|OG000|Outcome|All Treated Patients|Arm contains all treated patients on study
59558268|NCT02706405|OG000|Outcome|Group I (JCAR014, Durvalumab) - Dose Level 1|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 Dose Level 1 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558269|NCT02706405|OG001|Outcome|Group I (JCAR014, Durvalumab) - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 Dose Level 2 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558270|NCT02706405|OG002|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 1|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 1 is 7.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558271|NCT02706405|OG003|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 2|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 2 is 22.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558272|NCT02706405|OG004|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 3|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 3 is 75 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558273|NCT02706405|OG005|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 4|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 4 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558274|NCT02706405|OG006|Outcome|Group II (Durvalumab, JCAR014) - Dose Level 5|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 5 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558275|NCT02706405|EG000|Reported Event|Group I (JCAR014, Durvalumab) Early - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - early: start durvalumab no earlier than 7 days after JCAR014.~Group 1 Dose Level 1 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558276|NCT02706405|EG001|Reported Event|Group I (JCAR014, Durvalumab) Late - Dose Level 1|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 2 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558277|NCT02706405|EG002|Reported Event|Group I (JCAR014, Durvalumab) Late - Dose Level 2|"Patients receive JCAR014 IV over 20-30 minutes on day 0 and durvalumab IV over 60 minutes on day 21 (may occur as early as day 7) and then every 4 weeks for up to 10 doses in the absence of disease progression or unacceptable toxicity.~Group 1 - late: start durvalumab no earlier than 21 days after JCAR014~Group 1 Dose Level 2 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558278|NCT02706405|EG003|Reported Event|Group II (Durvalumab, JCAR014) - Dose Level 1|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 1 is 7.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558279|NCT02706405|EG004|Reported Event|Group II (Durvalumab, JCAR014) - Dose Level 2|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 2 is 22.5 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558280|NCT02706405|EG005|Reported Event|Group II (Durvalumab, JCAR014) - Dose Level 3|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 3 is 75 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558281|NCT02706405|EG006|Reported Event|Group II (Durvalumab, JCAR014) - Dose Level 4|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 4 is 225 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558282|NCT02706405|EG007|Reported Event|Group II (Durvalumab, JCAR014) - Dose Level 5|"Patients receive durvalumab IV over 60 minutes on day -1, JCAR014 IV over 20-30 minutes on day 0, then up to 10 additional doses of durvalumab every 4 weeks in the absence of disease progression or unacceptable toxicity.~Group 2 Dose Level 5 is 750 mg Durvalumab, up to 2 x 106/kg CAR T cells"
59558324|NCT02761915|BG000|Baseline|Dose Level 1|"Patients in Dose Level 1 will receive 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~1RG-CART"
59558325|NCT02761915|BG001|Baseline|Dose Level 2|"Patients in Dose Level 2 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -4 to -1) followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~1RG-CART"
59558326|NCT02761915|BG002|Baseline|Dose Level 3|"Patients in Dose Level 3 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Cyclophosphamide~Fludarabine~Leukapheresis~1RG-CART"
59558327|NCT02761915|BG003|Baseline|Dose Level 4|"Patients in Dose Level 4 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^8 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Cyclophosphamide~Fludarabine~Leukapheresis~1RG-CART"
59558328|NCT02761915|BG004|Baseline|Dose Level 5|"If the required level of 1RG-CART survival is not reached, a further cohort of patients (Dose Level 5) will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 5-10x10^8 1RG-CART/m^2 IV which could be be split over two days (Day 0 and Day 1).~Assigned Interventions:~Cyclophosphamide~Fludarabine~Leukapheresis~1RG-CART"
59558329|NCT02761915|BG005|Baseline|Patients Who Underwent Leukapheresis But Did Not Proceed to Receive Any IMP|"Patients who were enrolled and underwent leukapheresis but who did not receive any IMP.~Assigned Interventions:~Leukapheresis"
59558330|NCT02761915|BG006|Baseline|Total|Total of all reporting groups
59558331|NCT02761915|FG000|Participant Flow|Dose Level 1|"Patients in Dose Level 1 will receive 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~1RG-CART"
59558332|NCT02761915|FG001|Participant Flow|Dose Level 2|"Patients in Dose Level 2 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -4 to -1) followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~1RG-CART/m^2"
59558333|NCT02761915|FG002|Participant Flow|Dose Level 3|"Patients in Dose Level 3 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558334|NCT02761915|FG003|Participant Flow|Dose Level 4|"Patients in Dose Level 4 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^8 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558335|NCT02761915|FG004|Participant Flow|Dose Level 5|"If the required level of 1RG-CART survival is not reached, a further cohort of patients (Dose Level 5) will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 5-10x10^8 1RG-CART/m^2 IV which could be be split over two days (Day 0 and Day 1).~Assigned Interventions:~Leukapheresis~Cyclophosphamide~Fludarabine~1RG-CART/m^2"
59558336|NCT02761915|FG005|Participant Flow|Patients Who Underwent Leukapheresis But Did Not Proceed to Receive Any IMP|"Patients who were enrolled and underwent leukapheresis but who did not receive any IMP.~Assigned Interventions:~Leukapheresis"
59558337|NCT02761915|OG000|Outcome|Dose Level 1|"Patients in Dose Level 1 will receive 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis~1RG-CART"
59558338|NCT02761915|OG001|Outcome|Dose Level 2|"Patients in Dose Level 2 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -4 to -1) followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis Cyclophosphamide~1RG-CART/m^2"
59558339|NCT02761915|OG002|Outcome|Dose Level 3|"Patients in Dose Level 3 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^7 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis Cyclophosphamide Fludarabine~1RG-CART/m^2"
59558340|NCT02761915|OG003|Outcome|Dose Level 4|"Patients in Dose Level 4 will receive 300 mg/m^2/day of cyclophosphamide for four days (Days -7 to -4) and 25 mg/m^2/day of fludarabine for five days (Days -8 to -4), followed by 1x10^8 1RG-CART/m^2 IV on Day 0.~Assigned Interventions:~Leukapheresis Cyclophosphamide Fludarabine~1RG-CART/m^2"
