id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na
254850486|NCT02348216|33323816|59613227|OG000|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850487|NCT02348216|33323816|59613241|OG001|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850488|NCT02348216|33323816|59613242|OG002|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850489|NCT02348216|33323816|59613243|OG003|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|18|18.0||||||
254850490|NCT02348216|33323816|59613244|OG004|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850491|NCT02348216|33323816|59613245|OG005|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850492|NCT02348216|33323816|59613246|OG006|Direct Bilirubin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850493|NCT02348216|33323816|59613227|OG000|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850494|NCT02348216|33323816|59613241|OG001|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850495|NCT02348216|33323816|59613242|OG002|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850496|NCT02348216|33323816|59613243|OG003|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|8|8.0||||||
254850497|NCT02348216|33323816|59613244|OG004|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|2|2.0||||||
254850498|NCT02348216|33323816|59613245|OG005|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850499|NCT02348216|33323816|59613246|OG006|Glucose||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850500|NCT02348216|33323816|59613227|OG000|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850501|NCT02348216|33323816|59613241|OG001|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850502|NCT02348216|33323816|59613242|OG002|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850503|NCT02348216|33323816|59613243|OG003|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850504|NCT02348216|33323816|59613244|OG004|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850505|NCT02348216|33323816|59613245|OG005|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850506|NCT02348216|33323816|59613246|OG006|Lymphocytes||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850507|NCT02348216|33323816|59613227|OG000|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850508|NCT02348216|33323816|59613241|OG001|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850509|NCT02348216|33323816|59613242|OG002|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850510|NCT02348216|33323816|59613243|OG003|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850511|NCT02348216|33323816|59613244|OG004|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850512|NCT02348216|33323816|59613245|OG005|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850513|NCT02348216|33323816|59613246|OG006|Phosphate||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850514|NCT02348216|33323816|59613227|OG000|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850515|NCT02348216|33323816|59613241|OG001|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850516|NCT02348216|33323816|59613242|OG002|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850517|NCT02348216|33323816|59613243|OG003|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|5|5.0||||||
254850518|NCT02348216|33323816|59613244|OG004|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850519|NCT02348216|33323816|59613245|OG005|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850520|NCT02348216|33323816|59613246|OG006|Alkaline Phosphatase||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Increased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850521|NCT02348216|33323817|59613227|OG000|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850522|NCT02348216|33323817|59613241|OG001|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850523|NCT02348216|33323817|59613242|OG002|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850524|NCT02348216|33323817|59613243|OG003|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|47|47.0||||||
254850525|NCT02348216|33323817|59613244|OG004|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850526|NCT02348216|33323817|59613245|OG005|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850527|NCT02348216|33323817|59613246|OG006|Hemoglobin||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850528|NCT02348216|33323817|59613227|OG000|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|100|100.0||||||
254850529|NCT02348216|33323817|59613241|OG001|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|82|82.0||||||
254850530|NCT02348216|33323817|59613242|OG002|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|79|79.0||||||
254850531|NCT02348216|33323817|59613243|OG003|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|97|97.0||||||
254850532|NCT02348216|33323817|59613244|OG004|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|90|90.0||||||
254850533|NCT02348216|33323817|59613245|OG005|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|86|86.0||||||
254850534|NCT02348216|33323817|59613246|OG006|Neutrophils||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|78|78.0||||||
254850535|NCT02348216|33323817|59613227|OG000|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|57|57.0||||||
254850536|NCT02348216|33323817|59613241|OG001|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|35|35.0||||||
254850537|NCT02348216|33323817|59613242|OG002|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|17|17.0||||||
254850538|NCT02348216|33323817|59613243|OG003|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|68|68.0||||||
254850539|NCT02348216|33323817|59613244|OG004|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|17|17.0||||||
254850540|NCT02348216|33323817|59613245|OG005|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|38|38.0||||||
254850541|NCT02348216|33323817|59613246|OG006|Platelets||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|23|23.0||||||
254850542|NCT02348216|33323817|59613227|OG000|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850543|NCT02348216|33323817|59613241|OG001|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850544|NCT02348216|33323817|59613242|OG002|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850545|NCT02348216|33323817|59613243|OG003|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|13|13.0||||||
254850546|NCT02348216|33323817|59613244|OG004|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|2|2.0||||||
254850547|NCT02348216|33323817|59613245|OG005|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|2|2.0||||||
254850548|NCT02348216|33323817|59613246|OG006|Potassium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850549|NCT02348216|33323817|59613227|OG000|Calcium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|0|0.0||||||
254850550|NCT02348216|33323817|59613241|OG001|Calcium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|4|4.0||||||
254850551|NCT02348216|33323817|59613242|OG002|Calcium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|13|13.0||||||
254850552|NCT02348216|33323817|59613243|OG003|Calcium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|24|24.0||||||
254850553|NCT02348216|33323817|59613244|OG004|Calcium||Percentage of Participants Experiencing Laboratory Toxicity Grade Shifts to Grade 4 and Grade 3 or Higher Resulting From Decreased Parameter Value|Grading categories were determined by CTCAE version 4.03. Shifts to Grade 3 or higher has been reported for Phase 2 Cohort 3. For Phase 1 and all other cohorts of Phase 2, shifts to Grade 4 has been reported.|percentage of participants|Number|7|7.0||||||
