id|nct_id|name|downcase_name
56023554|NCT04156243|B Cell Leukemia|b cell leukemia
56023882|NCT05016778|Multiple Myeloma|multiple myeloma
56024368|NCT02822326|Acute Leukemia|acute leukemia
56040103|NCT04303520|CD19-positive ALL|cd19-positive all
56027415|NCT04204161|Relapsed B-cell Acute Lymphoblastic Leukemia, Childhood|relapsed b-cell acute lymphoblastic leukemia, childhood
56027416|NCT04204161|Refractory B-cell Acute Lymphoblastic Leukemia, Childhood|refractory b-cell acute lymphoblastic leukemia, childhood
56027417|NCT04204161|Relapsed/Refractory B-cell Lymphoma, Childhood|relapsed/refractory b-cell lymphoma, childhood
56028240|NCT02728882|Lymphoma|lymphoma
56028446|NCT02713984|Breast Cancer|breast cancer
56028447|NCT02713984|Ovarian Cancer|ovarian cancer
56028448|NCT02713984|Lung Cancer|lung cancer
56028449|NCT02713984|Gastric Cancer|gastric cancer
56028450|NCT02713984|Colorectal Cancer|colorectal cancer
56028451|NCT02713984|Glioma|glioma
56028452|NCT02713984|Pancreatic Cancer|pancreatic cancer
56029245|NCT05333302|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56029246|NCT05333302|Lymphoblastic B-Cell Lymphoma|lymphoblastic b-cell lymphoma
56031028|NCT02685670|Hematopoietic/Lymphoid Cancer|hematopoietic/lymphoid cancer
56031029|NCT02685670|Adult Acute Lymphoblastic Leukemia in Remission|adult acute lymphoblastic leukemia in remission
56031030|NCT02685670|B-cell Adult Acute Lymphoblastic Leukemia|b-cell adult acute lymphoblastic leukemia
56031031|NCT02685670|B-cell Chronic Lymphocytic Leukemia|b-cell chronic lymphocytic leukemia
56031032|NCT02685670|Recurrent Adult Diffuse Large Cell Lymphoma|recurrent adult diffuse large cell lymphoma
56031033|NCT02685670|Recurrent Grade 1 Follicular Lymphoma|recurrent grade 1 follicular lymphoma
56031034|NCT02685670|Recurrent Grade 2 Follicular Lymphoma|recurrent grade 2 follicular lymphoma
56031035|NCT02685670|Recurrent Grade 3 Follicular Lymphoma|recurrent grade 3 follicular lymphoma
56031036|NCT02685670|Recurrent Mantle Cell Lymphoma|recurrent mantle cell lymphoma
56031037|NCT02685670|Refractory Chronic Lymphocytic Leukemia|refractory chronic lymphocytic leukemia
56031038|NCT02685670|Stage III Adult Diffuse Large Cell Lymphoma|stage iii adult diffuse large cell lymphoma
56031039|NCT02685670|Stage III Chronic Lymphocytic Leukemia|stage iii chronic lymphocytic leukemia
56031040|NCT02685670|Stage III Grade 1 Follicular Lymphoma|stage iii grade 1 follicular lymphoma
56031041|NCT02685670|Stage III Grade 2 Follicular Lymphoma|stage iii grade 2 follicular lymphoma
56031042|NCT02685670|Stage III Grade 3 Follicular Lymphoma|stage iii grade 3 follicular lymphoma
56031043|NCT02685670|Stage III Mantle Cell Lymphoma|stage iii mantle cell lymphoma
56031044|NCT02685670|Stage IV Adult Diffuse Large Cell Lymphoma|stage iv adult diffuse large cell lymphoma
56031045|NCT02685670|Stage IV Chronic Lymphocytic Leukemia|stage iv chronic lymphocytic leukemia
56031046|NCT02685670|Stage IV Grade 1 Follicular Lymphoma|stage iv grade 1 follicular lymphoma
56031047|NCT02685670|Stage IV Grade 2 Follicular Lymphoma|stage iv grade 2 follicular lymphoma
56031048|NCT02685670|Stage IV Grade 3 Follicular Lymphoma|stage iv grade 3 follicular lymphoma
56031049|NCT02685670|Stage IV Mantle Cell Lymphoma|stage iv mantle cell lymphoma
56031981|NCT04169932|Relapsed and Refractory B Cell Lymphoma|relapsed and refractory b cell lymphoma
56031982|NCT04169932|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
56032312|NCT02652910|Recurrent Adult Diffuse Large Cell Lymphoma|recurrent adult diffuse large cell lymphoma
56032313|NCT02652910|Recurrent Follicular Lymphoma|recurrent follicular lymphoma
56032314|NCT02652910|Recurrent Mantle Cell Lymphoma|recurrent mantle cell lymphoma
56032315|NCT02652910|Stage III Adult Diffuse Large Cell Lymphoma|stage iii adult diffuse large cell lymphoma
56032316|NCT02652910|Stage III Follicular Lymphoma|stage iii follicular lymphoma
56032317|NCT02652910|Stage III Mantle Cell Lymphoma|stage iii mantle cell lymphoma
56032318|NCT02652910|Stage IV Adult Diffuse Large Cell Lymphoma|stage iv adult diffuse large cell lymphoma
56032319|NCT02652910|Stage IV Follicular Lymphoma|stage iv follicular lymphoma
56032320|NCT02652910|Stage IV Mantle Cell Lymphoma|stage iv mantle cell lymphoma
56033062|NCT04163302|Lymphoma, B-Cell|lymphoma, b-cell
56033152|NCT04289220|B Cell Lymphoma|b cell lymphoma
56033153|NCT04289220|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
55868183|NCT01864889|Stage IV Mantle Cell Lymphoma|stage iv mantle cell lymphoma
55889988|NCT03682744|Colorectal Cancer|colorectal cancer
55924630|NCT02315612|ALL|all
55939968|NCT04691713|CAR|car
56034638|NCT03624036|Relapsed/Refractory Chronic Lymphocytic Leukemia and Relapsed/Refractory Small Lymphocytic Lymphoma|relapsed/refractory chronic lymphocytic leukemia and relapsed/refractory small lymphocytic lymphoma
56034660|NCT05210907|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
55668379|NCT01583686|Lung Cancer|lung cancer
56040061|NCT02876978|Lung Squamous Cell Carcinoma|lung squamous cell carcinoma
56051105|NCT04340154|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56051106|NCT04340154|Acute Lymphoblastic Leukemia, in Relapse|acute lymphoblastic leukemia, in relapse
56051107|NCT04340154|Refractory Acute Lymphoid Leukemia|refractory acute lymphoid leukemia
56057476|NCT03741127|Multiple Myeloma|multiple myeloma
56058017|NCT05286164|CART Treatment|cart treatment
56058018|NCT05286164|B Cell Lymphoma|b cell lymphoma
56059010|NCT05064787|Lymphoma|lymphoma
56059011|NCT05064787|Lymphoma, B-Cell|lymphoma, b-cell
56059012|NCT05064787|Leukemia|leukemia
56059013|NCT05064787|Multiple Myeloma|multiple myeloma
56059014|NCT05064787|Mantle Cell Lymphoma|mantle cell lymphoma
56059015|NCT05064787|Follicular Lymphoma|follicular lymphoma
56059016|NCT05064787|Leukemia, Acute Lymphoblastic|leukemia, acute lymphoblastic
56061975|NCT04237428|Non Hodgkin Lymphoma|non hodgkin lymphoma
56062878|NCT05627323|Glioblastoma Multiforme of Brain|glioblastoma multiforme of brain
56063115|NCT05117008|Refractory Multiple Myeloma|refractory multiple myeloma
56063116|NCT05117008|Relapse Multiple Myeloma|relapse multiple myeloma
56063175|NCT04984356|T-cell Acute Lymphoblastic Leukemia|t-cell acute lymphoblastic leukemia
56063176|NCT04984356|Lymphoblastic Lymphoma|lymphoblastic lymphoma
56064824|NCT05168748|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56065432|NCT02772198|Acute Lymphoblastic Leukemia, B-precursor|acute lymphoblastic leukemia, b-precursor
56065433|NCT02772198|Non-Hodgkin Lymphoma, B-cell|non-hodgkin lymphoma, b-cell
56067262|NCT05659628|Diffuse Large B-cell Lymphoma|diffuse large b-cell lymphoma
56067314|NCT02537977|Leukemia|leukemia
56067315|NCT02537977|Lymphoma|lymphoma
56067403|NCT05379569|Acute B Lymphoblastic Leukemia|acute b lymphoblastic leukemia
56067404|NCT05379569|Allogeneic Hematopoietic Stem Cell Transplantation|allogeneic hematopoietic stem cell transplantation
56067790|NCT05382377|Solid Tumor|solid tumor
56068118|NCT05639972|HPV-Associated Cervical Carcinoma|hpv-associated cervical carcinoma
56068119|NCT05639972|HPV-Related Carcinoma|hpv-related carcinoma
56068120|NCT05639972|HPV-Related Malignancy|hpv-related malignancy
56068121|NCT05639972|HPV Positive Oropharyngeal Squamous Cell Carcinoma|hpv positive oropharyngeal squamous cell carcinoma
56068122|NCT05639972|HPV-Related Adenocarcinoma|hpv-related adenocarcinoma
56068123|NCT05639972|HPV-Related Adenosquamous Carcinoma|hpv-related adenosquamous carcinoma
56068124|NCT05639972|HPV-Related Squamous Cell Carcinoma|hpv-related squamous cell carcinoma
56068125|NCT05639972|HPV-Related Anal Squamous Cell Carcinoma|hpv-related anal squamous cell carcinoma
56068126|NCT05639972|HPV-Related Penile Squamous Cell Carcinoma|hpv-related penile squamous cell carcinoma
56068127|NCT05639972|HPV-Related Vulvar Squamous Cell Carcinoma|hpv-related vulvar squamous cell carcinoma
56068128|NCT05639972|HPV-Related Endocervical Adenocarcinoma|hpv-related endocervical adenocarcinoma
56068129|NCT05639972|Cervical Cancer|cervical cancer
56068130|NCT05639972|Oropharynx Cancer|oropharynx cancer
56068131|NCT05639972|Anal Cancer|anal cancer
56068132|NCT05639972|Vulvar Cancer|vulvar cancer
56068133|NCT05639972|Penile Cancer|penile cancer
56068134|NCT05639972|Vaginal Cancer|vaginal cancer
56069574|NCT05588440|Relapsed/Refractory Aggressive B-Cell Malignancies|relapsed/refractory aggressive b-cell malignancies
56072041|NCT05172596|Multiple Myeloma|multiple myeloma
56074883|NCT03666000|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
56074884|NCT03666000|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56075975|NCT04185038|Central Nervous System Tumor|central nervous system tumor
56075976|NCT04185038|Diffuse Intrinsic Pontine Glioma|diffuse intrinsic pontine glioma
56075977|NCT04185038|Diffuse Midline Glioma|diffuse midline glioma
56075978|NCT04185038|Ependymoma|ependymoma
56075979|NCT04185038|Medulloblastoma, Childhood|medulloblastoma, childhood
56075980|NCT04185038|Germ Cell Tumor|germ cell tumor
56075981|NCT04185038|Atypical Teratoid/Rhabdoid Tumor|atypical teratoid/rhabdoid tumor
56075982|NCT04185038|Primitive Neuroectodermal Tumor|primitive neuroectodermal tumor
56075983|NCT04185038|Choroid Plexus Carcinoma|choroid plexus carcinoma
56075984|NCT04185038|Pineoblastoma, Childhood|pineoblastoma, childhood
56075985|NCT04185038|Glioma|glioma
56076250|NCT02723942|GPC3 Positive Hepatocellular Carcinoma|gpc3 positive hepatocellular carcinoma
56076251|NCT02723942|CAR-T Cell Immunotherapy|car-t cell immunotherapy
56076256|NCT05015972|B-cell Lymphoma|b-cell lymphoma
56076286|NCT02715362|Carcinoma, Hepatocellular|carcinoma, hepatocellular
56076695|NCT02706782|Pancreatic Cancer|pancreatic cancer
56077048|NCT04154709|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56079042|NCT04033302|T-cell Acute Lymphoblastic Leukemia|t-cell acute lymphoblastic leukemia
56079043|NCT04033302|T-cell Acute Lymphoblastic Lymphoma|t-cell acute lymphoblastic lymphoma
56079044|NCT04033302|Acute Myeloid Leukemia|acute myeloid leukemia
56079045|NCT04033302|NK Cell Lymphoma|nk cell lymphoma
56079966|NCT04169022|Acute Myeloid Leukemia|acute myeloid leukemia
56079984|NCT04186052|Multiple Myeloma|multiple myeloma
56080770|NCT04184414|B Acute Lymphoblastic Leukemia|b acute lymphoblastic leukemia
56080771|NCT04184414|Mantle Cell Lymphoma|mantle cell lymphoma
56080772|NCT04184414|Follicular Lymphoma|follicular lymphoma
56080840|NCT02813837|Leukemia, B-Cell|leukemia, b-cell
56080841|NCT02813837|Lymphoma, B-Cell|lymphoma, b-cell
56081342|NCT05652920|Hepatocellular Carcinoma|hepatocellular carcinoma
56081361|NCT04236011|Multiple Myeloma|multiple myeloma
56081587|NCT02794961|Recurrent or Refractory B Cell Malignancy|recurrent or refractory b cell malignancy
56042863|NCT02873390|PD-1 Antibody|pd-1 antibody
56042864|NCT02873390|CAR-T Cells|car-t cells
56042865|NCT02873390|Advanced Malignancies|advanced malignancies
56083951|NCT02765243|Neuroblastoma|neuroblastoma
56083952|NCT02765243|Effects of Immunotherapy|effects of immunotherapy
56085902|NCT02735291|Leukemia|leukemia
56086110|NCT02737085|Lymphoma, Large B-Cell, Diffuse|lymphoma, large b-cell, diffuse
56086737|NCT02721407|Recurrent Adult Diffuse Large Cell Lymphoma|recurrent adult diffuse large cell lymphoma
56086738|NCT02721407|Recurrent Follicular Lymphoma|recurrent follicular lymphoma
56086739|NCT02721407|Recurrent Mantle Cell Lymphoma|recurrent mantle cell lymphoma
56086740|NCT02721407|Stage III/IV Adult Diffuse Large Cell Lymphoma|stage iii/iv adult diffuse large cell lymphoma
56086741|NCT02721407|Stage III/IV Follicular Lymphoma|stage iii/iv follicular lymphoma
56086742|NCT02721407|Stage III/IV Mantle Cell Lymphoma|stage iii/iv mantle cell lymphoma
56087277|NCT05260957|Refractory Non-Hodgkin Lymphoma|refractory non-hodgkin lymphoma
56087278|NCT05260957|Relapsed Non Hodgkin Lymphoma|relapsed non hodgkin lymphoma
56087279|NCT05260957|Aggressive Non-Hodgkin Lymphoma|aggressive non-hodgkin lymphoma
56087652|NCT04162340|T Cell Lymphoma in Relapse|t cell lymphoma in relapse
56087653|NCT04162340|Refractory T-Cell Lymphoma|refractory t-cell lymphoma
56087822|NCT03999697|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
56087823|NCT03999697|Follicular Lymphoma|follicular lymphoma
56087824|NCT03999697|Primary Cutaneous Follicle Centre Lymphoma|primary cutaneous follicle centre lymphoma
56087825|NCT03999697|Extranodal Marginal Zone Lymphoma of Mucosa-Associated Lymphoid Tissue|extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue
56087826|NCT03999697|Mantle Cell Lymphoma|mantle cell lymphoma
56087827|NCT03999697|Plasma Cell Neoplasm|plasma cell neoplasm
56087828|NCT03999697|B Cell Lymphoma|b cell lymphoma
56087984|NCT05263817|POEMS Syndrome|poems syndrome
56087985|NCT05263817|Amyloidosis|amyloidosis
56087986|NCT05263817|Autoimmune Hemolytic Anemia|autoimmune hemolytic anemia
56087987|NCT05263817|Vasculitis|vasculitis
56089003|NCT02617134|Malignant Glioma of Brain|malignant glioma of brain
56089004|NCT02617134|Colorectal Carcinoma|colorectal carcinoma
56089005|NCT02617134|Gastric Carcinoma|gastric carcinoma
56089476|NCT04156178|B Cell Lymphoma|b cell lymphoma
56089477|NCT04156178|B Cell Leukemia|b cell leukemia
56090267|NCT04151186|Advanced Solid Tumor|advanced solid tumor
56090268|NCT04151186|Neoplasms|neoplasms
56091809|NCT04182581|Multiple Myeloma|multiple myeloma
56092185|NCT02672501|Leukemia, B-Cell|leukemia, b-cell
56093053|NCT02644655|Recurrent B-Cell Tumor|recurrent b-cell tumor
56093054|NCT02644655|Refractory B-Cell Tumor|refractory b-cell tumor
56094257|NCT05096234|Non-Hodgkin's Lymphoma|non-hodgkin's lymphoma
56095109|NCT04153799|Non Small Cell Lung Cancer|non small cell lung cancer
56095805|NCT05574114|Non-Hodgkin's Lymphoma, Relapsed|non-hodgkin's lymphoma, relapsed
56095806|NCT05574114|Non-Hodgkin's Lymphoma Refractory|non-hodgkin's lymphoma refractory
56095818|NCT05535855|Acute Lymphoid Leukemia|acute lymphoid leukemia
56095819|NCT05535855|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56095987|NCT05010564|Leukemia, B-Cell|leukemia, b-cell
56096081|NCT04555551|Multiple Myeloma|multiple myeloma
56097407|NCT05298995|Brain Tumor, Pediatric|brain tumor, pediatric
56097408|NCT05298995|Medulloblastoma, Childhood|medulloblastoma, childhood
56097409|NCT05298995|Embryonal Tumor|embryonal tumor
56097410|NCT05298995|High Grade Glioma|high grade glioma
56097411|NCT05298995|Diffuse Midline Glioma|diffuse midline glioma
56097412|NCT05298995|Diffuse Intrinsic Pontine Glioma|diffuse intrinsic pontine glioma
56097413|NCT05298995|Brain Tumor Adult|brain tumor adult
56044035|NCT02729493|Liver Neoplasms|liver neoplasms
56044273|NCT02725125|Stomach Neoplasms|stomach neoplasms
56101271|NCT04094766|Refractory B Acute Lymphoblastic Leukemia|refractory b acute lymphoblastic leukemia
56103112|NCT02587689|Hepatocellular Carcinoma|hepatocellular carcinoma
56103113|NCT02587689|Non-small Cell Lung Cancer|non-small cell lung cancer
56103114|NCT02587689|Pancreatic Carcinoma|pancreatic carcinoma
56103115|NCT02587689|Triple-Negative Invasive Breast Carcinoma|triple-negative invasive breast carcinoma
56103723|NCT02580747|Malignant Mesothelioma|malignant mesothelioma
56103724|NCT02580747|Pancreatic Cancer|pancreatic cancer
56103725|NCT02580747|Ovarian Tumor|ovarian tumor
56103726|NCT02580747|Triple Negative Breast Cancer|triple negative breast cancer
56103727|NCT02580747|Endometrial Cancer|endometrial cancer
56103728|NCT02580747|Other Mesothelin Positive Tumors|other mesothelin positive tumors
56044751|NCT02710149|Leukemia|leukemia
56044752|NCT02710149|Lymphoma|lymphoma
56106226|NCT03740256|Bladder Cancer|bladder cancer
56106227|NCT03740256|Head and Neck Squamous Cell Carcinoma|head and neck squamous cell carcinoma
56106228|NCT03740256|Cancer of the Salivary Gland|cancer of the salivary gland
56106229|NCT03740256|Lung Cancer|lung cancer
56106230|NCT03740256|Breast Cancer|breast cancer
56106231|NCT03740256|Gastric Cancer|gastric cancer
56106232|NCT03740256|Esophageal Cancer|esophageal cancer
56106233|NCT03740256|Colorectal Cancer|colorectal cancer
56106234|NCT03740256|Pancreatic Adenocarcinoma|pancreatic adenocarcinoma
56106235|NCT03740256|Solid Tumor|solid tumor
56045081|NCT03500991|Central Nervous System Tumor, Pediatric|central nervous system tumor, pediatric
56045082|NCT03500991|Glioma|glioma
56045083|NCT03500991|Ependymoma|ependymoma
56045084|NCT03500991|Medulloblastoma|medulloblastoma
56045085|NCT03500991|Germ Cell Tumor|germ cell tumor
56045086|NCT03500991|Atypical Teratoid/Rhabdoid Tumor|atypical teratoid/rhabdoid tumor
56045087|NCT03500991|Primitive Neuroectodermal Tumor|primitive neuroectodermal tumor
56045088|NCT03500991|Choroid Plexus Carcinoma|choroid plexus carcinoma
56045089|NCT03500991|Pineoblastoma|pineoblastoma
56108336|NCT02631044|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
56108337|NCT02631044|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
56108338|NCT02631044|Follicular Lymphoma|follicular lymphoma
56108339|NCT02631044|Mantle-cell Lymphoma|mantle-cell lymphoma
56108340|NCT02631044|Primary Mediastinal B-cell Lymphoma|primary mediastinal b-cell lymphoma
56109424|NCT04067414|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
56109425|NCT04067414|High-grade B-cell Lymphoma|high-grade b-cell lymphoma
56109426|NCT04067414|Transformed Lymphoma|transformed lymphoma
56109427|NCT04067414|Primary Mediastinal Large B Cell Lymphoma|primary mediastinal large b cell lymphoma
55947400|NCT01430390|Lymphoma|lymphoma
56110403|NCT04561557|Autoimmune Diseases|autoimmune diseases
56110404|NCT04561557|Autoimmune Diseases of the Nervous System|autoimmune diseases of the nervous system
56110405|NCT04561557|Neuromyelitis Optica Spectrum Disorder|neuromyelitis optica spectrum disorder
56110406|NCT04561557|Myasthenia Gravis|myasthenia gravis
56110407|NCT04561557|Chronic Inflammatory Demyelinating Polyradiculoneuropathy|chronic inflammatory demyelinating polyradiculoneuropathy
56110408|NCT04561557|Immune-Mediated Necrotizing Myopathy|immune-mediated necrotizing myopathy
56045710|NCT04107142|Colorectal Cancer|colorectal cancer
56045711|NCT04107142|Triple Negative Breast Cancer|triple negative breast cancer
56045712|NCT04107142|Sarcoma|sarcoma
56045713|NCT04107142|Nasopharyngeal Carcinoma|nasopharyngeal carcinoma
56045714|NCT04107142|Prostate Cancer|prostate cancer
56045715|NCT04107142|Gastric Cancer|gastric cancer
56113463|NCT00889954|HER2 Positive Malignancies|her2 positive malignancies
56113570|NCT04037566|Leukemia Lymphocytic Acute (ALL) in Relapse|leukemia lymphocytic acute (all) in relapse
56113571|NCT04037566|Leukemia Lymphocytic Acute (All) Refractory|leukemia lymphocytic acute (all) refractory
56113572|NCT04037566|Lymphoma, B-Cell|lymphoma, b-cell
56113573|NCT04037566|CD19 Positive|cd19 positive
56113588|NCT02541370|Liver Cancer|liver cancer
56113589|NCT02541370|Pancreatic Cancer|pancreatic cancer
56113590|NCT02541370|Brain Tumor|brain tumor
56113591|NCT02541370|Breast Cancer|breast cancer
56113592|NCT02541370|Ovarian Tumor|ovarian tumor
56113593|NCT02541370|Colorectal Cancer|colorectal cancer
56113594|NCT02541370|Acute Myeloid and Lymphoid Leukemias|acute myeloid and lymphoid leukemias
56116641|NCT05350852|B-ALL|b-all
56116742|NCT03825718|B-cell Acute Lymphoblastic Leukemia|b-cell acute lymphoblastic leukemia
56117926|NCT05201781|Multiple Myeloma|multiple myeloma
56046240|NCT02917083|Hodgkin's Lymphoma|hodgkin's lymphoma
56046241|NCT02917083|Non-Hodgkin Lymphoma|non-hodgkin lymphoma
56119143|NCT04008394|Adult T-Cell Lymphoma/Leukaemia|adult t-cell lymphoma/leukaemia
56119144|NCT04008394|Anaplastic Large Cell Lymphoma|anaplastic large cell lymphoma
56119145|NCT04008394|Angioimmunoblastic T-cell Lymphoma|angioimmunoblastic t-cell lymphoma
56119146|NCT04008394|NK/T-cell Lymphoma|nk/t-cell lymphoma
56119147|NCT04008394|Peripheral T Cell Lymphoma|peripheral t cell lymphoma
56119148|NCT04008394|Hodgkin Lymphoma|hodgkin lymphoma
56119380|NCT05277987|CAR T-Cell Therapy|car t-cell therapy
56119612|NCT04048434|Cytokine Release Syndrome|cytokine release syndrome
56119613|NCT04048434|CAR-T|car-t
56120079|NCT05306080|CRS - Cytokine Release Syndrome|crs - cytokine release syndrome
56120080|NCT05306080|HLH|hlh
56046552|NCT04303247|B-cell Lymphoma Refractory|b-cell lymphoma refractory
56046553|NCT04303247|B-cell Lymphoma Recurrent|b-cell lymphoma recurrent
56122467|NCT04003168|Multiple Myeloma|multiple myeloma
56124033|NCT03573700|Acute Lymphoblastic Leukemia, in Relapse|acute lymphoblastic leukemia, in relapse
56124034|NCT03573700|Acute Lymphoblastic Leukemia, Refractory|acute lymphoblastic leukemia, refractory
56125164|NCT02547948|B Cell Lymphoma|b cell lymphoma
56125183|NCT04010877|Acute Myeloid Leukemia|acute myeloid leukemia
56125695|NCT04119024|Clinical Stage IV Cutaneous Melanoma AJCC v8|clinical stage iv cutaneous melanoma ajcc v8
56125696|NCT04119024|IL13RA2 Positive|il13ra2 positive
56125697|NCT04119024|Metastatic Melanoma|metastatic melanoma
56125698|NCT04119024|Cutaneous Melanoma, Stage III|cutaneous melanoma, stage iii
56125699|NCT04119024|Cutaneous Melanoma, Stage IV|cutaneous melanoma, stage iv
56126161|NCT04089215|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin
56126162|NCT04089215|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
56126163|NCT04089215|Follicular Lymphoma|follicular lymphoma
56047512|NCT04295018|Multiple Myeloma|multiple myeloma
56047513|NCT04295096|Healthy Subject|healthy subject
56047642|NCT02575261|EphA2 Positive Malignant Glioma|epha2 positive malignant glioma
56047643|NCT02575261|CAR-T Cell Immunotherapy|car-t cell immunotherapy
56128624|NCT04085159|Cancer|cancer
56128673|NCT04696731|Advanced/Metastatic Clear Cell Renal Cell Carcinoma|advanced/metastatic clear cell renal cell carcinoma
56129050|NCT04004637|T-lymphoblastic Lymphoma|t-lymphoblastic lymphoma
56129051|NCT04004637|NK/T Cell Lymphoma|nk/t cell lymphoma
56129052|NCT04004637|Acute Lymphocytic Leukemia|acute lymphocytic leukemia
56129148|NCT05277753|T-Cell Acute Lymphoblastic Leukemia|t-cell acute lymphoblastic leukemia
56129296|NCT05590221|B-cell Lymphoma|b-cell lymphoma
56130640|NCT05546723|Multiple Myeloma, Refractory|multiple myeloma, refractory
56130641|NCT05546723|Multiple Myeloma in Relapse|multiple myeloma in relapse
56130801|NCT05312801|Lymphoma, Non-Hodgkin Lymphoma, B-Cell|lymphoma, non-hodgkin lymphoma, b-cell
56048295|NCT03483103|Lymphoma, Non-Hodgkin|lymphoma, non-hodgkin
56048296|NCT03483103|Lymphoma, Nonhodgkin|lymphoma, nonhodgkin
56048297|NCT03483103|Lymphoma, B-Cell|lymphoma, b-cell
56048298|NCT03483103|Lymphoma, Large B-Cell, Diffuse|lymphoma, large b-cell, diffuse
56132350|NCT02664363|Glioblastoma|glioblastoma
56132351|NCT02664363|Gliosarcoma|gliosarcoma
56048571|NCT04093648|Hepatocellular Carcinoma|hepatocellular carcinoma
56048572|NCT04093648|Hepatoblastoma|hepatoblastoma
56134848|NCT03851146|Advanced Cancer|advanced cancer
56136367|NCT04082910|Solid Tumor|solid tumor
56136368|NCT04082910|Hematological Malignancy|hematological malignancy
56138522|NCT04007978|B Cell Lymphoma|b cell lymphoma
56138523|NCT04007978|Acute Lymphoblastic Leukemia|acute lymphoblastic leukemia
56140845|NCT04045847|Recurrent Glioblastoma|recurrent glioblastoma
56140846|NCT04045847|CD147 Positive|cd147 positive
55813407|NCT03882840|Anti-cancer Cell Immunotherapy|anti-cancer cell immunotherapy
55813408|NCT03882840|T Cell and NK Cell|t cell and nk cell
55813426|NCT03198546|Hepatocellular Carcinoma|hepatocellular carcinoma
55813427|NCT03198546|Immunotherapy|immunotherapy
55813428|NCT03198546|CAR|car
55813429|NCT03198546|GPC3 Gene Inactivation|gpc3 gene inactivation
55813430|NCT03198546|T Cell|t cell
55813431|NCT03198546|Squamous Cell Lung Cancer|squamous cell lung cancer
55813703|NCT03590574|T Cell Non-Hodgkin Lymphoma|t cell non-hodgkin lymphoma
55813704|NCT03590574|Peripheral T-Cell Lymphoma, Not Otherwise Specified|peripheral t-cell lymphoma, not otherwise specified
55813705|NCT03590574|Angioimmunoblastic T-cell Lymphoma|angioimmunoblastic t-cell lymphoma
55813706|NCT03590574|Anaplastic Large Cell Lymphoma|anaplastic large cell lymphoma
56050677|NCT05451212|MuSK Myasthenia Gravis|musk myasthenia gravis
55814604|NCT05665062|CLL/SLL|cll/sll
55814605|NCT05665062|NHL|nhl
55814606|NCT05665062|Mantle Cell Lymphoma|mantle cell lymphoma
55814607|NCT05665062|Follicular Lymphoma|follicular lymphoma
55814608|NCT05665062|Large B-cell Lymphoma|large b-cell lymphoma
55814609|NCT05665062|Indolent B-Cell Non-Hodgkin Lymphoma|indolent b-cell non-hodgkin lymphoma
55814610|NCT05665062|Diffuse Large B Cell Lymphoma|diffuse large b cell lymphoma
55814675|NCT05322330|Relapsed/Refractory B-cell Non-Hodgkin's Lymphoma|relapsed/refractory b-cell non-hodgkin's lymphoma
56050832|NCT05077527|AIDS-Related Diffuse Large B-cell Lymphoma|aids-related diffuse large b-cell lymphoma
56050833|NCT05077527|AIDS-Related Non-Hodgkin Lymphoma|aids-related non-hodgkin lymphoma
56050834|NCT05077527|HIV Infection|hiv infection
56050835|NCT05077527|Recurrent Diffuse Large B-Cell Lymphoma|recurrent diffuse large b-cell lymphoma
56050836|NCT05077527|Recurrent Grade 3b Follicular Lymphoma|recurrent grade 3b follicular lymphoma
56050837|NCT05077527|Recurrent High Grade B-Cell Lymphoma|recurrent high grade b-cell lymphoma
56050838|NCT05077527|Recurrent Non-Hodgkin Lymphoma|recurrent non-hodgkin lymphoma
56050839|NCT05077527|Recurrent Primary Mediastinal (Thymic) Large B-Cell Lymphoma|recurrent primary mediastinal (thymic) large b-cell lymphoma
56050840|NCT05077527|Recurrent Transformed B-Cell Non-Hodgkin Lymphoma|recurrent transformed b-cell non-hodgkin lymphoma
56050841|NCT05077527|Refractory Diffuse Large B-Cell Lymphoma|refractory diffuse large b-cell lymphoma
56050842|NCT05077527|Refractory Grade 3b Follicular Lymphoma|refractory grade 3b follicular lymphoma
56050843|NCT05077527|Refractory High Grade B-Cell Lymphoma|refractory high grade b-cell lymphoma
56050844|NCT05077527|Refractory Non-Hodgkin Lymphoma|refractory non-hodgkin lymphoma
56050845|NCT05077527|Refractory Primary Mediastinal (Thymic) Large B-Cell Lymphoma|refractory primary mediastinal (thymic) large b-cell lymphoma
