id|nct_id|allocation|intervention_model|observational_model|primary_purpose|time_perspective|masking|masking_description|intervention_model_description|subject_masked|caregiver_masked|investigator_masked|outcomes_assessor_masked
32778342|NCT03851146|N/A|Sequential Assignment||Treatment||None (Open Label)||"The study will employ dose level cohorts of three patients that will be treated at each level described in Table 1, based on the number of T cells to be infused using the 3 + 3 dose-escalation strategy. If the proposed number of T cells is unable to be obtained due to technical production reasons, the available number will be infused. However, the cohort will only be escalated when a minimum of three patients have been safely treated at the planned level.~The fourth cohort dose level has been set according to the maximum level considered to be feasible taking into account technical constraints. The study will be expanded to accrue additional patients at the MTD (expansion phase cohort) with an expansion cohort of upto 20 patients. For technical and logistic reasons the maximum number of patients to be enrolled on the study will be 30."||||
32838039|NCT05275062|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32779294|NCT04082910|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32504249|NCT01460901|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32504267|NCT04888468|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32504289|NCT04556266|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32714567|NCT02728882|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32714711|NCT02713984|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32948398|NCT04427449|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32948403|NCT04812691|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32948475|NCT04787263|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32948553|NCT04340167|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32948592|NCT04134325|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32948829|NCT05535673|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32715152|NCT05333302|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32780466|NCT04007978|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32949239|NCT04892277|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32949431|NCT05528887|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32949510|NCT05523661|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32505038|NCT04196205|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32875556|NCT04850560|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32949982|NCT05478343|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32716224|NCT02685670|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32781939|NCT04045847|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32839396|NCT05181501|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32950340|NCT05480501|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32950388|NCT05472857|N/A|Single Group Assignment||Treatment||None (Open Label)||Accelerated titration and Bayesian optimal interval design (BION) dose escalation design||||
32950440|NCT05477927|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32505758|NCT02992834|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32840214|NCT03370198|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||There will be a hepatic transarterial administration of NKR-2 every 2 weeks for a total of 3 administrations within 4 weeks (28 days). Three dose-level will be assessed (dose escalation with 3 dose-levels or 3 cohorts).||||
32716813|NCT04169932|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32951127|NCT04973527|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32840420|NCT03356782|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32840483|NCT05239689|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32840665|NCT04503538|N/A|Single Group Assignment||Supportive Care||None (Open Label)||||||
32951435|NCT05421663|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32717038|NCT02652910|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32951501|NCT04840875|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32506126|NCT03159819|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32784170|NCT05225831|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32717496|NCT04163302|N/A|Single Group Assignment||Treatment||None (Open Label)||This study was a single-center, open-label, single-arm, non-randomized clinical trial, which was divided in 3 groups by different infusion dose level. Firstly, each dose group has 3 patients. The pretreatment regimen of cyclophosphamide (25mg/m2 for 3 consecutive days) and fludarabine (10mg/kg for 3 consecutive days) was given before CART cells were reinfused. CART cells were reinfused on the third day after the pretreatment. If no serious side effects emerges in the group, then the next group uses the subsequent higher dose. If serious side effects emerges in a single patients in any dose level, 3 more patients will be enrolled to the same dose level. After 9 or more patients, the investigators select the safest dose and recruit more patients for CART test to explore its effectiveness.||||
32717558|NCT04289220|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32952464|NCT04219319|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32841629|NCT03840317|Randomized|Parallel Assignment||Treatment||Quadruple|||t|t|t|t
32952806|NCT04599556|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32542031|NCT03086954|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32784802|NCT05393986|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32842629|NCT03811457|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32506828|NCT03696784|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32953591|NCT02348216|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32842833|NCT05463640|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785112|NCT05458297|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32842910|NCT03798509|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785130|NCT05377827|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||Two cohorts (AML and T-NHL) will enroll and be treated independently in Part A. Patients in each cohort will be treated following an accelerated titration 3+3 design, meaning that one patient will be treated at a dose level with continued escalation until a DLT is observed, at which point a traditional 3+3 design will be triggered in that cohort moving forward. Upon confirmation of the recommended phase 2 dose (RP2D) for either cohort, enrollment to Part B of the study for that cohort will commence.||||
32785134|NCT05353530|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32506985|NCT05312476|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785184|NCT05081479|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32843010|NCT03799913|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785224|NCT04778579|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785278|NCT04404660|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32507055|NCT04088890|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32954260|NCT03994913|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785388|NCT03144583|N/A|Single Group Assignment||Other||None (Open Label)|Open label|||||
32843333|NCT03720457|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32954392|NCT04136275|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32785628|NCT04696432|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32785635|NCT04648046|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||The clinical trial is an open-label dose escalating phase I/IIa study of autologous T cells expressing LVgp120duoCAR molecules that target and kill HIV-1 gp120 expressing cells. Participants will be enrolled sequentially in up to three sequentially enrolled cohorts in a 3+3 design. Dose escalation decisions will be made when a minimum of three participants have completed the safety-evaluation period (45 days) at a given dose level. No dose escalation will be allowed in an individual participant, and participants who have dose limiting adverse events will reinstate ART therapy at first available opportunity. There are 3 dose escalation cohorts with the first 3 participants starting at Cohort 1.||||
32785664|NCT04557436|N/A|Single Group Assignment||Other||None (Open Label)||"This is an open label, single-centre, phase I, cohort study using genome edited T cells to bring patients with relapsed or refractory B-cell acute lymphoblastic leukaemia (B-ALL) into remission in anticipation of a haematopoietic stem cell transplant (HSCT) that will hopefully prevent the leukaemia from returning. It involves a single infusion of allogenic T cells transduced with a self-inactivating (SIN) lentiviral vector in up to 10 subjects aged from 6 months to 18 years. The primary objective in this study is to test the safety and secondary objective will test the efficacy of this gene therapy procedure in this population.~Patients will be enrolled following diagnosis and referral to GOSH, and will receive TT52CAR19 cells at GOSH after lymphodepleting conditioning. They will be followed on this protocol for 12 months post IMP infusion."||||
32785676|NCT04510051|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32507285|NCT05381181|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32844166|NCT03628612|N/A|Single Group Assignment||Other||None (Open Label)||||||
32955357|NCT03651128|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32786469|NCT03502577|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32844992|NCT03198052|N/A|Single Group Assignment||Treatment||None (Open Label)||Use engineered CAR-T cells to kill cancer cells with certain targets.||||
32845141|NCT03298828|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32786857|NCT04014881|N/A|Single Group Assignment||Treatment||None (Open Label)||This study was a single-center, open-label, single-arm, non-randomized,3+3 dose escalation clinical trial.Each dose group has 3 patients.If no DLT emerges in the group, then the next group uses the subsequent higher dose. If DLT emerges in a single subject in any dose level, 3 more subjects will be enrolled to the same dose level. The maximum dose could be extended.||||
32956302|NCT04150913|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32956528|NCT01454596|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32956570|NCT02215967||Sequential Assignment||Treatment||None (Open Label)||||||
32845728|NCT02456350|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32508050|NCT04762485|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32957582|NCT04684459|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32787898|NCT05350787|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32957817|NCT04684472|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32957951|NCT04689659|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32788195|NCT04008251|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32718358|NCT03624036|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32958331|NCT04034446|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32788240|NCT04011293|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32718372|NCT05210907|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32508221|NCT03030976|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32846466|NCT03207178||Sequential Assignment||Treatment||None (Open Label)||||||
32846810|NCT03118180|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32847091|NCT03185494|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32959531|NCT04026100|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32847633|NCT05008575|N/A|Single Group Assignment||Treatment||None (Open Label)||Single Group Assignment||||
32509002|NCT03602157|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32509038|NCT03049449|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32790089|NCT03980691|Randomized|Parallel Assignment||Treatment||None (Open Label)||The control arm includes HIV-infected patients without receiving cellar therapy combined with Chidamide whose HIV-1 has been successfully suppressed after cART.||||
32509279|NCT05164770|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32847928|NCT03361748|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32960670|NCT03240328|N/A|Single Group Assignment||Treatment||None (Open Label)||No control.||||
32960911|NCT05240950|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32719111|NCT03275493|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32961204|NCT04690192|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32961255|NCT04049513|N/A|Sequential Assignment||Treatment||None (Open Label)||Modified 3+3 dose escalation scheme.||||
32961331|NCT03103971|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32875857|NCT01475058|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32580068|NCT05190653|Randomized|Parallel Assignment||Supportive Care||Single|It will not be possible to blind participants or researchers (PC clinicians who will be involved in delivery the intervention) to the intervention but the individual doing the data collection, the research assistant, will be blinded to the randomization allocation.|||||t
32849103|NCT03114670|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32849129|NCT04440436|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32792294|NCT03980288|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32580813|NCT04608487|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32510754|NCT03126864|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32580893|NCT03676504|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32581385|NCT04562298|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32511075|NCT03383952|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32581552|NCT01593696|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32511273|NCT01583686|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32721596|NCT02876978|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32721623|NCT04303520|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32582287|NCT04406610|Randomized|Parallel Assignment||Treatment||Single|||||t|
32511654|NCT03366324|N/A|Single Group Assignment||Treatment||None (Open Label)||The only one group of patients will receive the combination of CAR-T therapy and HSCT.||||
32582835|NCT03696030|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32582941|NCT03774654|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32793581|NCT05371132|N/A|Single Group Assignment||Basic Science||None (Open Label)||||||
32794010|NCT03931720|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32794250|NCT03919240|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32850680|NCT03726515|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32584012|NCT04390542|Randomized|Parallel Assignment||Supportive Care||None (Open Label)||||||
32851544|NCT04097301|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32723213|NCT02873390|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32513419|NCT05341492|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32513429|NCT03310008|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||"Biological: NKR-2 cells The intervention will consist of an infusion of NKR-2 cells administered concurrently to a standard chemotherapy every 2 weeks (14 days) for a total of 3 infusions within 4 weeks (28 days).~Other Name: NKG2D CAR-T cells"||||
32876066|NCT03463928|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32723912|NCT02729493|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32585527|NCT05256641|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32513857|NCT03029338|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32585596|NCT04735471|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||3+3 Dose Escalation Design||||
32585604|NCT04661384|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32795403|NCT03879382|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32724073|NCT02725125|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32514140|NCT02935257|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32963048|NCT05483491|N/A|Sequential Assignment||Treatment||None (Open Label)||This is a phase I clinical trial that will determine the maximum tolerated dose and clinical tumor responses for escalating doses of KK-LC-1 TCR-T cells.||||
32852111|NCT04385173|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32852268|NCT03706547|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32514394|NCT05204160|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32852526|NCT05309213|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32852564|NCT04640909|N/A|Single Group Assignment||Basic Science||None (Open Label)||||||
32852679|NCT01192464|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32724379|NCT02710149|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32853558|NCT03671460|N/A|Single Group Assignment||Treatment||None (Open Label)||single-center, open-label, nonrandomized, no control, prospective clinical trial||||
32853818|NCT03464916|N/A|Sequential Assignment||Treatment||None (Open Label)||To determine DLT and MTD, the design uses a 3+3 rule-based design. Dose escalation is permitted between successive cohorts based upon a specified algorithm, using discrete dosage steps.||||
32853939|NCT03661554|N/A|Single Group Assignment||Treatment||None (Open Label)|Clinical study of BCMA nano-antibody CAR-T cells in the treatment of refractory recurrent multiple myeloma (single center, single arm, open clinical study)|In this study, a 3 + 3 dose gradient climbing design was used. Three dosage groups, 5 x 106 / kg, 1 x 107 / kg and 1.5 x 107 / kg, were divided into three groups.||||
32724568|NCT03500991|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32854205|NCT03758417|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32854307|NCT03318861|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||Dose-Escalation and Dose Expansion||||
32854367|NCT05420493|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32514689|NCT05023707|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32854561|NCT03984968|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32586128|NCT05620680|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32855412|NCT04384393|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32724929|NCT04107142||Sequential Assignment||Other||None (Open Label)||"The study consisT of 3 + 3 dose escalation study design with 3 distinct dose level.~The first dose level will be at 3 x 10^8 chimeric antigen receptor (CAR) grafted γδ T cells per infusion.~The second dose level will be at 1 x 10^9 CAR-γδT cells per infusion. The third dose level will be increased to 3 x 10^9 cells CAR-γδT cells.~Each cycle of therapy will consist of 4 intravenous infusions, given 7 days apart."||||
32855565|NCT04176913|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32856535|NCT01355965|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32857218|NCT03952923|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32725246|NCT02917083|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32857408|NCT05665725|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32857474|NCT05648019|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32796709|NCT03796390|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32857769|NCT04657861|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32796808|NCT05620732|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32857956|NCT03605238|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32515335|NCT03291444|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32796901|NCT05495464|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32725412|NCT04303247|N/A|Single Group Assignment||Treatment||None (Open Label)|no masking|||||
32876235|NCT04697940|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32858510|NCT04083495|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32858541|NCT03873805|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32858559|NCT03648372|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32858713|NCT02132624|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32858747|NCT05370547|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32858828|NCT02134262|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32859041|NCT03579888|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32859396|NCT05190185|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32859740|NCT03181126|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32859886|NCT05391490|N/A|Single Group Assignment||Treatment||None (Open Label)|Open-label|Single-centre, non-randomised, open-label Phase I clinical trial of an Advanced Therapy Investigational Medicinal Product (ATIMP)||||
32859939|NCT05085418|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32859969|NCT03068416|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32797225|NCT03993743|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32860269|NCT04443829|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32861071|NCT05020392|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||This study was a pragmatic clinical trial in which patients were divided into two groups, one receiving anti-CD19 CAR-T cells infusion, the other group receiving anti-CD19 CAR-T cells infusion and concurrent oral BTK inhibitor.||||
32861088|NCT04881240|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32861143|NCT04512716|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32861180|NCT04146051|Randomized|Crossover Assignment||Treatment||Quadruple|||t|t|t|t
32861202|NCT03938987|N/A|Single Group Assignment||Treatment||None (Open Label)||All enrolled patients will be included in the safety and PK analyses. All patients receiving the dose and schedule selected for expansion will be included in the efficacy and futility analyses including patients who received the selected dose and schedule in the phase 1b dose selection and dose escalation. Analysis of during phase 2 will occur using a Simon 2-stage design.||||
32515918|NCT05605197|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32862839|NCT03674463|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32863500|NCT03559764||Sequential Assignment||Treatment||None (Open Label)||||||
32863779|NCT00881920|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32725972|NCT04295018|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32725973|NCT04295096|N/A|Single Group Assignment||Other||None (Open Label)||||||
32864311|NCT05626400|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32864614|NCT05208853|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32726049|NCT02575261|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32865400|NCT05106946|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32516827|NCT03196830|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32867158|NCT03525782|Randomized|Parallel Assignment||Treatment||Single|||t|||
32867363|NCT05429905|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||"Phase 1 run-in will be conducted to determine the recommended phase II dose(s) (RP2D) for adult and paediatric patients in independent dose escalation cohorts.~Phase II will enrol patients in 2 concurrent cohorts at the R2PD."||||
32867400|NCT04173988|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32799691|NCT05631912|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32799813|NCT05397184|N/A|Single Group Assignment||Other||None (Open Label)|Not applicable (Open Label)|Phase 1, open label, non randomised||||
32799898|NCT05169489|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32800089|NCT04539366|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32800110|NCT04404595|N/A|Single Group Assignment||Treatment||None (Open Label)||3+3 dose escalation and expansion||||
32868586|NCT02932956|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32800150|NCT04231747|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32868615|NCT02290951|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32517244|NCT04877080|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32517246|NCT05381662|Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32587554|NCT04650451|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32587568|NCT04526834|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32800354|NCT02414269|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32800365|NCT02208362|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32868998|NCT05059912|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32587607|NCT04257578|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32800477|NCT03870945|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32726459|NCT03483103|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32800704|NCT03720496|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32869793|NCT04976218|N/A|Single Group Assignment||Treatment||None (Open Label)||TGFβR-KO CAR-EGFR T Cells will be administered to eligible patients in a 3+3 dose escalation manner.||||
32869892|NCT05038696|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32598991|NCT05418088|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32801358|NCT05099237|Non-Randomized|Parallel Assignment||Device Feasibility||None (Open Label)||The EMBRaCE-GM study is a multi-cohort trial designed to efficiently evaluate the range of wearable vital signs monitors. Each cohort is a distinct group of patients who undertake a feasibility study.||||
32870441|NCT05150522|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32870757|NCT03638167|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32870774|NCT03598179|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32518096|NCT05248048|N/A|Sequential Assignment||Treatment||None (Open Label)||||||
32801981|NCT03943472|Randomized|Parallel Assignment||Treatment||Single|||t|||
32518245|NCT04480788|N/A|Single Group Assignment||Treatment||None (Open Label)||CD7-CART||||
32802245|NCT03937544|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32871224|NCT03576807|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32518393|NCT03166878|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32871706|NCT02194374|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32872284|NCT03672253|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32872293|NCT02905188|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32872392|NCT04952272|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32803723|NCT03890198|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32803745|NCT03881774|N/A|Single Group Assignment||Treatment||None (Open Label)||CAR-T cell group||||
32588562|NCT05315778|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32519656|NCT04268706|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32804536|NCT03448978|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32873498|NCT04969354|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32805046|NCT05170568|N/A|Single Group Assignment||Treatment||None (Open Label)||PA3-17 injection||||
32589149|NCT05464719|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32874083|NCT04732845|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32521210|NCT05108805|N/A|Single Group Assignment||Supportive Care||None (Open Label)||||||
32589224|NCT05274451|N/A|Single Group Assignment||Treatment||None (Open Label)||Single-arm, open-label, dose-escalation and -expansion study||||
32874232|NCT03434769|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32589459|NCT04432506|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32589523|NCT04071366|Randomized|Parallel Assignment||Prevention||Triple|Part 1 is not masked (open label). Part 2 is double blinded (participant, investigator)|Part 1: Singe Group Assignment Part 2: Parallel Assignment|t|t|t|
32805682|NCT05239702|Non-Randomized|Single Group Assignment||Treatment||None (Open Label)||||||
32589605|NCT03435796|N/A|Single Group Assignment||Other||None (Open Label)||||||
32521913|NCT03110640|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32522006|NCT03393936|Non-Randomized|Factorial Assignment||Treatment||None (Open Label)||Subjects with ROR2 positive biopsy will receive CCT301-59. Subjects with AXL positive biopsy that are ROR2 negative will receive CCT301-38.||||
32522047|NCT05085444|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32589742|NCT01087294|Non-Randomized|Sequential Assignment||Treatment||None (Open Label)||||||
32522219|NCT04287660|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32522253|NCT04270461|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
32522407|NCT04088864|Non-Randomized|Parallel Assignment||Treatment||None (Open Label)||||||
32590027|NCT03882840|N/A|Single Group Assignment||Treatment||None (Open Label)||||||
