id|nct_id|id_source|id_value|id_type|id_type_description|id_link
43365047|NCT01318317|secondary_id|09174|Other Identifier|City of Hope Medical Center|
43365048|NCT01318317|secondary_id|P30CA033572|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA033572
43365049|NCT01318317|secondary_id|P50CA107399|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P50CA107399
43365063|NCT04325841|org_study_id|BR-19-C|||
43365222|NCT05538195|org_study_id|PBC040|||
43366266|NCT05515185|org_study_id|KT095|||
43366297|NCT05514327|org_study_id|CART-1|||
43366406|NCT03173417|org_study_id|YMCART201702|||
42988574|NCT05020444|org_study_id|20-518|||
43366847|NCT04280133|org_study_id|19-790|||
42901050|NCT04608487|org_study_id|20-274|||
43149054|NCT02631044|org_study_id|017001|||
43367444|NCT05422521|org_study_id|21-AOIP-03|||
42901165|NCT03676504|org_study_id|HD-CAR-1|||
42988715|NCT04214392|org_study_id|19309|||
42988716|NCT04214392|secondary_id|NCI-2019-08393|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42988717|NCT04214392|secondary_id|19309|Other Identifier|City of Hope Medical Center|
43265619|NCT03726515|org_study_id|831706, UPCC 13318|||
43368711|NCT03191773|org_study_id|2017-HS-32|||
43368927|NCT03182803|org_study_id|H2017-02-P01|||
43149937|NCT04067414|org_study_id|QT2018002-EC-4|||
43369307|NCT05385263|org_study_id|0804-21|||
42901963|NCT04562298|org_study_id|BM2L201906|||
43369424|NCT05085431|org_study_id|CD19/BCMA-003|||
43369903|NCT04846439|org_study_id|2021062|||
43266650|NCT04097301|org_study_id|EURE-CART-1|||
43266651|NCT04097301|secondary_id|2018-000813-19|EudraCT Number||
43369972|NCT02659943|org_study_id|160054|||
43369973|NCT02659943|secondary_id|16-C-0054|||
43150578|NCT04561557|org_study_id|CARTinNS|||
43370193|NCT05017883|org_study_id|V2.0|||
42902219|NCT01593696|org_study_id|120112|||
42902220|NCT01593696|secondary_id|12-C-0112|||
43267354|NCT04385173|org_study_id|SAHZJU-BP102|||
43371245|NCT05131763|org_study_id|Fudan-Changchun|||
43371283|NCT05097443|org_study_id|B-NHL001|||
43267560|NCT03706547|org_study_id|SHZS-MM002|||
42903232|NCT04406610|org_study_id|CAR-T|||
43371941|NCT03090659|org_study_id|LCAR-B38M|||
43267868|NCT05309213|org_study_id|SD3|||
43267910|NCT04640909|org_study_id|CLL2020|||
43372088|NCT05302037|org_study_id|CTM-N2D-102|||
43268060|NCT01192464|org_study_id|26617-CAR CD 30|||
42903884|NCT03696030|org_study_id|17237|||
42903885|NCT03696030|secondary_id|NCI-2018-01270|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42903886|NCT03696030|secondary_id|17237|Other Identifier|City of Hope Medical Center|
42904044|NCT03774654|org_study_id|H-44526 ANCHOR|||
43373781|NCT05633615|org_study_id|S2114|||
43373782|NCT05633615|secondary_id|NCI-2022-07930|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43373783|NCT05633615|secondary_id|S2114|Other Identifier|SWOG|
43373784|NCT05633615|secondary_id|S2114|Other Identifier|CTEP|
43373785|NCT05633615|secondary_id|U10CA180888|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/U10CA180888
43373797|NCT05587543|org_study_id|2207257-17|||
43152920|NCT00889954|org_study_id|24486-HERCREEM|||
43152921|NCT00889954|secondary_id|HERCREEM|Other Identifier|Baylor College of Medicine|
43153015|NCT04037566|org_study_id|V2.1|||
43153028|NCT02541370|org_study_id|s2015-080-03|||
43374216|NCT02442297|org_study_id|H-31973-iCAR|||
43269214|NCT03671460|org_study_id|TianjinMycure-LDP-CD19 CAR-T|||
43269534|NCT03464916|org_study_id|SOR-CART-MM-001|||
42905409|NCT04390542|org_study_id|CASE8Z20|||
43375017|NCT05623488|org_study_id|UPCC# 15122, IRB # 852205|||
43269683|NCT03661554|org_study_id|PRG 1801|||
43375115|NCT05457010|org_study_id|ARC-201|||
43375121|NCT05454241|org_study_id|RD13-02|||
43375132|NCT05442580|org_study_id|UPCC# 19422|||
43375139|NCT05432635|org_study_id|20695|||
43375140|NCT05432635|secondary_id|NCI-2022-04622|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43375141|NCT05432635|secondary_id|20695|Other Identifier|City of Hope Comprehensive Cancer Center|
43375142|NCT05432635|secondary_id|P30CA033572|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA033572
43375143|NCT05432635|secondary_id|P50CA107399|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P50CA107399
43270016|NCT03758417|org_study_id|CR108494|||
43270017|NCT03758417|secondary_id|68284528MMY2002|Other Identifier|Janssen Research & Development, LLC|
43375482|NCT04877613|org_study_id|IRB# 848848; UPCC# 12320|||
43270142|NCT03318861|org_study_id|KITE-585-501|||
43375648|NCT04499339|org_study_id|CARAMBA-1|||
43375649|NCT04499339|secondary_id|2019-001264-30|EudraCT Number||
43375659|NCT04484012|org_study_id|19405|||
43375660|NCT04484012|secondary_id|NCI-2020-04550|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43375661|NCT04484012|secondary_id|19405|Other Identifier|City of Hope Comprehensive Cancer Center|
43375662|NCT04484012|secondary_id|P30CA033572|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA033572
43270214|NCT05420493|org_study_id|PBC033|||
43376067|NCT03585764|org_study_id|830111 (UPCC-03818)|||
43270457|NCT03984968|org_study_id|SZCART01|||
43376080|NCT03549442|org_study_id|828773|||
43376160|NCT03288493|org_study_id|P-BCMA-101-001|||
43376240|NCT03054298|org_study_id|826085 (UPCC 02916)|||
43376254|NCT02935543|org_study_id|UPCC39416, 825668|||
42991845|NCT05432882|org_study_id|GIMI-IRB-22007|||
43376363|NCT02277522|org_study_id|UPCC 04414, 820840|||
43376372|NCT02030847|org_study_id|UPCC 21413, 818626|||
43376385|NCT01837602|org_study_id|UPCC 13111, 813858|||
42991921|NCT02958384|org_study_id|TMMU-BTC-012|||
42808576|NCT05204160|org_study_id|STUDY00003182|||
42808577|NCT05204160|secondary_id|NCI-2021-08718|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42808578|NCT05204160|secondary_id|Winship5388-21|Other Identifier|Emory University Hospital/Winship Cancer Institute|
42808579|NCT05204160|secondary_id|P30CA138292|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA138292
43155673|NCT05350852|org_study_id|FT400-005|||
43155746|NCT03825718|org_study_id|PGC0002|||
43271523|NCT04384393|org_study_id|ThisCART19|||
43377697|NCT05091541|org_study_id|CT120C001|||
43271710|NCT04176913|org_study_id|BM2L201904|||
43271711|NCT04176913|nct_alias|NCT04994587|||
43377975|NCT04981691|org_study_id|Amaretto|||
43271712|NCT04176913|secondary_id|BM2L201904|Registry Identifier|BM2L201904|
43378168|NCT05106907|org_study_id|FT400-002|||
43378893|NCT04436029|org_study_id|DC 11B|||
43378961|NCT05123209|org_study_id|YMCART202101|||
43156619|NCT05201781|org_study_id|CR109123|||
43156620|NCT05201781|secondary_id|2020-005521-84|EudraCT Number||
43156621|NCT05201781|secondary_id|68284528MMY4002|Other Identifier|Janssen Research & Development, LLC|
42907715|NCT05256641|org_study_id|21-000979|||
42907716|NCT05256641|secondary_id|NCI-2021-12421|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42907817|NCT04735471|org_study_id|ADI-20200101|||
42907825|NCT04661384|org_study_id|19497|||
42907826|NCT04661384|secondary_id|NCI-2020-06010|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42907827|NCT04661384|secondary_id|19497|Other Identifier|City of Hope Medical Center|
42907828|NCT04661384|secondary_id|P30CA033572|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA033572
43272934|NCT01355965|org_study_id|UPCC 17510|||
43380286|NCT04429451|org_study_id|GIMI-IRB-20003|||
43380555|NCT05043571|org_study_id|2020/01325|||
42993506|NCT04727008|org_study_id|MCART-001|||
43380752|NCT05030779|org_study_id|CD19/BCMA-001|||
42908454|NCT05620680|org_study_id|HEM-ONCO-017|||
43381146|NCT05290155|org_study_id|SHYSXY-202105-CD7-CART|||
43157641|NCT04008394|org_study_id|WHUH-CART-CD30-01|||
43381423|NCT05281809|org_study_id|2021-114-WPH|||
43381472|NCT04796441|org_study_id|CAR-γδT cell for AML|||
43381479|NCT04796675|org_study_id|CAR-NK-CD19 cells|||
43381483|NCT04803929|org_study_id|2021KY014|||
43381511|NCT04785833|org_study_id|PA-CART-3-17-001|||
43157851|NCT05277987|org_study_id|HEC-016-GC/PC-101|||
43381715|NCT05199519|org_study_id|CIBI345Y001|||
43381746|NCT04790747|org_study_id|EML-001|||
43381948|NCT05474885|org_study_id|ICG180-001|||
43273797|NCT03952923|org_study_id|HXYT-002|||
43158087|NCT04048434|org_study_id|CRS01|||
43382102|NCT04433221|org_study_id|GIMI-IRB-20007|||
43382242|NCT05412329|org_study_id|GC012F-31|||
43274050|NCT05665725|org_study_id|OSU-22031|||
43274051|NCT05665725|secondary_id|NCI-2022-10248|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43274127|NCT05648019|org_study_id|SHCELL18P1|||
43382568|NCT04977193|org_study_id|LY011C1002|||
43158466|NCT05306080|org_study_id|UPCC 01422|||
43382922|NCT04951141|org_study_id|2017-003-D|||
43274491|NCT04657861|org_study_id|APRIL-001|||
43383027|NCT03060343|org_study_id|Z-NSCLC-01|||
43274716|NCT03605238|org_study_id|CHN-PLAGH-NO-S2018-002-02|||
42910258|NCT04650451|org_study_id|BPX603-201A|||
42910279|NCT04526834|org_study_id|TESSCAR002|||
42910335|NCT04257578|org_study_id|RG1006269|||
42910336|NCT04257578|secondary_id|NCI-2020-00238|Registry Identifier|NCI / CTRP|
42910337|NCT04257578|secondary_id|10418|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43384640|NCT04427449|org_study_id|GIMI-IRB-20004|||
43384647|NCT04812691|org_study_id|JWCAR029-003|||
43384728|NCT04787263|org_study_id|CD19-CAR_Lenti|||
43384819|NCT04340167|org_study_id|BR-22-C|||
43384870|NCT04134325|org_study_id|LCCC1852-ATL|||
43385132|NCT05535673|org_study_id|FT400-010|||
43275394|NCT04083495|org_study_id|LCCC1904-ATL|||
43275433|NCT03873805|org_study_id|17483|||
43275434|NCT03873805|secondary_id|NCI-2019-01264|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43275435|NCT03873805|secondary_id|17483|Other Identifier|City of Hope Medical Center|
43275456|NCT03648372|org_study_id|TAK-981-1002|||
43275457|NCT03648372|secondary_id|U1111-1214-4537|Registry Identifier|WHO|
43275458|NCT03648372|secondary_id|2020-003947-27|EudraCT Number||
43385630|NCT04892277|org_study_id|MC198A|||
43385631|NCT04892277|secondary_id|NCI-2021-03969|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43275723|NCT02132624|org_study_id|003:TCELL|||
43275724|NCT02132624|secondary_id|2013-001393-19|EudraCT Number||
43275768|NCT05370547|org_study_id|CHN-PLAGH-BT-071|||
43385910|NCT05528887|org_study_id|2021-037|||
43275863|NCT02134262|org_study_id|JMU-CD19CAR|||
43385995|NCT05523661|org_study_id|HRAIN01-ALL02-POC|||
43276127|NCT03579888|org_study_id|2019-1063|||
43276128|NCT03579888|secondary_id|NCI-2020-03608|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43276129|NCT03579888|secondary_id|2019-1063|Other Identifier|M D Anderson Cancer Center|
43386538|NCT05478343|org_study_id|YMCART201909|||
43386961|NCT05480501|org_study_id|YMCART1902|||
43387017|NCT05472857|org_study_id|IMC002-CT01|||
43160492|NCT04003168|org_study_id|HRAIN01-MM01|||
43387091|NCT05477927|org_study_id|MCART-006|||
43276562|NCT05190185|org_study_id|PG-CART-TAA06-001|||
42911664|NCT05315778|org_study_id|BCRITP|||
43276998|NCT03181126|org_study_id|M16-106|||
43387965|NCT04973527|org_study_id|BRYY-IIT-LCYJ-2021-011|||
43277175|NCT05391490|org_study_id|UCL/126900|||
43277176|NCT05391490|secondary_id|2021-002878-88|EudraCT Number||
43277244|NCT05085418|org_study_id|CD19/BCMA-004|||
43277278|NCT03068416|org_study_id|004:TCELL|||
43277279|NCT03068416|secondary_id|2016-004043-36|EudraCT Number||
43388408|NCT05421663|org_study_id|CCAR039L1101|||
42912455|NCT05464719|org_study_id|2022-0147|||
42912456|NCT05464719|secondary_id|NCI-2022-05750|Other Identifier|NCI-CTRP Clinical Trials Reporting Registry|
43388484|NCT04840875|org_study_id|BRYY-IIT-LCYJ-2021-004|||
42912561|NCT05274451|org_study_id|LYL797-101|||
43277659|NCT04443829|org_study_id|UCL/126892|||
42996561|NCT02963038|org_study_id|SenL_19|||
42912967|NCT04432506|org_study_id|2019-1051|||
42912968|NCT04432506|secondary_id|NCI-2020-04369|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42912969|NCT04432506|secondary_id|2019-1051|Other Identifier|M D Anderson Cancer Center|
43161714|NCT03573700|org_study_id|SJCAR19|||
43161715|NCT03573700|secondary_id|NCI-2017-01399|Registry Identifier|NCI Clinical Trial Registration Proogram|
42913103|NCT04071366|org_study_id|INCB 39110-211|||
42913253|NCT03435796|org_study_id|GC-LTFU-001|||
42913254|NCT03435796|secondary_id|U1111-1206-8250|Registry Identifier|WHO|
42913255|NCT03435796|secondary_id|2017-001465-24|EudraCT Number||
43389773|NCT04219319|org_study_id|BM2L201905|||
42997117|NCT02968472|org_study_id|LXUN|||
43278656|NCT05020392|org_study_id|auto-CART-CD19 cells and BTKi|||
43278676|NCT04881240|org_study_id|MEMCAR19|||
43278748|NCT04512716|org_study_id|20-382|||
43390249|NCT04599556|org_study_id|CD7-001|||
43278794|NCT04146051|org_study_id|MG-001|||
43278828|NCT03938987|org_study_id|ACIT001/EXC002|||
42913578|NCT01087294|org_study_id|100054|||
42913579|NCT01087294|secondary_id|10-C-0054|||
43162663|NCT02547948|org_study_id|CD19-targeting CAR T|||
43162683|NCT04010877|org_study_id|GIMI-IRB-19004|||
42914059|NCT03882840|org_study_id|ZZITNK-007|||
42914072|NCT03198546|org_study_id|ZZCART-003|||
42914283|NCT03590574|org_study_id|AUTO4-TL1|||
42914284|NCT03590574|secondary_id|2017-001965-26|EudraCT Number||
43391402|NCT02348216|org_study_id|KTE-C19-101|||
43391403|NCT02348216|secondary_id|2015-005007-86|EudraCT Number||
43163114|NCT04119024|org_study_id|19-001145|||
43163115|NCT04119024|secondary_id|NCI-2019-05764|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43163116|NCT04119024|secondary_id|19-001145|Other Identifier|UCLA / Jonsson Comprehensive Cancer Center|
42914995|NCT05665062|org_study_id|STK-009-101|||
42915034|NCT05322330|org_study_id|R/R B-NHL 01|||
43163509|NCT04089215|org_study_id|JWCAR029-002|||
43392300|NCT03994913|org_study_id|CT032-NHL-01|||
43392523|NCT04136275|org_study_id|19-087|||
42915839|NCT05212584|org_study_id|ICG170-001|||
43280900|NCT03674463|org_study_id|LCAR-B4822M|||
42916588|NCT03330834|org_study_id|CART-YY2017|||
43281735|NCT03559764|org_study_id|BCMA CAR T-HNRM-01|||
43393910|NCT03651128|org_study_id|BB2121-MM-003|||
43393911|NCT03651128|secondary_id|U1111-1217-9988|Registry Identifier|WHO|
43393912|NCT03651128|secondary_id|2018-001023-38|EudraCT Number||
43282090|NCT00881920|org_study_id|H-23574-CHARKALL|||
43282091|NCT00881920|secondary_id|CHARKALL|Other Identifier|Baylor College of Medicine|
43165680|NCT04085159|org_study_id|GIMI-IRB-19006|||
43165721|NCT04696731|org_study_id|ALLO-316-101|||
43282727|NCT05626400|org_study_id|Senl-T7 CAR for T-ALL/T-LBL|||
43395245|NCT04150913|org_study_id|19-348|||
43166052|NCT04004637|org_study_id|PG-CART-007-001|||
43166134|NCT05277753|org_study_id|GIMI-IRB-22002|||
43166252|NCT05590221|org_study_id|JWCAR029011|||
43283100|NCT05208853|org_study_id|ARM002-CN-2021-01|||
43395584|NCT01454596|org_study_id|110266|||
43395585|NCT01454596|secondary_id|11-C-0266|||
43395647|NCT02215967|org_study_id|140168|||
43395648|NCT02215967|secondary_id|14-C-0168|||
43001440|NCT02958410|org_study_id|TMMU-BTC-010|||
43001575|NCT04717999|org_study_id|UBP-P02-3001-GBM|||
43001691|NCT02965092|org_study_id|CART-CD19-01|||
42920013|NCT04148430|org_study_id|19-168|||
42920022|NCT03467256|org_study_id|NCPHOI-2018-01|||
43284029|NCT05106946|org_study_id|FT402-002|||
42920910|NCT05576220|org_study_id|IDN001|||
43167306|NCT05546723|org_study_id|LMY-920-002|||
43167307|NCT05546723|secondary_id|LUMT1A22|Other Identifier|Cleveland Clinic Taussig Cancer Institute|
43167401|NCT05388695|org_study_id|19+22 for B-ALL/NHL|||
43167433|NCT05312801|org_study_id|LMY-920-001|||
43003682|NCT05518253|org_study_id|PBC038|||
43397090|NCT04684459|org_study_id|MCART-002|||
43003721|NCT05489991|org_study_id|TmPSMA-0201|||
43003743|NCT05468190|org_study_id|PBC041|||
43003773|NCT05442515|org_study_id|10000324|||
43003774|NCT05442515|secondary_id|000324-C|||
43003800|NCT05420545|org_study_id|PBC037|||
43003801|NCT05420519|org_study_id|PBC036|||
43003825|NCT05400109|org_study_id|CASE2422|||
43397446|NCT04684472|org_study_id|MCART-003|||
43004151|NCT05035407|org_study_id|10000045|||
43004152|NCT05035407|secondary_id|000045-C|||
43004181|NCT05003895|org_study_id|210030|||
43004182|NCT05003895|secondary_id|21-C-0030|||
43397643|NCT04689659|org_study_id|BR-IIT-LCYJ-2020-005|||
43004574|NCT04420754|org_study_id|19-12021154|||
43004577|NCT04416984|org_study_id|ALLO-501A-201|||
43004681|NCT04227275|org_study_id|CART-PSMA-TGFβRDN-02|||
43004812|NCT04029038|org_study_id|2019-0042|||
43004813|NCT04029038|secondary_id|NCI-2019-04229|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43004814|NCT04029038|secondary_id|2019-0042|Other Identifier|M D Anderson Cancer Center|
43004815|NCT04029038|secondary_id|P30CA016672|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA016672
43398238|NCT04034446|org_study_id|HY004001|||
43168787|NCT02664363|org_study_id|Pro00069444|||
43005388|NCT02315612|org_study_id|150029|||
43005389|NCT02315612|secondary_id|15-C-0029|||
43169081|NCT03958656|org_study_id|190102|||
43169082|NCT03958656|secondary_id|19-C-0102|||
43286152|NCT03525782|org_study_id|2018-006|||
43286384|NCT05429905|org_study_id|CART2219-1.0|||
43286425|NCT04173988|org_study_id|2019-272|||
43006931|NCT05539430|org_study_id|LB1908-1001|||
43007476|NCT01853631|org_study_id|H-31970 SAGAN|||
43007477|NCT01853631|secondary_id|SAGAN|Other Identifier|Baylor College of Medicine|
43007983|NCT04601831|org_study_id|2020-1106|||
43008031|NCT04316624|org_study_id|0502-014|||
43008094|NCT04036019|org_study_id|0504-009|||
43399934|NCT04026100|org_study_id|JSPH-CTA101|||
43287912|NCT02932956|org_study_id|H-39410- GAP|||
43287913|NCT02932956|secondary_id|GAP|Other Identifier|Baylor|
43287965|NCT02290951|org_study_id|R1979-HM-1333|||
43287966|NCT02290951|secondary_id|2015-004491-30|EudraCT Number||
43288441|NCT05059912|org_study_id|CD7T|||
43401371|NCT03240328|org_study_id|20170407V3|||
43289381|NCT04976218|org_study_id|CHN-PLAGH-BT-067|||
43289493|NCT05038696|org_study_id|2020/00865|||
43401729|NCT05240950|org_study_id|CHCRS-CEA CAR-T|||
43402118|NCT04690192|org_study_id|IHBDH-IIT002|||
43402206|NCT04049513|org_study_id|WZTL002-1|||
43402207|NCT04049513|secondary_id|U1111-1216-2053|Other Identifier|World Health Organisation|
43012226|NCT05373147|org_study_id|BZDS1901|||
43290119|NCT05150522|org_study_id|HEM-ONCO-012|||
43402328|NCT03103971|org_study_id|9364|||
43402329|NCT03103971|secondary_id|NCI-2017-00421|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
43402330|NCT03103971|secondary_id|9364|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
43402331|NCT03103971|secondary_id|RG9217000|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
42922643|NCT05269914|org_study_id|XKDCT023-DLBCL|||
42922654|NCT05262673|org_study_id|GIMI-IRB-22001|||
43013772|NCT03085173|org_study_id|16-1570|||
43290496|NCT03638167|org_study_id|BrainChild-02|||
43290517|NCT03598179|org_study_id|JSPH-CART001|||
43014761|NCT04514029|org_study_id|2019LS161|||
42922739|NCT05052528|org_study_id|UCDCC#299|||
42922740|NCT05052528|secondary_id|NCI-2021-07396|Registry Identifier|CTRP (Clinical Trial Reporting Program)|
42922741|NCT05052528|secondary_id|UCDCC#299|Other Identifier|University of California Davis Comprehensive Cancer Center|
42922742|NCT05052528|secondary_id|P30CA093373|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/P30CA093373
43291078|NCT03576807|org_study_id|SHLY1701|||
43017630|NCT04691284|org_study_id|PROBIO - SK - 006|||
43017646|NCT04691713|org_study_id|PG-CART-276-001|||
43018294|NCT05667506|org_study_id|HY001103|||
43018364|NCT05266950|org_study_id|BRYY-IIT-LCYJ-2021-018|||
43018399|NCT05098613|org_study_id|21-2578.cc|||
43018950|NCT04723914|org_study_id|HEM-ONCO-006|||
42922925|NCT04260945|org_study_id|HXYT-007|||
42922926|NCT04260932|org_study_id|HXYT-006|||
43019208|NCT02937844|org_study_id|SBNK-2016-016-01|||
43019227|NCT02937103|org_study_id|TMMU-BTC-008|||
43019291|NCT02935153|org_study_id|TMMU-BTC-007|||
43019654|NCT02919046|org_study_id|WM-CART-07|||
43021182|NCT05415475|org_study_id|PBC034|||
43021400|NCT05075603|org_study_id|NIT-112|||
43021960|NCT03768310|org_study_id|H-36578 CARMA|||
43171049|NCT03851146|org_study_id|LeYPh1-02|||
43171050|NCT03851146|secondary_id|ACTRN12616001580460|Other Identifier|ANZCTR|
42923102|NCT03373071|org_study_id|CD19-CAR01|||
43022966|NCT05022849|org_study_id|CR108972|||
43022967|NCT05022849|secondary_id|75229414MPC1001|Other Identifier|Janssen Research & Development, LLC|
43291638|NCT02194374|org_study_id|2012-0932|||
43291639|NCT02194374|secondary_id|NCI-2014-01715|Registry Identifier|NCI CTRP|
43023016|NCT04923893|org_study_id|CR109015|||
43023017|NCT04923893|secondary_id|2021-001242-35|EudraCT Number||
43023018|NCT04923893|secondary_id|68284528MMY3004|Other Identifier|Janssen Research & Development, LLC|
43023134|NCT04662099|org_study_id|CS1+BCMA bispecific CART|||
43404688|NCT05483491|org_study_id|192004|||
43404689|NCT05483491|secondary_id|Pro2022002198|Other Identifier|Rutgers|
43404690|NCT05483491|secondary_id|3P30CA072720-22S1|U.S. NIH Grant/Contract||https://reporter.nih.gov/quickSearch/3P30CA072720-22S1
43023334|NCT04181827|org_study_id|CR108695|||
43023335|NCT04181827|secondary_id|2019-001413-16|EudraCT Number||
43023336|NCT04181827|secondary_id|68284528MMY3002|Other Identifier|Janssen Research & Development, LLC|
43023351|NCT04133636|org_study_id|CR108581|||
43023352|NCT04133636|secondary_id|2018-004124-10|EudraCT Number||
43023353|NCT04133636|secondary_id|68284528MMY2003|Other Identifier|Janssen Research & Development, LLC|
43023688|NCT01430390|org_study_id|11-038|||
43024320|NCT04723901|org_study_id|HEM-ONCO-005|||
43025161|NCT04655677|org_study_id|0702-023|||
43025218|NCT04653649|org_study_id|IIBSP-CAR-2019-30|||
43025221|NCT04653493|org_study_id|CD19 CAR T Cells for R/R ALL|||
43025278|NCT04650724|org_study_id|PA-CART-BCMA-001|||
43025353|NCT04637503|org_study_id|GIMI-IRB-20010|||
43025370|NCT04637269|org_study_id|BCMA CAR-T cell|||
43028706|NCT04666168|org_study_id|2020102|||
43028733|NCT04665076|org_study_id|2020104|||
43028841|NCT04661020|org_study_id|CD19-003|||
43029268|NCT04626739|org_study_id|CAR-T for NHL|||
43029801|NCT04610125|org_study_id|Children CAR-T|||
43292346|NCT03672253|org_study_id|CAR-T re-treatment-MM|||
43292355|NCT02905188|org_study_id|H-38942 GLYCAR|||
43030215|NCT04594135|org_study_id|ICG190-001|||
43030356|NCT04213469|org_study_id|2019-CAR-00CH1|||
43292474|NCT04952272|org_study_id|ZZITCpG-013|||
43032377|NCT04546906|org_study_id|CD22 CAR-T for B-ALL|||
43032430|NCT04541368|org_study_id|CS1-ZhejiangU|||
43033350|NCT04532281|org_study_id|mCD19-002|||
43033353|NCT04532203|org_study_id|CNSL-ZhejiangU|||
43033902|NCT04718883|org_study_id|JWCAR029-005|||
43039015|NCT04715217|org_study_id|CAR-T SXZL01|||
43039507|NCT04714827|org_study_id|CAR-T SXZL03|||
43039902|NCT04714593|org_study_id|CAR-T SXZL02|||
43042027|NCT03271515|org_study_id|Doing-006|||
43042118|NCT03271632|org_study_id|GIMI-IRB-17013|||
43042459|NCT04702841|org_study_id|2019-ky012|||
43043341|NCT04700319|org_study_id|PA-CART-1920-I -001|||
43043940|NCT02893189|org_study_id|UCL16/0045|||
43293859|NCT04969354|org_study_id|XYFY2021-KL092-02|||
43045451|NCT04516551|org_study_id|Anti-CD19 allo-CAR-T|||
43045491|NCT04324996|org_study_id|ChongqingPublicHMC|||
43045714|NCT04513431|org_study_id|RJBY_anti-CEA CAR-T_CRC01|||
43045954|NCT05639179|org_study_id|KM-010|||
43172377|NCT04082910|org_study_id|CHN-PLAGH-BT-044|||
43046570|NCT02954445|org_study_id|TMMU-BTC-009|||
43046675|NCT02274584|org_study_id|30273-4SCAR|||
43047635|NCT05143151|org_study_id|HEM-ONCO-013|||
43047641|NCT05143112|org_study_id|HEM-ONCO-008|||
43047826|NCT05149391|org_study_id|0702-022|||
43047912|NCT04692948|org_study_id|PG-CART-TAA6-001|||
43048232|NCT04691349|org_study_id|PG-CART-01|||
43294595|NCT04732845|org_study_id|CASE2419|||
42793177|NCT04410900|org_study_id|RG1007238|||
42793178|NCT04410900|secondary_id|NCI-2020-03444|Registry Identifier|NCI / CTRP|
42793179|NCT04410900|secondary_id|10411|Other Identifier|Fred Hutch/University of Washington Cancer Consortium|
42793253|NCT04025216|org_study_id|CART-TnMUC1-01|||
42794028|NCT05650749|org_study_id|22-019659|||
42794029|NCT05650749|secondary_id|22CT012|Other Identifier|Children's Hospital of Philadelphia|
42794138|NCT05480449|org_study_id|22-019978|||
42794139|NCT05480449|secondary_id|22CT011|Other Identifier|Children's Hospital of Philadelphia|
42794416|NCT04789408|org_study_id|KT-US-486-0201|||
42794417|NCT04789408|secondary_id|2020-000962-40|EudraCT Number||
42794556|NCT04318678|org_study_id|CATCHAML|||
42794692|NCT03829540|org_study_id|CTO-IUSCCC-ICG122-101|||
42794693|NCT03829540|secondary_id|FD-R-006820-01|Other Grant/Funding Number|FDA OOPD|
42795555|NCT01460901|org_study_id|STALLONe|||
42795556|NCT01460901|secondary_id|00038|Other Identifier|Production Assistance for Cellular Therapy (PACT)|
42795576|NCT04888468|org_study_id|PB01|||
42795611|NCT04556266|org_study_id|17-331|||
43174015|NCT04007978|org_study_id|WHUH-CART-CD22-01|||
43294848|NCT03434769|org_study_id|CASE2417|||
42796746|NCT04196205|org_study_id|2018027|||
42797690|NCT02992834|org_study_id|CAAA|||
42798142|NCT03159819|org_study_id|CG4003|||
42799120|NCT03696784|org_study_id|LCCC 1813-ATL|||
42799368|NCT05312476|org_study_id|R/R B-NHL 02|||
42799470|NCT04088890|org_study_id|IRB-50836|||
42799471|NCT04088890|secondary_id|CCT5029|Other Identifier|OnCore|
42799472|NCT04088890|secondary_id|IRB-50836|Other Identifier|Stanford IRB|
42799771|NCT05381181|org_study_id|2021-BRL-301|||
